SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
C1=C(C=C(C=C1Cl)Cl)N,2.9,0.0522,219.06423,160.98,1,1,0,40.8744,26.02,2.5756
C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,4.01,0.004357,62.996868,463.95,1,6,4,87.2945,111.2,5.986
C1=CC(=C(C(=C1)Cl)C#N)Cl,2.74,0.06222,17.9016948,170.96,0,1,0,41.177,23.79,2.86508
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,2.57,0.45,3.56202,255.01,2,5,1,64.1078,90.71,2.0098
C1=CC(=C(C(=C1)Cl)Cl)Cl,4.08,0.01567,17.7693912,179.93,0,0,0,41.472,0.0,3.6468
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,5.27,,7.3097739,492.01,2,4,6,91.9059,76.66,5.3837
C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,1.16,1.93e-08,71.49483,278.04,6,7,2,66.3053,138.45,1.1512
C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,7.12,,0.000686961,357.84,0,0,1,81.938,0.0,7.274
C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,4.58,,82.43532,213.89,0,0,0,46.482,0.0,4.3002
C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,3.12,1.21e-07,984.6441,190.95,0,2,1,43.1164,43.14,2.9016
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,3.75,,30.5316,325.99,2,4,3,79.1764,92.47,3.8595
C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,4.44,0.0016,7.7270391,250.04,2,2,2,60.4181,57.53,3.0356
C1=CC(=C(C=C1C2=C(SC(=N2)N)C3=CC=NC=C3)Cl)Cl,2.29,,48.468915,320.99,1,4,2,85.2134,51.8,4.7611
C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,6.62,,0.000173776,289.92,0,0,1,71.918,0.0,5.9672
C1=CC(=C(C=C1Cl)C2=C(NN=C2)N)OC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=CSC=N4)F,5.15,0.0007575,14.298966,498.97,3,7,6,117.8526,122.99,5.1544
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,4.26,0.0045,33.58476,268.01,2,2,2,69.0396,40.46,3.9954
C1=CC(=C(C=C1Cl)N)N,1.28,0.373,80.39988,142.03,2,2,0,40.2768,52.04,1.5044
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,4.76,0.00428,70.73154,287.95,1,2,2,69.6528,29.46,5.1447
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,0.5,0.7109,4.6611576,306.1,1,7,5,70.2988,81.65,0.7358
C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,3.0,,9.5258592,482.0,4,5,7,95.2685,90.82,2.4667
C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,2.6,0.0354,48.85056,246.05,4,5,2,62.9757,97.99,1.74
C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,4.12,0.003583,94.266315,248.04,1,3,1,57.1467,58.04,2.87488
C1=CC(=CC(=C1)Br)COC2=CC=C(C=C2)CCC(=O)O,,,327.756726,334.02,1,2,6,80.8728,46.53,4.0453
C1=CC(=CC(=C1)C2=CC(=CC=C2)C(=O)O)C#N,,,20.685159,223.06,1,2,2,63.5523,61.09,2.92348
C1=CC(=CC(=C1)Cl)Cl,3.53,,508.86,145.97,0,0,0,36.462,0.0,2.9934
C1=CC(=CC(=C1)CNCCC2=C(C=CC=C2Cl)Cl)CCNC[C@@H](C3=C4C(=C(C=C3)O)NC(=O)S4)O,,,13.154031,531.12,5,6,11,143.9587,97.38,4.8
C1=CC(=CC(=C1)N(CC2=CN=CC=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F)C(=O)O,5.01,0.0142,19.565667,436.1,1,5,9,103.1873,71.89,5.3209
C1=CC(=CC(=C1)O)O,0.8,0.7448,36.841464,110.04,2,2,0,29.7716,40.46,1.0978
C1=CC(=CC=C1/C=C/C(=O)CC(=O)/C=C/C2=CC=C(C=C2)O)O,3.24,3.08e-08,284.9616,308.1,2,4,6,88.9126,74.6,3.3527
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,3.3,5.86e-08,160.03647,228.08,3,3,2,66.8064,60.69,2.9738
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],1.14,0.34,1.8395289,322.01,3,5,6,72.5667,112.7,0.909
C1=CC(=CC=C1[N+](=O)[O-])Cl,2.39,,1017.72,156.99,0,2,1,38.1064,43.14,2.2482
C1=CC(=CC=C1C#N)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=C5C(=NC=C4)N=CN5,,,172.020123,430.15,3,4,4,128.5591,106.49,5.80758
C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,6.73,1.62e-06,506.3157,315.94,0,0,2,80.632,0.0,6.1879
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,2.71,0.0196,53.68473,230.06,3,4,2,61.3109,77.76,2.0344
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,5.02,1.57e-08,70.73154,367.91,1,1,2,86.1928,20.23,5.5995
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,6.91,3.6e-08,31.80375,351.91,0,0,2,85.037,0.0,6.4955
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,4.02,0.00685,318.0375,336.06,2,2,2,69.1036,40.46,4.5085
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,4.62,,347.29695,315.98,2,2,2,78.3466,40.46,4.5999
C1=CC(=CC=C1C(F)(F)F)NS(=O)(=O)C2=CC3=C(C=C2)SC(=N3)CO,,,39.411207,388.02,2,5,4,87.7953,79.29,3.6082
C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)C(=O)O)C(F)(F)F)C(F)(F)F,,,23.738319,400.06,1,3,3,85.9633,55.12,5.2751
C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)C(F)(F)F,,,46.30626,435.05,1,4,3,90.3772,77.98,4.2243
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,3.02,9.57e-05,351.1134,270.05,3,5,1,72.9144,90.9,2.5768
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,3.24,0.0553,39.18222,254.06,2,4,1,71.2496,70.67,2.8712
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,2.96,0.02426,47.552967,270.05,3,5,1,72.9144,90.9,2.5768
C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,2.91,,64.87965,200.08,2,2,2,59.0196,40.46,2.6886
C1=CC(=CC=C1Cl)Cl,3.44,0.02291,330.759,145.97,0,0,0,36.462,0.0,2.9934
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],4.2,0.00553,15.316686,443.02,1,5,6,106.4519,90.42,5.4537
C1=CC(=CC=C1N)[N+](=O)[O-],1.39,1.82e-06,60.04548,138.04,1,3,1,37.5088,69.16,1.177
C1=CC(=CC=C1N/N=C\2/C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],1.97,1.38e-07,48.08727,451.97,1,9,4,93.0111,155.86,-5.0851
C1=CC(=CC=C1OC2=CC=C(C=C2)Br)Br,5.72,,31.54932,325.89,0,1,2,68.358,9.23,5.0039
C1=CC(=CC=C1S(=O)(=O)NC2=CC3=C(C=C2)SC(=N3)CO)Br,,,62.462565,397.94,2,5,4,90.4933,79.29,3.3519
C1=CC(=CC2=C1C=CC(=O)O2)O,1.58,,125.94285,162.03,1,3,0,44.1488,50.44,1.4986
C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,-0.21,0.235,8.218089,323.12,3,3,2,100.9855,75.89,4.22047
C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,3.41,5.81e-08,605.5434,228.9,0,1,0,48.484,12.89,3.5617
C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,6.1,0.04333,11.6376282,369.82,0,0,0,76.098,0.0,5.2415
C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],1.69,0.06949,61.57206,168.02,0,4,2,39.7508,86.28,1.503
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,3.59,0.03671,9.6378084,330.03,1,3,3,87.0368,46.01,4.0676
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,6.92,1.59e-08,38.92779,351.91,0,0,2,85.037,0.0,6.4955
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C(=O)O,2.61,0.00918,4.706955,320.1,3,3,4,90.5599,77.76,3.9762
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,2.96,0.03201,43.965504,342.03,1,2,3,94.0882,41.99,5.3077
C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,2.39,0.09,1.88252757,320.01,2,3,1,83.1795,61.69,3.1013
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl,3.71,0.017,0.01679238,311.01,3,3,4,79.1913,69.56,4.0697
C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O,3.15,0.0426,144.51624,200.08,2,2,2,59.0196,40.46,2.6886
C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,3.4,0.041,212.44905,200.08,2,2,2,59.0196,40.46,2.6886
C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,2.03,,1.78101,376.15,3,5,6,106.5113,106.34,3.3425
C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,3.47,,19.08225,396.17,3,6,6,117.8393,105.82,3.9852
C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl,3.88,,57.24675,273.96,1,4,2,64.5817,50.7,3.5754
C1=CC=C(C(=C1)O)O,0.88,0.0268,107.62389,110.04,2,2,0,29.7716,40.46,1.0978
C1=CC=C(C=C1)[C@H](CNC2=CC=C(C=C2)CCNC[C@@H](C3=CC(=C(C=C3)O)NC=O)O)O,1.26,,7.6329,435.22,6,6,12,125.6605,113.85,2.9717
C1=CC=C(C=C1)[N+](=O)[O-],1.85,0.3844,20.7818424,123.03,0,2,1,33.0964,43.14,1.5948
C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O,5.13,,19.7157807,369.03,0,0,3,87.5958,31.5,1.3781
C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,2.83,0.0185,239.41863,230.06,3,4,2,61.3109,77.76,2.0344
C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,2.6,0.0113,99.99099,214.06,2,3,2,59.6461,57.53,2.3288
C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(=O)C(=NNC4=CC=C(C=C4)N=NC5=CC=C(C=C5)S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-].[Na+].[Na+],2.89,4.05e-05,3.7960956,675.05,2,12,8,158.9228,209.68,-1.1831
C1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3S2,3.45,,197.488566,254.05,1,3,2,74.0152,41.99,3.5486
C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,2.72,,2144.8449,314.12,0,5,8,84.268,61.83,2.717
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,4.8,0.00953,196.16553,344.11,0,2,4,101.843,17.82,5.3767
C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,3.23,0.0188,55.21131,336.11,0,4,6,93.528,54.5,4.02588
C1=CC=C(C=C1)C[N+]2=CC=CC3=CC=CC=C32.[Cl-],3.16,0.599,18.598833,255.08,0,0,2,69.687,3.88,0.1796
C1=CC=C(C=C1)C=CC=C2C(=O)NC(=O)S2,,,26.638821,231.04,1,3,2,64.6887,46.17,2.5667
C1=CC=C(C=C1)C2=C(C(=NC(=N2)Cl)C3=CC=CC=C3)N,,,118.996911,281.07,1,3,2,82.3264,51.8,4.0462
C1=CC=C(C=C1)C2=C(C=C(C=C2)Cl)COC3=CC=C(C=C3)CCC(=O)O,,,54.397134,366.1,1,2,7,103.6188,46.53,5.6032
C1=CC=C(C=C1)C2=C(C=C(C=C2)O)Cl,3.52,1.17e-08,125.17956,204.03,1,1,1,58.5528,20.23,3.7126
C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,4.19,0.00039,11.8895139,293.11,1,3,5,83.3318,63.33,4.0258
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,3.52,0.00263,519.0372,254.06,2,4,1,71.2496,70.67,2.8712
C1=CC=C(C=C1)C2=CC=CC=C2,4.01,0.01557,36.078174,154.08,0,0,1,51.878,0.0,3.3536
C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,1.36,0.343,3.002274,187.09,2,5,1,54.0878,90.71,0.703
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,2.24,0.04,8.3224053,286.05,2,3,1,78.1695,61.69,2.4479
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,3.6,3.25e-06,11.525679,218.05,1,1,2,62.3648,20.23,3.6364
C1=CC=C(C=C1)CCCCCCC(=O)N[C@@H](CCC(=O)O)CC2=CC=C(C=C2)OCC3=CC=CC=C3,,,44.219934,487.27,2,3,16,142.9515,75.63,6.3509
C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,3.6,,146.246364,240.12,0,2,5,71.251,26.3,3.015
C1=CC=C(C=C1)CCOCCCS(=O)(=O)CCNCCC2=C3C(=C(C=C2)O)NC(=O)S3,1.78,,108.13275,464.14,3,7,13,124.92,108.49,2.4915
C1=CC=C(C=C1)Cl,2.86,0.202,2236.69413,112.01,0,0,0,31.452,0.0,2.34
C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,3.56,0.00674,1610.5419,228.08,1,3,3,63.6683,46.53,2.7492
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,3.11,3.35e-08,2139.7563,228.08,1,3,3,63.6683,46.53,2.7492
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.13,0.04368,21.0871584,198.08,0,2,3,60.818,32.67,3.5061
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,3.41,0.0171,39.94551,197.1,1,3,2,61.4724,50.74,3.6842
C1=CC=C(C=C1)N=NC2=CC=CC=C2,3.82,2.8e-06,187.51491,182.08,0,2,2,57.06,24.72,4.102
C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,1.17,0.4273,4.7603853,221.04,1,4,1,59.2564,60.91,1.4681
C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2I,2.86,0.07513,54.44802,322.98,1,1,2,73.5542,29.1,3.5435
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,3.35,0.29,37.40121,264.15,3,3,8,72.7029,78.43,2.4711
C1=CC=C(C=C1)NC(=O)CCl,1.63,0.401,98.97327,169.03,1,1,2,45.7917,29.1,1.8639
C1=CC=C(C=C1)NC(=O)NC2=CC(=NC=C2)Cl,3.2,0.02755,68.365341,247.05,2,2,2,68.3304,54.02,3.379
C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,1.77,0.02837,12.517956,220.04,2,4,2,58.9924,66.91,2.1821
C1=CC=C(C=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC3=CC=CC=C3)[N+](=O)[O-],4.6,,277.58313,369.08,2,5,6,100.0716,101.34,4.1392
C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,3.04,0.123,2134.6677,198.08,1,3,3,61.6217,41.46,3.8281
C1=CC=C(C=C1)NC2=CC=C(C=C2)O,2.82,0.0582,191.07693,185.08,2,2,2,57.8315,32.26,3.1358
C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,4.2,0.006962,147.31497,219.1,1,1,2,73.6727,12.03,4.5834
C1=CC=C(C=C1)NNC2=CC=CC=C2,2.94,1.97e-06,48.3417,184.1,2,2,3,60.1294,24.06,3.1256
C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,2.0,0.06,1.78101,318.07,3,4,5,82.6557,95.5,2.006
C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,3.29,0.045,2200.8195,214.06,1,3,2,59.5073,46.53,2.6114
C1=CC=C(C=C1)OCCO,1.16,0.2957,45.517527,138.07,1,2,3,39.0228,29.46,1.0577
C1=CC=C(C=C1)OCCOC2=CC=CC=C2,3.81,,47.094993,214.1,0,2,5,63.874,18.46,3.1444
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,4.59,0.002852,67.271292,326.07,0,4,6,88.8165,44.76,5.3315
C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,5.41,,13.662891,481.04,1,3,5,89.4776,57.61,4.7564
C1=CC=C2C(=C1)C(=NC3=CC=CC=C3S2)N,,,20.201742,226.06,1,3,0,67.3914,38.38,3.1882
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,3.31,0.0305,78.36444,223.06,1,3,0,64.1614,60.16,2.0442
C1=CC=C2C(=C1)C(=O)NS2,0.8,,88.388982,151.01,1,2,0,42.4457,32.86,1.5896
C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,2.89,0.03116,120.59982,318.09,2,4,2,87.9531,66.76,3.5601
C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)O,3.91,0.005435,53.379414,194.07,1,1,0,63.1188,20.23,3.6986
C1=CC=C2C(=C1)C=C(N2CC3=CC(=C(C=C3)Cl)Cl)C4=NNN=N4,,,32.770584,343.04,1,4,3,90.6737,59.39,4.1765
C1=CC=C2C(=C1)C=CC=C2CCOCCSCCCNC[C@@H](C3=C4C(=C(C=C3)O)NC(=O)S4)O,,,37.604754,498.16,4,7,13,142.353,94.58,4.454
C1=CC=C2C(=C1)C=CC=N2,2.03,0.2036,98.20998,129.06,0,1,0,41.743,12.89,2.2348
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,2.45,0.5141,6.0427125,236.09,1,1,0,73.5344,46.33,3.3872
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,5.6,0.01121,46.484361,228.09,0,0,0,78.96,0.0,5.1462
C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,3.67,1.24e-08,56.99232,350.13,2,2,2,107.0756,40.46,5.4609
C1=CC=C2C(=C1)C3=CC=CC=C3O2,4.12,,21.11769,168.06,0,1,0,53.72,13.14,3.586
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,5.16,0.01409,20.5172352,202.08,0,0,0,68.378,0.0,4.4872
C1=CC=C2C(=C1)N=C(C3=C(C=CC=C3S2)F)N,,,33.533874,244.05,1,3,0,67.3494,38.38,3.3273
C1=CC=C2C(=C1)N=C(S2)SCSC#N,3.3,0.331,75.31128,237.97,0,5,3,63.548,36.68,3.56018
C1=CC=C2C(=C1)N=CS2,2.01,,48.08727,135.01,0,2,0,39.62,12.89,2.2963
C1=CC=C2C=C(C=CC2=C1)N,2.28,0.1099,47.06955,143.07,1,1,0,48.3604,26.02,2.422
C1=CC=C2C=C(C=CC2=C1)OC(=O)C3=CC=CC=C3N,3.48,0.00653,2152.4778,263.09,1,3,2,79.7609,52.32,3.6412
C1=CC=C2C=C3C=CC=CC3=CC2=C1,4.45,0.0252,33.915519,178.08,0,0,0,61.454,0.0,3.993
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,5.78,0.01059,14.1564852,252.09,0,0,0,85.884,0.0,5.6404
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,6.13,0.3826,9.4469859,252.09,0,0,0,87.652,0.0,5.7372
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C\3/C=CC(=O)C(=C3)C(=O)O,2.43,0.004,13.128588,398.07,3,7,6,102.411,137.82,1.8002
C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,2.5,,14.7518514,212.97,1,2,0,53.4278,33.12,3.2472
C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,2.34,,11.3424894,304.91,1,2,0,61.1348,33.12,3.1984
C1=CC2=C(C=C1Cl)NC(=O)O2,1.41,,27.885528,168.99,1,2,0,41.8447,46.0,1.7745
C1=CC2=C(C=C1F)C(=CN2)CCCCCN,,,188.608959,220.14,2,1,5,64.8661,41.81,2.9785
C1=CC2=C(C=C1F)SC(=N2)N,1.28,,14.629725,168.02,1,3,0,43.9904,38.91,2.0176
C1=CC2=C(C=C1O)OC(=O)C=C2C(F)(F)F,2.12,,109.125027,230.02,1,3,0,49.1508,50.44,2.5174
C1=CC2=C(C=CN(C2=O)CCO)C(=C1)NC(=O)CC3=CC(=C(C=C3)Cl)C(F)(F)F,,,81.4176,424.08,2,4,5,104.0815,71.33,3.8472
C1=CC2=C(N=C1)N=C(C=C2)CCCC(=O)NCC3=CC(=NO3)C4=CC(=C(C=C4)F)C(F)(F)F,,,50.758785,458.14,1,5,7,111.2217,80.91,5.0818
C1=CC2=C(N=C1)N=C(C=C2)CCCCC3=NN=C(O3)C4=CC(=C(C=C4)OC(F)(F)F)Cl,,,62.462565,448.09,0,6,7,107.607,73.93,5.7972
C1=CC2=C3C(=C1)C=CC3=CC=C2,3.94,0.01116,31.498434,152.06,0,0,0,52.876,0.0,3.3236
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,4.88,0.02415,15.723774,202.08,0,0,0,70.146,0.0,4.584
C1=CN=CC=C1C(=O)NN,-0.7,1.0,2.824173,137.06,2,3,1,35.8906,68.01,-0.3149
C1=NC2=C(N1)C(=S)N=C(N2)N,-0.07,0.804,6.004548,167.03,3,4,0,43.4858,83.38,0.59769
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,2.41,0.21,38.1645,315.04,1,4,2,83.6841,84.6,3.0377
C1C(CC1(F)F)CN2C(C3=CC=CC=C3C2=O)C(=O)NCC4=CC=C(C=C4)OC(F)(F)F,,,25.443,454.13,1,3,6,102.8622,58.64,4.4438
C1C(N(C(S1)C2=CC=CC=C2Cl)C(=O)C3=CC=C(C=C3)Cl)C(=O)O,,,39.411207,381.0,1,3,3,95.6963,57.61,4.3344
C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,-0.2,0.402,457.974,297.1,0,9,6,68.442,103.59,-2.6319
C1C(OC2=CC=CC=C2O1)C(=O)NC3=CC=C(C=C3)C4=CNN=C4,3.29,,36.103617,321.11,2,4,3,89.0064,76.24,2.8552
C1C(OC2=CC=CC=C2O1)CN3C4=C(C(=O)N(C3=O)O)SC=C4,,,343.22607,332.05,1,8,2,83.8825,82.69,1.302
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,3.73,0.014,8.7116832,534.22,2,7,3,138.9181,119.13,4.49
C1C[N+]2(CCC1[C@H](C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,3.57,,162.8352,484.16,1,6,9,130.5232,55.76,4.6668
C1C2=C(C=C(C=C2)O)C3=CC=CC=C31,3.19,0.02488,52.310808,182.07,1,1,0,56.3488,20.23,2.9634
C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N,1.52,,156.881538,196.1,2,2,0,63.5088,52.04,2.4222
C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],3.38,1.0,24.2649891,211.06,0,2,1,61.3384,43.14,3.166
C1C2=CC=CC=C2C3=CC=CC=C31,4.18,0.01567,30.735144,166.08,0,0,0,54.684,0.0,3.2578
C1C2CC3CC1CC(C2)(C3)CNC(=O)C4=C(C=CC(=C4)N5C(=O)NC(=O)C=N5)Cl,,,94.1391,414.15,2,5,4,108.4029,96.85,2.5204
C1CC(=O)N(C1)CCO,-0.7,1.0,0.39665637,129.08,1,2,2,32.8998,40.54,-0.3989
C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CC4=CC=NN43)C5=CC=CC=C5)N,,,26.028189,339.17,1,3,3,105.7804,43.32,5.0062
C1CC(C1)(C2=CC=C(C=C2)C3=C(C=CN4C3=NC=C4)C5=CC=CC=C5)N,,,23.204016,339.17,1,3,3,105.7804,43.32,5.0062
C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC(=CC4=N3)C(=O)N)C5=CC=CC=C5)N,,,9.464796,382.18,2,4,4,114.2983,86.41,4.1051
C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C=CC=CC4=N3)C5=CC=CC=C5)N,5.01,,46.30626,339.17,1,3,3,105.7804,43.32,5.0062
C1CC(C1)(C2=CC=C(C=C2)C3=NC=C4C=CC=NC4=C3C5=CC=CC=C5)N,,,49.61385,351.17,1,3,3,110.1264,51.8,5.3017
C1CC(C1)(C2=CC=C(C=C2)C3=NC4=CC=CC=C4C=C3C5=CC=CC=C5)N,5.91,,34.322607,350.18,1,2,3,112.3314,38.91,5.9067
C1CC(C1)(C2=CC=C(C=C2)C3=NN4C=CN=C4C=C3C5=CC=CC=C5)N,4.4,,19.743768,340.17,1,4,3,103.5754,56.21,4.4012
C1CC[C@H]([C@@H](C1)C(=O)NC2(CC2)C#N)C(=O)N3CCN(CC3)C4=NC5=C(S4)C=NC=C5,,,12.46707,438.18,1,7,4,117.3767,102.22,2.31868
C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O,2.68,0.984,0.85590252,273.0,2,2,3,64.3945,66.4,2.7967
C1CC1(C2=CC(=C(C=C2)C3=CC(=C(C=C3)Cl)Cl)F)C(=O)O,4.76,,98.97327,324.01,1,1,3,80.4038,37.3,4.9157
C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,3.87,0.0254,21.651993,315.03,1,2,0,69.7887,38.33,4.0731
