SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
CC(C)Nc1nc(N)nc(Cl)n1,1.51,0.486,0.0,187.06,2,5,2,48.008100000000006,76.72,0.9275
CC(C)c1cccc(O)c1,3.01,0.14,19.9,136.09,1,1,1,42.19580000000002,20.23,2.515600000000001
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,5.17,,16.4,247.85,0,0,0,51.492,0.0,4.9536
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,3.38,1.0,9.537,211.06,0,2,1,61.33840000000002,43.14,3.1660000000000013
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],2.1,0.131,34.64,182.03,0,4,2,44.487800000000014,86.28,1.81142
CNC(=O)CSP(=S)(OC)OC,0.78,0.9649,3.682,229.0,1,5,5,54.82770000000003,47.56,0.9829
C=CC(=O)Nc1ccc(F)cc1,1.46,,3.0,165.06,1,1,2,45.22670000000002,29.1,1.9502
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.72,0.0508,17.0,341.07,0,5,5,83.89500000000004,49.17,3.653400000000003
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,3.59,0.03671,3.788,330.03,1,3,3,87.03680000000001,46.010000000000005,4.0676000000000005
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.43,0.004,5.16,398.07,3,7,6,100.7296,141.31,3.701600000000001
CC(C)(c1ccccc1)c1ccc(O)cc1,3.69,0.0231,27.2,212.12,1,1,2,66.67680000000004,20.23,3.7181000000000015
NC(=O)N=NCc1ccc([N+](=O)[O-])o1,0.23,0.856,0.0,198.04,1,5,3,43.5058,124.09000000000002,1.2187
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,2.43,0.009,1.869,337.02,1,6,2,80.25300000000003,96.44,0.9672
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.05,0.1378,5.594,329.1,0,2,2,87.55700000000002,22.0,4.738100000000003
CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,2.36,,0.5757,486.34,2,8,15,129.47140000000005,101.6,2.627800000000001
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.7,,839.0,354.05,0,9,4,89.32700000000003,83.8,3.079200000000002
Cc1cc(O)ccc1Cl,3.09,0.0723,0.0,142.02,1,1,0,37.853800000000014,20.23,2.35402
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,1.68,0.0037,0.0,300.07,2,5,3,81.2009,97.97,2.0128
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,-0.03,0.0436,0.0,441.14,6,9,9,111.89460000000004,213.27999999999997,-0.0447999999999994
CCCCCCCCCCCCN1CCCCCC1=O,6.11,0.00275,9.8,281.27,0,1,11,86.89200000000007,20.31,5.309900000000005
CC1=NC(=O)N(C(C)(C)C)C(=O)C1Cl,1.89,0.1029,2.272,216.07,0,2,0,54.745000000000026,49.74,1.8154
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,0.274,0.0,296.96,3,5,1,61.63640000000001,118.36,-0.3512999999999996
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.44,,0.0,229.89,1,1,0,48.146800000000006,20.23,4.005799999999999
O=C(CCl)Nc1ccccc1,1.63,0.401,38.9,169.03,1,1,2,45.79170000000002,29.1,1.8639
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,3.41,,3.0,476.05,1,4,5,113.29320000000006,60.330000000000005,4.433640000000004
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3.03,,3.8,383.2,2,3,5,106.64440000000003,71.09,3.864220000000002
CC(C)(C)c1cccc(O)c1,3.3,0.116,40.2,150.1,1,1,0,46.80680000000004,20.23,2.689700000000001
S=c1[nH]c2ccccc2[nH]1,1.66,0.4,0.0,150.03,2,1,0,43.4834,31.58,2.22549
Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1,3.53,,32.36,249.13,1,3,2,78.14940000000003,43.84,3.429920000000001
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.44,0.15,8.0,299.08,1,3,1,85.75410000000004,50.46,2.950700000000001
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,3.36,0.0329,12.7,302.22,1,2,0,87.33380000000005,37.3,4.269300000000005
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1.0,1.0,4.1,231.14,0,4,2,70.07400000000003,30.17,1.55042
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.69,0.1177,2.768,248.08,2,4,2,70.68080000000002,77.82,2.5238000000000005
CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,3.28,0.00517,2.0,313.13,2,4,6,88.50160000000004,77.84,3.167600000000001
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,5.8,0.0,3.226,256.13,0,0,0,88.43400000000005,0.0,5.763040000000005
CCNC(=O)NC(=O)C(C#N)=NOC,0.59,0.437,32.8,198.08,2,5,3,47.27240000000001,103.58,-0.6419199999999998
CCc1cccc(CC)c1N,2.74,0.08962,16.13,149.12,1,1,2,49.61040000000003,26.02,2.3936
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4.1,3.71e-08,427.0,344.24,0,3,2,96.88100000000006,43.370000000000005,4.840100000000005
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.87,0.02311,33.7,314.22,0,2,1,90.88100000000006,34.14,4.723500000000005
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.9,0.082,19.08,425.16,2,5,5,119.4554,78.82,3.353200000000002
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,4.52,,49.8,422.23,1,6,16,108.4836000000001,106.97,4.152100000000004
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0.19,0.175,0.0,278.08,2,5,3,73.16890000000002,97.97,1.4764399999999998
Cc1cccc(C)c1O,2.36,0.2086,20.52,122.07,1,1,0,37.5808,20.23,2.00904
O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,2.12,,42.89,230.02,1,3,0,49.15080000000001,50.44,2.5174000000000003
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,1.37,0.64,1.64,275.16,1,4,1,78.31570000000005,44.81,1.7739
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.07,0.39,0.0,226.13,2,3,4,58.47740000000003,75.27000000000001,1.1849999999999998
CCC1(c2ccccc2)C(=O)N=C(O)NC1=O,1.05,0.247,0.0,232.08,2,2,2,61.62450000000002,78.75999999999999,0.9048
CCOc1ccc2nc3ccc(=O)cc-3oc2c1,2.14,,150.0,241.07,0,4,2,68.07000000000002,52.33,2.6915000000000004
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,-0.21,0.235,3.23,287.14,3,3,2,93.73750000000004,75.89,3.798670000000001
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,5.73,7.84e-07,0.0,380.12,0,3,6,110.75100000000002,27.69,5.867800000000005
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.14,0.34,0.723,322.01,3,5,6,72.56670000000003,112.70000000000002,0.9089999999999998
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.13,2.9e-07,31.7,362.01,0,6,6,90.39600000000004,57.900000000000006,4.431120000000004
c1ccc2cc3c(ccc4ccccc43)cc2c1,5.6,0.01121,18.27,228.09,0,0,0,78.96000000000004,0.0,5.146200000000003
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,3.83,0.04,6.65,291.03,0,6,7,71.26140000000002,70.83,3.2711000000000023
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,5.07,2.03e-08,10.41,383.99,0,8,12,95.12300000000003,36.92,5.005300000000004
ClC(Cl)(Cl)Cl,2.83,0.6105,4.281,151.88,0,0,0,26.143,0.0,2.5529
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.2,,43.3,332.95,0,5,6,70.75350000000003,57.650000000000006,4.601700000000003
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,4.31,0.0,24.1,320.89,0,5,4,68.19800000000002,40.58,3.9379000000000017
CCCCNC(=O)OCC#CI,2.09,0.719,486.0,280.99,1,2,4,56.054700000000025,38.33,1.9086
COP(=S)(OC)Oc1ccc(SC)c(C)c1,4.09,0.0,87.2,278.02,0,5,5,71.89100000000003,27.69,3.6130200000000015
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,2.52,0.02237,0.0,254.93,1,3,3,52.39780000000001,59.42,2.5052000000000003
c1cc(-c2ccncc2)ccn1,1.28,0.319,0.0,156.07,0,2,1,47.468000000000025,25.78,2.1435999999999997
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,4.83,0.0,26.74,380.21,0,5,9,107.62000000000008,42.010000000000005,5.296100000000005
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.11,0.0,3.026,333.09,0,5,6,77.45380000000002,89.52,3.924200000000004
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1.74,,17.38,312.18,0,2,1,87.75500000000005,40.620000000000005,2.5349000000000004
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.9,0.1258,0.0,295.11,1,5,4,76.60080000000004,60.17,2.916100000000001
Clc1ccccc1CN1CCc2sccc2C1,4.2,0.02,56.23,263.05,0,2,2,73.58900000000004,3.24,3.959800000000002
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,3.07,,12.59,265.09,2,4,4,73.13640000000002,67.01,3.2433000000000005
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,5.26,0.01384,8.322,372.24,0,2,4,122.95540000000004,9.49,4.4596000000000044
NNC(=O)c1ccncc1,-0.7,1.0,1.11,137.06,2,3,1,35.89060000000001,68.00999999999999,-0.3149000000000006
CC(=O)CCc1ccc(O)cc1,1.65,,29.1,164.08,1,2,3,47.10880000000003,37.3,1.9138
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,-0.05,0.75,0.0,440.16,6,10,9,113.48130000000003,219.32999999999996,0.2440999999999998
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.59,0.00394,617.0,333.89,0,4,6,68.55300000000003,27.69,4.2356000000000025
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.5,0.176,15.8,261.17,2,3,4,78.30750000000005,45.4,3.4167000000000014
Clc1cccc(Cl)c1,3.53,,200.0,145.97,0,0,0,36.46200000000001,0.0,2.993400000000001
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,8.03,,0.0,370.09,0,5,0,92.83500000000004,46.150000000000006,3.5920000000000023
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.13,0.002637,0.0,198.03,1,5,2,46.15260000000002,106.51,1.5170199999999998
CN1CSC(=S)N(C)C1,0.63,0.8914,12.42,162.03,0,3,0,45.44900000000002,6.48,0.7967
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.09,0.05,13.8,476.22,1,3,7,137.99779999999987,43.78,5.088000000000005
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,3.13,0.0308,0.0,270.16,1,2,0,77.73080000000004,37.3,3.817400000000002
Cc1cc(C)nc(Nc2ccccc2)n1,2.84,0.01673,43.89,199.11,1,3,2,61.23070000000003,37.81,2.837040000000001
O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69,0.06949,24.2,168.02,0,4,2,39.75080000000001,86.28,1.503
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.7,0.166,0.0,292.07,2,4,3,63.025900000000014,92.47,2.3230000000000004
O=C(NC1CN2CCC1CC2)c1ccc2c(c1)OCCO2,1.84,1.0,3.688,288.15,1,4,2,77.85020000000004,50.80000000000001,1.2817999999999994
Cc1cc(C)c(O)c(C)c1,2.73,0.109,163.0,136.09,1,1,0,42.31780000000002,20.23,2.3174600000000005
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.51,0.696,31.7,255.92,1,4,3,47.92130000000002,55.760000000000005,2.1609000000000003
Cc1cccc(O)c1C,2.48,,40.7,122.07,1,1,0,37.5808,20.23,2.00904
Nc1ccc2c(c1)Cc1cc(N)ccc1-2,1.52,,61.66,196.1,2,2,0,63.50880000000001,52.04,2.4222
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1.16,1.93e-08,28.1,278.04,6,7,2,66.30530000000002,138.45000000000002,1.1511999999999996
CC1=C(C(=O)Nc2ccccc2)SCCO1,2.14,0.175,24.41,235.07,1,3,2,66.18170000000003,38.33,2.620000000000001
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,2.97,0.007005,161.3,277.11,0,3,4,81.15200000000004,50.09,3.5751800000000022
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,3.55,0.0313,70.7,290.22,1,2,0,82.74080000000005,37.3,3.9591000000000034
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.02,9.57e-05,138.0,270.05,3,5,1,72.91440000000001,90.9,2.576800000000001
O=C(Nc1ccccc1)Nc1cnns1,1.77,0.02837,4.92,220.04,2,4,2,58.99240000000002,66.91,2.1821
CCCC1=NC(=S)NC(=O)C1,-0.39,0.4736,1.323,170.05,1,2,2,47.70070000000002,41.46,1.0323
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,5.02,,0.4701,481.12,0,7,7,133.384,56.59000000000001,5.250800000000005
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.93,2.42e-08,0.0,776.69,3,4,5,124.806,92.78000000000002,4.5573000000000015
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.71,0.0,6.449,340.03,0,4,5,85.08400000000003,44.760000000000005,4.726000000000004
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,1.67,0.02723,0.0,184.01,1,5,2,41.41560000000001,106.51000000000002,1.2086
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,4.6,0.0,109.1,369.08,2,5,6,100.0716,101.34,4.139200000000002
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,1.85,0.613,6.361,252.16,0,6,2,70.18700000000003,60.13,0.5131999999999994
CCCCCCCCCCCCCOP(=O)(O)O,2.93,,18.8,280.18,2,2,13,74.45710000000005,66.76,4.406700000000005
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.16,0.01,5.94,244.09,1,1,3,67.88680000000002,37.3,3.6808000000000014
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74,,477.0,324.03,1,3,4,82.53580000000002,46.53,3.7924000000000015
CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,2.15,,11.55,261.1,1,4,4,73.00430000000003,70.75,2.3374
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.03,0.62,29.0,250.13,2,3,2,65.57340000000003,75.27000000000001,1.6392999999999995
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,6.086,0.0456,13.9,442.23,0,5,6,131.8195,42.010000000000005,5.947000000000005
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,2.07,0.005454,7.51,323.05,2,5,5,84.60050000000003,75.11,3.6671400000000007
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.23,0.45,156.4,471.31,2,3,8,144.38259999999983,43.7,6.445800000000008
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,3.75,0.0,12.0,325.99,2,4,3,79.17640000000002,92.47,3.859500000000001
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,2.57,0.005994,12.25,608.27,1,10,8,160.68719999999962,117.78000000000004,4.171100000000004
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1,0.5936,18.34,285.0,0,3,2,69.03100000000002,46.61,3.4213000000000013
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,6.13,0.3826,3.713,252.09,0,0,0,87.65200000000004,0.0,5.737200000000003
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,6.91,3.6e-08,12.5,351.91,0,0,2,85.03700000000002,0.0,6.495500000000002
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1.94,0.137,12.1,346.21,2,4,2,93.68260000000004,74.6,2.6667000000000005
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,3.3,5.86e-08,62.9,228.08,3,3,2,66.80640000000002,60.69,2.9738000000000016
Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,5.02,0.00409,3.4,390.16,1,5,8,110.06580000000008,77.49000000000001,4.700920000000004
O=C(Nc1nc2ccccc2s1)c1ccccc1,3.45,,77.62,254.05,1,3,2,74.01520000000004,41.99,3.5486000000000013
Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1CC(O)CO1)c(=O)n(C)c(=O)n2CC(C)C,0.47,,1.0,461.17,2,9,5,120.02700000000006,122.45000000000002,1.0967399999999998
Cc1ccc(N)c(N)c1,0.66,,8.27,122.08,2,2,0,40.0038,52.04,1.15942
CCCCCCCC1C(=O)c2ccc(OC)cc2N=C1C,4.42,,27.79,287.19,0,3,7,86.95950000000005,38.66,4.960600000000006
CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,3.34,0.0304,11.1,269.12,1,4,4,78.34630000000004,65.26,3.866200000000002
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,3.14,0.0203,230.0,284.07,2,5,2,77.80160000000001,79.9,2.879800000000001
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,3.24,0.0553,15.4,254.06,2,4,1,71.24960000000002,70.67,2.871200000000001
CN1C(=O)CCC1c1cccnc1,0.07,9.76e-07,0.0,176.09,0,2,1,48.98200000000004,33.2,1.3749
Oc1cc2ccccc2c2ccccc12,3.91,0.005435,20.98,194.07,1,1,0,63.11880000000003,20.23,3.6986000000000026
CN(Cc1ccccc1)C(=O)C(NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1,4.71,9.7e-05,3.377,674.25,2,4,9,187.3173999999996,83.44,8.246100000000006
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,3.52,0.00263,204.0,254.06,2,4,1,71.24960000000002,70.67,2.8712000000000013
CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1,4.09,0.0127,13.6,600.26,0,5,7,163.5774999999996,56.33000000000001,5.160100000000004
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,3.53,0.0583,9.74,268.15,1,2,0,77.70680000000003,37.3,3.7375000000000025
CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,2.47,0.319,5.55,432.17,2,5,5,113.83650000000009,103.78,2.5386000000000006
COC(=O)c1c(C)cc(O)c(C)c1O,2.05,0.0335,268.0,196.07,2,4,1,50.585100000000025,66.76,1.5012399999999997
C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,3.84,8.72e-08,172.0,218.17,0,1,1,67.13300000000004,17.07,3.904200000000003
O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,5.01,0.0142,7.69,436.1,1,5,9,103.18730000000004,71.89,5.320900000000003
CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,2.31,0.46,10.12,277.1,1,2,1,76.70920000000004,39.34,2.2089
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,2.6,4.14e-08,297.0,368.13,2,6,8,102.0166,93.06000000000002,3.3699000000000026
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,0.1,0.32,0.0,277.04,1,8,3,65.66910000000001,115.42,1.1457999999999997
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,2.96,0.02426,18.69,270.05,3,5,1,72.91440000000001,90.9,2.576800000000001
CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,3.12,0.0414,0.0,454.12,2,7,8,112.17200000000004,116.21000000000002,3.523600000000002
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,5.25,0.0741,29.4,411.31,2,3,0,120.02550000000008,41.49,5.0019000000000045
CCC(CC)C(CO)NS(=O)(=O)c1ccc(Cl)s1,3.07,,35.53,311.04,2,4,7,74.59630000000004,66.4,2.4769000000000005
Cc1ncc([N+](=O)[O-])n1CCO,-0.02,0.96,3.0,171.06,1,5,3,40.704200000000014,81.19,0.0920199999999999
CC1=CC(=O)C(=C(C)O)C(=O)O1,0.96,0.062,0.0,168.04,1,4,0,40.18480000000001,63.6,0.8481000000000001
COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CC(O)CC3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,2.79,0.0608,35.3,629.16,1,9,8,159.25559999999965,125.92000000000002,2.8683000000000014
O=CN1CCOCC1,-1.06,0.9528,0.4016,115.06,0,2,1,28.45599999999999,29.540000000000003,-0.5250000000000001
CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,4.1,,29.51,382.2,0,7,7,106.99600000000004,73.51000000000002,4.010420000000003
CCCCC(CC)COC(=O)c1ccccc1C(=O)O,4.25,0.352,0.0,278.15,1,3,8,76.98980000000005,63.60000000000001,3.7580000000000022
COC(=O)c1ccccc1C(=O)O,1.14,0.372,0.0,180.04,1,3,2,44.740800000000014,63.60000000000001,1.1714
CCCCOc1ccc(N)cc1,1.46,0.165,28.4,165.12,1,2,4,51.25740000000003,35.25,2.4477
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,2.64,0.8513,0.0,249.14,0,1,2,77.46100000000004,8.809999999999999,3.183600000000002
FC(C(F)(F)F)C(F)(F)F,1.85,0.4582,5.048,170.0,0,0,0,17.006000000000004,0.0,2.4491
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.77,0.1142,14.59,293.09,0,5,4,75.60100000000003,57.010000000000005,3.1243000000000016
CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,4.65,0.02,0.000936,350.2,0,4,3,102.82000000000004,34.47,4.148300000000003
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.73,0.1218,0.0,361.03,0,4,5,80.79340000000002,61.6,5.458000000000003
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,3.41,0.0584,4.46,416.18,0,4,2,108.95300000000005,60.440000000000005,4.607600000000004
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.82,0.06539,19.53,313.04,0,7,7,73.58200000000002,58.4,3.1887000000000016
COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,4.66,0.01,1.4,380.09,1,4,4,106.2148,64.35,4.776220000000003
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.8,5.11e-08,3.48,526.98,1,2,9,63.28049999999999,46.17,4.892600000000002
Cc1nnc(-c2ccccc2)c(=O)n1N,0.83,0.693,0.0,202.09,1,5,1,56.615400000000015,73.8,0.3275199999999999
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68,,141.0,371.94,0,4,7,81.76150000000004,35.53,5.7691000000000034
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,2.43,0.00942,1.05,308.04,2,5,4,74.34790000000002,100.9,1.8785
O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,2.78,0.23,23.62,379.19,4,4,9,109.77070000000003,88.59,2.7235000000000005
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],5.2,0.0,7.214,281.14,1,5,6,77.21750000000003,98.31,3.720340000000003
CCCCCCOc1ccc(N)cc1,3.63,0.0252,79.3,193.15,1,2,6,60.49140000000004,35.25,3.227900000000001
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,2.88,0.02,12.07,360.13,0,7,5,93.78540000000004,108.1,2.779200000000001
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7,0.00458,19.7,349.17,0,4,5,98.45600000000006,59.32000000000001,5.268980000000004
O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,3.0,,3.744,482.0,4,5,7,95.26850000000002,90.82,2.4667000000000003
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.59,0.749,1.1,232.08,1,4,2,63.37330000000001,72.19,1.4230200000000002
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,4.75,,0.9947,562.33,1,8,10,161.50369999999964,92.29,5.034500000000005
CN(C)CCCN(C)CCCN(C)C,0.21,0.0383,0.0,201.22,0,3,8,63.839000000000055,9.72,0.8216000000000003
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,7.12,0.0,0.00027,357.84,0,0,1,81.938,0.0,7.274000000000001
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.42,0.069,2.0,356.09,1,2,4,97.89220000000005,54.37,4.365500000000003
O=c1n(Cc2nc3ccccc3n2CCCO)c2cnccc2n1C1CC1,2.22,,15.75,363.17,1,7,6,102.80180000000004,77.87,2.3133
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.54,0.000992,0.0,463.97,1,1,7,48.3198,37.3,5.080400000000001
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.06,0.00164,0.0,363.98,1,1,5,38.4258,37.3,3.8098
O=C(O)c1cccc(Oc2ccccc2)c1,3.91,0.00716,0.0,214.06,1,2,3,59.917300000000026,46.53,3.177100000000001
