SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0.24,0.24,0.0,346.14,3,5,1,85.17340000000003,104.06000000000002,1.0271
ClCCl,1.25,0.7057,13.72,83.95,0,0,0,16.573,0.0,1.4215
C=CCl,1.62,0.5924,147.3,61.99,0,0,0,16.05,0.0,1.3687
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,2.75,0.1744,25.92,286.19,0,2,0,81.71700000000004,34.14,4.087400000000003
Nc1ccc(N=Nc2ccccc2)cc1,3.41,0.0171,15.7,197.1,1,3,2,61.47240000000003,50.74,3.6842000000000015
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-1.85,0.432,0.0,454.17,5,10,9,118.26160000000004,210.54,0.2684000000000012
CC1=NC(=S)NC(=O)C1,-0.53,,0.0,142.02,1,2,0,38.4667,41.46,0.2520999999999999
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1.47,,17.38,360.19,2,5,2,94.14260000000004,91.67,1.9898
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1.47,0.4818,0.0,358.18,2,5,2,94.04860000000004,91.67,1.7658
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,4.75,0.0,76.01,338.21,0,5,13,92.76200000000009,46.150000000000006,3.7177000000000016
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.47,0.49,0.0,232.08,2,3,2,60.092400000000026,75.27000000000001,0.7004
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1.9,0.23,0.0,239.93,2,3,1,50.63869999999999,76.21,2.3222
[H]C([H])([H])C(c1cc(-c2ccc[nH]c2=O)cc(C=Cc2ccc(NS(C)(=O)=O)cc2)c1OC)(C([H])([H])[H])C([H])([H])[H],4.89,,2.0,452.18,2,4,6,131.5872,88.26,4.889900000000004
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,,,3.55,391.15,1,7,2,109.82570000000004,74.73000000000002,3.1591000000000014
C#CCC(C(=O)NC(C=CC(=O)OCC)CC1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O,,0.87,38.02,523.21,3,9,11,135.81959999999998,161.63,1.091720000000001
C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.38,0.089,10.0,524.26,2,9,10,155.58739999999966,111.34,4.381480000000003
C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.82,0.075,5.6,513.29,2,8,10,155.60939999999965,87.55,4.818220000000004
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.16,0.023,10.0,533.23,2,8,10,155.88239999999968,87.55,5.163200000000004
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.32,0.032,14.0,520.21,2,9,10,148.15539999999976,99.92,4.319200000000003
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,4.07,0.025,5.2,518.19,2,9,8,146.01939999999976,99.92,4.071600000000002
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.51,1.2645,3.4,499.27,2,8,10,150.87239999999974,87.55,4.509800000000003
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,,,15.49,304.13,2,4,4,92.82640000000004,66.91,3.806320000000001
C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,,,83.18,505.22,1,8,8,142.53269999999992,93.48,3.132100000000001
CC#CC(CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,,,15.49,438.14,1,2,7,116.09780000000003,46.53,6.533000000000005
CC#Cc1cncc(-c2cc(Cl)c(C3(C)CC(=O)N(C)C(=N)N3)s2)c1,3.44,0.04,2.7,372.08,2,4,2,100.71340000000004,69.08,3.436570000000001
CC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,4.19,,8.9,464.18,1,8,4,126.7367,93.24,4.185040000000003
CC(=O)N1CCN(C2CCC(Nc3ncnn4ccc(C5CCOCC5)c34)CC2)CC1,2.51,0.48,1.2,426.27,1,7,4,119.27470000000008,75.00000000000001,2.5105000000000004
CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,3.07,0.027,12.0,517.24,0,8,6,130.60300000000004,79.10000000000001,3.070000000000001
CC(=O)Nc1ccc(F)cc1OCC(O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,3.65,,6.1,448.16,2,5,6,116.39450000000004,71.03,3.646900000000002
CC(=O)Nc1ccc(F)cc1OCC(O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,3.13,,9.3,432.19,2,5,6,111.34250000000004,71.03,3.132600000000002
CC(=O)Nc1ccccc1OCC(O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,3.51,,2.5,430.17,2,5,6,116.43650000000002,71.03,3.5078000000000022
CC(=O)Nc1ccccc1OCC(O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,2.99,,11.0,414.2,2,5,6,111.38450000000005,71.03,2.993500000000002
CC(=O)Nc1nc(C)c(-c2cc3c(c(NS(C)(=O)=O)c2)C(=O)N(C(C)C2CC2)C3)s1,3.2,0.01,3.4,448.12,2,6,6,117.11670000000004,108.46999999999998,3.202720000000002
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N(C(C)C2CC2)C3)s1,3.23,0.12,0.4,433.11,1,6,5,111.76000000000003,96.43999999999998,3.234720000000002
CC(C)(C)C(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.11,,2.1,583.16,1,5,7,149.14059999999975,100.98000000000002,6.105900000000006
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCC(=O)O)ccc1N1CCCC1,6.08,,13.0,473.22,2,4,7,137.55109999999993,87.07,6.079900000000007
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCCCO)ccc1N1CCCC1,6.77,,28.0,487.27,2,4,9,146.23509999999985,70.0,6.767800000000008
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCCO)ccc1N1CCCC1,6.38,,28.0,473.26,2,4,8,141.6180999999999,70.0,6.377700000000008
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,5.99,,72.0,459.24,2,4,7,137.00109999999992,70.0,5.987600000000008
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1NCCCCO,5.57,,18.0,477.25,4,5,11,140.36359999999993,99.02,5.571800000000008
CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,,,3.31,386.13,3,3,5,100.44360000000005,73.47,2.505100000000001
CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,2.9,0.18,7.08,458.19,4,4,7,120.27540000000003,93.70000000000002,2.8954000000000013
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,,,33.88,419.33,3,4,6,118.21310000000008,76.71000000000001,1.7867000000000013
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,,,4.79,500.2,3,8,6,129.1279,150.69000000000003,1.6119999999999997
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,,,3.39,516.19,3,9,6,130.7129,159.92,0.8484000000000012
CC(C)(C)S(=O)(=O)CC(CC(F)(F)F)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.01,,4.7,609.1,1,5,8,140.35759999999985,100.98000000000002,6.012200000000006
CC(C)(C)S(=O)(=O)NC1CCC(C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,,,5.75,407.15,2,4,4,95.42320000000004,88.16,3.3156000000000017
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cc(O)c(Cl)cc2Cl)C1,5.79,,107.0,512.16,2,4,9,140.2871999999999,75.79,5.792400000000006
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cc(O)cc(Cl)c2)C1,5.14,,116.0,478.2,2,4,9,135.27719999999997,75.79,5.139000000000006
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cc(O)ccc2F)C1,4.62,,159.0,462.23,2,4,9,130.22520000000003,75.79,4.624700000000005
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2ccc(Cl)c(O)c2)C1,5.14,,159.0,478.2,2,4,9,135.2772,75.79,5.139000000000006
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2F)C1,4.62,,68.0,462.23,2,4,9,130.22520000000003,75.79,4.624700000000004
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2ccccc2O)C1,4.49,,64.0,444.24,2,4,9,130.26720000000003,75.79,4.485600000000004
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(OCc2cccc(O)c2)C1,4.62,,34.0,458.26,2,4,10,134.4282,75.79,4.623400000000005
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CCC(Oc2cc(O)cc(F)c2)C1,5.01,,114.0,476.25,2,4,9,134.8422,75.79,5.0148000000000055
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CCC(Oc2ccc(Cl)c(O)c2)C1,5.53,,107.0,492.22,2,4,9,139.89419999999993,75.79,5.529100000000006
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CCC(Oc2cccc(O)c2)CC1,5.27,,15.0,472.27,2,4,9,139.50119999999993,75.79,5.265800000000006
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CCC(Oc2ccccc2)C1,5.17,,23.0,442.26,1,3,9,133.21939999999998,55.56,5.170100000000005
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CCC(Oc2ccccc2O)C1,4.88,,30.0,458.26,2,4,9,134.8842,75.79,4.8757000000000055
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.42,0.016,5.88,397.08,3,8,6,100.32890000000002,96.95,3.421800000000001
CC(C)(CO)Oc1ccc(C(N)=O)c(OC2CCN(C(=O)Cc3ccc(OC(F)(F)F)cc3)CC2F)c1,3.39,,25.0,528.19,2,6,9,124.09070000000004,111.32,3.394300000000002
CC(C)(F)CN1C(c2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.96,0.007,19.0,397.21,2,3,5,112.73760000000006,60.77000000000001,4.964200000000004
CC(C)(N)C(=O)NC(COCc1ccc(F)cc1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)C2(Cc2ccccn2)C1,,,15.49,610.23,2,7,10,142.98509999999982,130.22000000000003,2.3204
CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)C1CCNC1,3.99,,8.8,348.06,1,2,4,88.13470000000004,32.34,3.993300000000003
CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)C1CCNC1,3.34,,4.8,314.1,1,2,4,83.12470000000005,32.34,3.339900000000001
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)C1CCNC1,3.34,,2.7,314.1,1,2,4,83.12470000000005,32.34,3.339900000000002
CC(C)C(C(=O)Nc1nccs1)c1ccc(Cl)cc1,,,12.02,294.06,1,3,4,79.77470000000004,41.99,4.174800000000003
CC(C)C(CN(C)S(=O)(=O)C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.98,,7.3,594.17,1,4,10,153.4065999999997,94.99,5.980200000000006
CC(C)C(CS(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.77,,7.9,581.18,1,4,8,152.3745999999997,91.75,6.769500000000007
CC(C)C(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.72,,1.7,569.14,1,5,8,144.52359999999985,100.98000000000002,5.715800000000005
CC(C)C(CS(=O)(=O)C(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.38,,6.3,567.16,1,4,9,147.75759999999977,91.75,6.379400000000007
CC(C)C(CS(=O)(=O)N1CCCC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.98,,10.0,594.17,1,4,9,153.4285999999997,94.99,5.981800000000006
CC(C)C(CS(C)(=O)=O)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.6,,11.0,539.13,1,4,8,138.5455999999999,91.75,5.600800000000005
CC(C)CC(CO)Nc1nc(SC(C)c2ccccc2F)nc2nc(N)sc12,,,30.9,421.14,3,8,8,114.24590000000003,96.95,4.479800000000004
CC(C)CC(CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,,,13.49,390.12,3,7,8,107.99020000000006,90.9,3.490800000000001
CC(C)CC(CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,,,20.42,389.13,3,8,8,109.57690000000004,96.95,3.779700000000002
CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,4.61,,36.0,435.2,1,6,8,128.99280000000002,60.05,4.609500000000005
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,3.73,,11.0,467.15,0,6,5,118.43150000000004,64.31,3.7291000000000025
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.23,,7.0,509.16,1,7,5,126.94130000000004,84.54,3.2341000000000024
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC(O)C3)c(Cc3c[nH]c4ccccc34)sc21,2.7,,6.0,480.18,2,7,5,133.79599999999996,100.33,2.696600000000001
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.23,,17.0,509.16,1,7,5,126.94130000000004,84.54,3.2341000000000024
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.87,,18.0,479.15,0,6,5,120.93450000000004,64.31,3.8732000000000033
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.26,,27.0,493.16,0,6,5,125.55150000000005,64.31,4.263300000000004
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)C3CCC(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.71,,31.0,544.13,1,8,6,131.2456,98.37,3.714400000000003
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CCC(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.78,,82.0,545.13,1,8,6,129.7966,101.61,2.782600000000002
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,5.53,,2.0,470.13,0,6,6,121.40700000000004,44.0,5.527800000000005
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CC(O)C(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,4.0,,82.0,528.14,2,8,6,131.30659999999995,84.46000000000001,4.003600000000003
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,5.67,,3.0,482.13,0,6,6,123.91000000000004,44.0,5.671900000000005
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,6.06,,4.0,496.15,0,6,6,128.52700000000004,44.0,6.062000000000006
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3O)c(Cc3ccccc3C(F)(F)F)sc21,5.03,,11.0,512.14,1,7,6,129.91680000000002,64.23,5.032800000000006
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,6.45,,4.0,510.16,0,6,6,133.14399999999998,44.0,6.452100000000006
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCC(O)CO)c(Cc3ccccc3C(F)(F)F)sc21,3.47,,59.0,502.12,2,8,8,124.23060000000002,84.46000000000001,3.4726000000000026
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,4.64,0.001,58.0,468.15,1,7,8,135.34479999999994,64.23,4.636200000000004
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc21,4.5,,43.0,486.13,1,7,8,122.84080000000004,64.23,4.501800000000004
CC(C)CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(C=CC(=O)O)cc1,5.26,0.0051,40.0,388.22,2,2,5,117.96350000000008,56.33,5.257700000000004
CC(C)CN1C(C)Cc2cc(O)ccc2C1(C)c1ccc(C=CC(=O)O)cc1,4.66,0.015,18.0,379.21,2,3,5,112.38260000000008,60.77,4.656100000000004
CC(C)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,4.48,0.07,33.0,365.2,2,3,5,107.77160000000006,60.77,4.482000000000004
CC(C)CN1C(C)Cc2ccccc2C1c1ccc(C=CC(=O)O)cc1,4.78,0.021,45.0,349.2,1,2,5,106.10680000000008,40.540000000000006,4.776400000000004
CC(C)CN1C(c2c(F)cc(C=CC(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,5.15,0.005,33.0,415.2,2,3,5,112.30460000000004,60.77000000000001,5.150300000000005
CC(C)CN1C(c2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.87,0.035,6.0,379.21,2,3,5,112.38860000000004,60.77000000000001,4.872100000000004
CC(C)CN1CCc2cc(O)ccc2C1(C)c1ccc(C=CC(=O)O)cc1,4.27,0.009,40.0,365.2,2,3,5,107.78760000000008,60.77,4.267600000000003
CC(C)n1nc(-c2cnc(N)nc2-c2ccccc2)ccc1=O,2.53,0.228,10.0,307.14,1,6,3,89.75640000000003,86.69,2.5304
CC(C)OC(=O)N1CCN(c2ccc(NC(=O)c3oc(N4CCCCC4)nc3C(F)(F)F)cn2)CC1,4.0,,24.2,510.22,1,8,5,125.16220000000006,104.04,3.998000000000003
CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,,,87.1,507.24,1,8,7,142.60469999999992,93.48,3.3545000000000016
CC(C)S(=O)(=O)CC(C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.13,,20.0,565.15,1,4,9,145.6435999999998,91.75,6.133400000000006
CC(C)S(=O)(=O)CC(C1CCC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.52,,20.0,579.16,1,4,9,150.26059999999973,91.75,6.523500000000007
CC(C)S(=O)(=O)CC(N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1)C(C)(C)C,6.77,,6.3,581.18,1,4,8,152.37459999999973,91.75,6.769500000000007
CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,4.34,,12.0,497.21,0,6,5,133.8295,66.23,4.341200000000004
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCO)(c2ccc(F)cc2)OC1=O,2.77,0.008,3.72,455.17,1,3,6,117.79380000000003,49.77,5.952100000000006
CC(c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,,,5.13,650.14,0,7,7,156.75679999999969,102.23,5.5491000000000055
CC(Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NCC(O)c1ccc(O)c(CO)c1,,,21.9,492.3,5,5,10,139.34980000000002,101.82,3.766200000000002
CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1c(F)cnc2cc(Cl)ccc12,6.02,,8.9,415.22,2,3,7,117.88740000000004,36.95,6.023800000000006
CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1c(F)cc(C=CC(=O)O)cc1F,4.71,0.009,170.0,419.17,2,3,6,107.98860000000008,60.77,4.709800000000004
CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,4.43,0.026,100.0,383.19,2,3,6,108.07260000000008,60.77,4.431600000000004
CC(CF)CN1C(c2c(F)cc(C=CC(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,5.1,0.002,39.0,433.19,2,3,6,112.60560000000004,60.77000000000001,5.099900000000004
CC(CF)CN1C(c2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.82,0.01,14.0,397.21,2,3,6,112.68960000000006,60.77000000000001,4.821700000000004
CC(CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1)C(=O)O,4.88,0.015,23.0,382.14,2,2,4,108.26550000000005,56.33,4.8780000000000046
CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,,,4.92,413.08,4,9,7,101.74070000000002,117.18,2.3942
CC(CO)CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(C=CC(=O)O)cc1,4.23,0.046,26.0,404.21,3,3,6,119.37530000000004,76.56,4.230100000000003
CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(Cl)c2F)n1,2.72,,2.4,461.08,3,7,9,111.90600000000003,107.45,2.716500000000001
CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,2.2,0.01,3.1,445.11,3,7,9,106.85400000000004,107.45,2.2022000000000004
CC(CO)Nc1cc(NS(=O)(=O)N2CCCC2)nc(SCc2cccc(F)c2F)n1,2.59,0.006,12.0,459.12,3,7,9,111.47100000000005,107.45,2.5923000000000007
CC(CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,2.98,0.014,30.0,473.14,3,7,9,116.08800000000004,107.45,2.982400000000001
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,2.34,0.015,8.0,491.09,3,8,9,118.10800000000005,116.68,2.343
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(F)c2F)n1,1.83,0.03,4.6,475.12,3,8,9,113.05600000000004,116.68,1.8287
CC(CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12,3.26,0.0008,19.91,400.02,3,7,6,99.17720000000004,90.9,3.257100000000001
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,2.08,0.012,23.22,379.09,3,7,6,94.0432,103.79,2.0763
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)sc12,2.74,0.00295,15.0,384.05,3,7,6,94.12520000000002,90.9,2.742800000000001
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]ncc12,,,17.78,351.1,3,6,6,87.7732,86.72,2.716100000000001
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.03,0.026,7.59,383.07,3,8,6,95.7119,96.95,3.0317000000000007
CC(CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,2.46,0.0027,19.45,348.07,3,7,6,94.20920000000002,90.9,2.4646
CC(CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,2.6,0.0016,30.12,366.06,3,7,6,94.16720000000002,90.9,2.6037
CC(CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,,,5.75,365.08,3,8,6,95.75390000000002,96.95,2.8926
CC(CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,2.06,0.018,27.3,338.05,3,8,6,86.47520000000002,104.04,2.0576
CC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.08,,0.7,541.11,1,5,7,135.35959999999992,100.98000000000002,5.079700000000004
CC(CS(=O)(=O)C(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.74,,4.1,539.13,1,4,8,138.59359999999987,91.75,5.743300000000005
CC(Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,3.35,0.13,2.8,478.27,2,8,10,136.58059999999992,115.49,3.348200000000001
CC(Nc1cc(Cl)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,4.81,,18.0,489.12,1,6,5,132.0332,75.02000000000001,4.8113000000000055
CC(Nc1cc(F)c(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.82,,13.0,475.18,1,7,5,120.86520000000004,79.18,2.8233000000000006
CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,4.3,0.06,12.0,473.15,1,6,5,126.98120000000006,75.02000000000001,4.297000000000004
CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,3.2,,19.0,473.16,1,7,5,125.95920000000004,79.18,3.198500000000002
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.78,0.19,4.0,457.18,1,6,5,121.92920000000008,75.02000000000001,3.782700000000003
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.68,0.12,11.0,457.19,1,7,5,120.90720000000005,79.18,2.6842000000000006
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,2.05,,10.0,487.2,2,8,7,126.93600000000004,99.41,2.0466999999999995
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12,4.32,,6.0,483.2,1,6,5,129.04920000000007,75.02000000000001,4.316900000000003
