,Unnamed: 0,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
2517,19412,CC(C)OC(=O)N1CCN(c2ccc(NC(=O)c3oc(N4CCCCC4)nc3C(F)(F)F)cn2)CC1,4.0,,24.2,510.22,1,8,5,125.16220000000006,104.04,3.998000000000003
2518,19413,CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,,,87.1,507.24,1,8,7,142.60469999999992,93.48,3.3545000000000016
2519,19424,CC(C)S(=O)(=O)CC(C1CC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.13,,20.0,565.15,1,4,9,145.6435999999998,91.75,6.133400000000006
2520,19425,CC(C)S(=O)(=O)CC(C1CCC1)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,6.52,,20.0,579.16,1,4,9,150.26059999999973,91.75,6.523500000000007
2521,19426,CC(C)S(=O)(=O)CC(N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1)C(C)(C)C,6.77,,6.3,581.18,1,4,8,152.37459999999973,91.75,6.769500000000007
2522,19433,CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,4.34,,12.0,497.21,0,6,5,133.8295,66.23,4.341200000000004
2523,19435,CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCO)(c2ccc(F)cc2)OC1=O,2.77,0.008,3.72,455.17,1,3,6,117.79380000000003,49.77,5.952100000000006
2524,19449,CC(c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,,,5.13,650.14,0,7,7,156.75679999999969,102.23,5.5491000000000055
2525,19453,CC(Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NCC(O)c1ccc(O)c(CO)c1,,,21.9,492.3,5,5,10,139.34980000000002,101.82,3.766200000000002
2526,19463,CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1c(F)cnc2cc(Cl)ccc12,6.02,,8.9,415.22,2,3,7,117.88740000000004,36.95,6.023800000000006
2527,19466,CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1c(F)cc(C=CC(=O)O)cc1F,4.71,0.009,170.0,419.17,2,3,6,107.98860000000008,60.77,4.709800000000004
2528,19467,CC(CF)CN1C(C)Cc2cc(O)ccc2C1c1ccc(C=CC(=O)O)cc1,4.43,0.026,100.0,383.19,2,3,6,108.07260000000008,60.77,4.431600000000004
2529,19468,CC(CF)CN1C(c2c(F)cc(C=CC(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,5.1,0.002,39.0,433.19,2,3,6,112.60560000000004,60.77000000000001,5.099900000000004
2530,19469,CC(CF)CN1C(c2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.82,0.01,14.0,397.21,2,3,6,112.68960000000006,60.77000000000001,4.821700000000004
2531,19470,CC(CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1)C(=O)O,4.88,0.015,23.0,382.14,2,2,4,108.26550000000005,56.33,4.8780000000000046
2532,19477,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,,,4.92,413.08,4,9,7,101.74070000000002,117.18,2.3942
2533,19478,CC(CO)CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(C=CC(=O)O)cc1,4.23,0.046,26.0,404.21,3,3,6,119.37530000000004,76.56,4.230100000000003
2534,19486,CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(Cl)c2F)n1,2.72,,2.4,461.08,3,7,9,111.90600000000003,107.45,2.716500000000001
2535,19487,CC(CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,2.2,0.01,3.1,445.11,3,7,9,106.85400000000004,107.45,2.2022000000000004
2536,19488,CC(CO)Nc1cc(NS(=O)(=O)N2CCCC2)nc(SCc2cccc(F)c2F)n1,2.59,0.006,12.0,459.12,3,7,9,111.47100000000005,107.45,2.5923000000000007
2537,19489,CC(CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,2.98,0.014,30.0,473.14,3,7,9,116.08800000000004,107.45,2.982400000000001
2538,19491,CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,2.34,0.015,8.0,491.09,3,8,9,118.10800000000005,116.68,2.343
2539,19492,CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(F)c2F)n1,1.83,0.03,4.6,475.12,3,8,9,113.05600000000004,116.68,1.8287
2540,19494,CC(CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12,3.26,0.0008,19.91,400.02,3,7,6,99.17720000000004,90.9,3.257100000000001
2541,19496,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,2.08,0.012,23.22,379.09,3,7,6,94.0432,103.79,2.0763
2542,19497,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)sc12,2.74,0.00295,15.0,384.05,3,7,6,94.12520000000002,90.9,2.742800000000001
2543,19499,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]ncc12,,,17.78,351.1,3,6,6,87.7732,86.72,2.716100000000001
2544,19501,CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.03,0.026,7.59,383.07,3,8,6,95.7119,96.95,3.0317000000000007
2545,19504,CC(CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,2.46,0.0027,19.45,348.07,3,7,6,94.20920000000002,90.9,2.4646
2546,19506,CC(CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12,2.6,0.0016,30.12,366.06,3,7,6,94.16720000000002,90.9,2.6037
2547,19507,CC(CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,,,5.75,365.08,3,8,6,95.75390000000002,96.95,2.8926
2548,19508,CC(CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,2.06,0.018,27.3,338.05,3,8,6,86.47520000000002,104.04,2.0576
2549,19513,CC(CS(=O)(=O)C(C)(C)C)N1C(=O)C(CC(=O)O)OC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.08,,0.7,541.11,1,5,7,135.35959999999992,100.98000000000002,5.079700000000004
2550,19514,CC(CS(=O)(=O)C(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,5.74,,4.1,539.13,1,4,8,138.59359999999987,91.75,5.743300000000005
2551,19544,CC(Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,3.35,0.13,2.8,478.27,2,8,10,136.58059999999992,115.49,3.348200000000001
2552,19545,CC(Nc1cc(Cl)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,4.81,,18.0,489.12,1,6,5,132.0332,75.02000000000001,4.8113000000000055
2553,19546,CC(Nc1cc(F)c(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.82,,13.0,475.18,1,7,5,120.86520000000004,79.18,2.8233000000000006
2554,19547,CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,4.3,0.06,12.0,473.15,1,6,5,126.98120000000006,75.02000000000001,4.297000000000004
2555,19548,CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,3.2,,19.0,473.16,1,7,5,125.95920000000004,79.18,3.198500000000002
2556,19549,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.78,0.19,4.0,457.18,1,6,5,121.92920000000008,75.02000000000001,3.782700000000003
2557,19550,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.68,0.12,11.0,457.19,1,7,5,120.90720000000005,79.18,2.6842000000000006
2558,19551,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,2.05,,10.0,487.2,2,8,7,126.93600000000004,99.41,2.0466999999999995
2559,19552,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12,4.32,,6.0,483.2,1,6,5,129.04920000000007,75.02000000000001,4.316900000000003
2560,19553,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCCC2)cc2c(=O)cc(N3CCOCC3)oc12,4.71,,21.0,497.21,1,6,5,133.66619999999998,75.02000000000001,4.707000000000004
2561,19554,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCN(C)CC2)cn2c(=O)cc(N3CCOCC3)nc12,2.37,,6.0,512.23,1,8,5,136.29019999999994,82.42000000000002,2.37
2562,19555,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCOCC2)cn2c(=O)cc(N3CCOCC3)nc12,2.45,,6.0,499.2,1,8,5,129.61220000000006,88.41000000000001,2.4548000000000005
2563,19557,CC(Nc1cc(F)cc(F)c1F)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.82,,15.0,475.18,1,7,5,120.86520000000004,79.18,2.823300000000001
2564,19558,CC(Nc1cc(F)ccc1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.78,,6.0,457.18,1,6,5,121.92920000000008,75.02000000000001,3.782700000000003
2565,19559,CC(Nc1ccc(F)c(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,4.3,,8.0,473.15,1,6,5,126.98120000000006,75.02000000000001,4.297000000000004
2566,19561,CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.68,0.14,9.0,457.19,1,7,5,120.90720000000005,79.18,2.6842000000000006
2567,19562,CC(Nc1ccc(F)cc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.55,0.21,3.0,439.2,1,7,5,120.94920000000003,79.18,2.5451000000000006
2568,19566,CC(Nc1cccc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.55,,45.0,439.2,1,7,5,120.94920000000003,79.18,2.5451000000000006
2569,19567,CC(Nc1cccc(F)c1F)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.68,,9.0,457.19,1,7,5,120.90720000000005,79.18,2.6842000000000006
2570,19568,CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.41,,4.3,421.21,1,7,5,120.99120000000003,79.18,2.4060000000000006
2571,19572,CC(Nc1nc(Nc2cc(C3CC3)[nH]n2)cnc1C#N)c1ccc(F)cn1,,,7.94,364.16,3,7,6,96.82510000000002,115.2,3.399580000000001
2572,19601,CC(O)C(NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,,,15.14,437.2,4,6,6,117.82420000000003,111.13,0.9032000000000002
2573,19606,CC(Oc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.75,,7.0,458.17,0,6,5,118.93450000000006,72.22,3.7496000000000023
2574,19622,CC(Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)C(C)C1)C(=O)O,,,4.7,464.13,1,4,7,120.78580000000004,70.08,4.120700000000002
2575,19626,CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,3.85,0.78,33.0,515.17,1,10,7,141.25869999999986,107.29000000000002,3.854000000000002
2576,19655,CC1(C)CCC(C)(C)c2cc(-c3cc(-c4ccc(C(=O)O)cc4)ccc3OCCCCO)ccc21,7.22,,13.0,472.26,2,3,8,141.3740999999999,66.76,7.219100000000009
2577,19656,CC1(C)CCC(C)(C)c2cc(-c3cc(-c4ccc(C(=O)O)cc4)ccc3OCCCO)ccc21,6.83,,18.0,458.25,2,3,7,136.75709999999998,66.76,6.829000000000009
2578,19662,CC1(C)CN(O)C(=O)c2ncc3c(ccn3Cc3ccc(F)cc3)c21,3.35,,64.7,339.14,1,4,2,91.08400000000005,58.36,3.346300000000002
2579,19678,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CC(F)(F)F)CS(=O)(=O)C(C)(C)C)C1=O,7.07,,26.0,621.13,1,4,8,148.2085999999998,91.75,7.065900000000006
2580,19679,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C(C)(C)C)C1=O,7.16,,4.6,595.19,1,4,7,156.9915999999997,91.75,7.159600000000007
2581,19680,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.52,,16.0,579.16,1,4,8,150.26059999999976,91.75,6.523500000000007
2582,19681,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CCC2)C1=O,6.91,,12.0,593.18,1,4,8,154.87759999999972,91.75,6.913600000000007
2583,19682,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCC(F)(F)C2)C(C)(C)C)C1=O,6.62,,6.7,644.17,1,4,8,158.37559999999968,94.99,6.617100000000007
2584,19683,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCC2)C2CC2)C1=O,5.35,,17.0,578.14,1,4,9,146.69759999999982,94.99,5.345700000000005
2585,19684,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCc3cc(F)ccc32)C(C)(C)C)C1=O,7.48,,5.0,674.18,1,4,8,174.68859999999955,94.99,7.477900000000007
2586,19685,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCc3ccccc32)C(C)(C)C)C1=O,7.34,,3.0,656.19,1,4,8,174.7305999999995,94.99,7.338800000000007
2587,19686,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCCC2)C(C)(C)C)C1=O,6.37,,4.9,608.19,1,4,8,158.04559999999967,94.99,6.371900000000007
2588,19687,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCCC2)C2CC2)C1=O,5.74,,14.0,592.16,1,4,9,151.31459999999973,94.99,5.735800000000006
2589,19688,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCNCC2)C(C)(C)C)C1=O,5.18,,11.0,623.2,2,5,8,161.68129999999965,107.02,5.181300000000006
2590,19689,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)N2CCS(=O)(=O)CC2)C(C)(C)C)C1=O,5.01,,22.0,672.15,1,6,8,167.46539999999956,129.13,5.006500000000005
2591,19690,CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(C)(=O)=O)C2CC2)C1=O,5.35,,6.1,537.11,1,4,8,136.43159999999995,91.75,5.354800000000005
2592,19691,CC1(Cc2ccc(C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)c(F)c2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.52,,7.8,674.18,1,5,9,172.86609999999953,104.64,7.523800000000008
2593,19692,CC1(Cc2ccc(CC(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.31,,3.4,670.2,1,5,10,177.2885999999995,104.64,7.313600000000008
2594,19693,CC1(Cc2cnc(C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.78,,25.0,657.18,1,6,9,170.70309999999952,117.52999999999996,6.779700000000007
2595,19694,CC1(Cc2nc(C(=O)O)cs2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.45,,1.8,662.14,1,6,9,170.78509999999957,104.64,7.446200000000007
2596,19695,CC1(Cc2nc(CC(=O)O)cs2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.38,,5.3,676.16,1,6,10,175.1655999999995,104.64,7.375100000000009
2597,19696,CC1(Cc2ncc(C(=O)CO)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.92,,47.0,676.16,1,7,10,175.2420999999995,104.64,6.923000000000008
2598,19697,CC1(Cc2ncc(C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)c(F)c2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.92,,14.0,675.17,1,6,9,170.66109999999955,117.52999999999996,6.918800000000006
2599,19698,CC1(Cc2ncc(C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.78,,10.0,657.18,1,6,9,170.70309999999952,117.52999999999996,6.779700000000007
2600,19699,CC1(Cc2ncc(C(=O)O)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)c(F)c2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.59,,10.0,680.13,1,6,9,170.74309999999957,104.64,7.585300000000007
2601,19700,CC1(Cc2ncc(C(=O)O)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.45,,8.7,662.14,1,6,9,170.78509999999957,104.64,7.446200000000007
2602,19701,CC1(Cc2ncc(C(C)(C)C(=O)O)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,8.11,,3.6,704.19,1,6,10,184.48759999999945,104.64,8.110200000000008
2603,19702,CC1(Cc2ncc(C(F)(F)C(=O)O)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)c(F)c2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,8.06,,4.7,730.13,1,6,10,175.31359999999955,104.64,8.063500000000008
2604,19703,CC1(Cc2ncc(C3(C(=O)O)CC3)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.86,,7.7,702.18,1,6,10,182.37359999999947,104.64,7.864200000000008
2605,19704,CC1(Cc2ncc(CC(=O)O)[nH]2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.64,,5.0,659.2,2,5,10,171.63929999999954,120.42999999999998,6.641700000000007
2606,19705,CC1(Cc2ncc(CC(=O)O)o2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)c(F)c2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.05,,4.3,678.17,1,6,10,169.51259999999954,117.77999999999996,7.045700000000006
2607,19706,CC1(Cc2ncc(CC(=O)O)s2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.38,,5.8,676.16,1,6,10,175.1655999999995,104.64,7.375100000000009
2608,19707,CC1(Cc2nccs2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)c(F)c2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,7.89,,14.0,636.15,0,5,8,163.7837999999996,67.34,7.887100000000008
2609,19708,CC1(Cc2nnc(CC(=O)O)[nH]2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.04,,10.0,660.19,2,6,10,169.43429999999955,133.32,6.036700000000007
2610,19710,CC1(Cn2cc(C(=O)O)cn2)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C2CC2)C1=O,6.64,,2.8,645.18,1,6,9,167.19409999999954,109.57,6.643700000000007
2611,19713,CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,,,95.5,549.25,1,9,8,151.2616999999998,102.71,2.9826000000000006
2612,19759,CC12CCC(O)CC1=CCC1C2CCC2(C)C(n3cnc4ccccc43)=CCC12,,,34.67,388.25,1,3,1,117.09880000000008,38.05,5.810800000000006
2613,19803,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,,,7.9,425.04,1,6,5,100.10840000000002,110.51,2.356420000000001
2614,19824,Cc1c(Cl)cccc1S(=O)(=O)N1CCCC(C(=O)NC2CCCCC2)C1,,,18.62,398.14,1,3,4,102.68750000000006,66.48,3.498020000000002
2615,19887,Cc1c(O)ccc2c(Cc3ccc(C=CC(=O)O)cc3)c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc12,6.06,,20.0,496.11,2,5,6,126.92260000000005,96.97,6.061220000000003
2616,19888,Cc1c(O)ccc2c1CCN(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,4.4,0.024,9.0,365.2,2,3,5,107.91360000000006,60.77,4.401920000000003
2617,19889,Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,,,4.76,424.03,2,5,6,108.35230000000004,88.4,4.210420000000003
2618,19931,Cc1cc(C(C)Nc2cc(Cl)ccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,3.36,,11.9,442.14,2,7,5,119.68000000000004,96.17,3.3642200000000013
2619,19932,Cc1cc(C(C)Nc2ccccc2C(=O)NO)c2nc(N3CCOCC3)cc(=O)n2c1,2.13,,30.2,423.19,3,8,5,116.96340000000004,108.2,2.13162
2620,19933,Cc1cc(C(C)Nc2ccccc2C(=O)NS(C)(=O)=O)c2nc(N3CCOCC3)cc(=O)n2c1,1.7,,15.0,485.17,2,9,6,130.02070000000003,122.11,1.7020199999999994
2621,19934,Cc1cc(C(C)Nc2ccccc2-c2nnn[nH]2)c2nc(N3CCOCC3)cc(=O)n2c1,2.19,,18.1,432.2,2,9,5,120.88240000000005,113.33,2.19272
2622,19949,Cc1cc(C)c(S(=O)(=O)NC(C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,4.87,,18.0,466.18,2,5,7,129.9542,76.02000000000001,4.868760000000004
2623,19962,Cc1cc(C)nc(Nc2cccc(C(F)(F)F)c2)n1,,,36.31,267.1,1,3,2,66.23270000000001,37.81,3.8558400000000015
2624,20009,Cc1cc(CC2(C)CC(c3cccc(Cl)c3)C(c3ccc(Cl)cc3)N(C(CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ncc1C(=O)O,7.69,,5.1,670.2,1,5,9,177.6450999999995,104.64,7.693120000000008
2625,20011,Cc1cc(Cl)cc2c(C(O)c3cccnc3)c3c(C)n[nH]c3nc12,3.86,,5.0,338.09,2,4,2,94.17750000000002,74.69,3.8580400000000026
2626,20020,Cc1cc(CN(C)C)ccc1C(=O)Cn1ccc(OCc2ccc(Br)cn2)cc1=O,3.84,,21.0,469.1,0,6,8,119.87150000000004,64.43,3.8377200000000022
2627,20021,Cc1cc(CN(C)C)ccc1C(=O)Cn1ccc(OCc2ccc(Cl)cn2)cc1=O,3.73,,14.0,425.15,0,6,8,117.18150000000004,64.43,3.728620000000002
2628,20022,Cc1cc(CN(C)C)ccc1C(=O)Cn1ccc(OCc2ccccc2)cc1=O,3.68,,4.0,390.19,0,5,8,114.37650000000004,51.54,3.680220000000003
2629,20023,Cc1cc(CN(C)C)ccc1C(=O)Cn1ncc(OCc2ccc(Br)cn2)cc1=O,3.23,,12.0,470.1,0,7,8,117.66650000000006,77.32,3.2327200000000014
2630,20024,Cc1cc(CN(C)C)ccc1C(=O)Cn1ncc(OCc2ccccc2)cc1=O,3.08,,4.8,391.19,0,6,8,112.17150000000004,64.43,3.0752200000000016
2631,20025,Cc1cc(CNS(=O)(=O)N2CCN(C(C=N)=C(OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,3.5,,13.4,574.21,4,7,11,153.68129999999977,140.85000000000002,3.4991900000000014
2632,20027,Cc1cc(COc2ccc(S(=O)(=O)N(C(C)C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,3.26,,17.0,554.22,2,7,9,145.4929999999998,129.14,3.263720000000002
2633,20028,Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,2.49,0.019,8.0,526.19,2,7,8,136.28099999999992,129.14,2.48512
2634,20029,Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.88,0.003,14.0,540.2,2,7,9,140.89799999999985,129.14,2.875220000000001
2635,20031,Cc1cc(COc2ccc(S(=O)(=O)NC3(C(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.53,,6.0,526.19,3,7,9,136.27069999999992,137.93,2.5330200000000005
2636,20032,Cc1cc(COc2ccc(S(=O)(=O)NC3(CC(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,2.92,,13.0,540.2,3,7,10,140.88769999999985,137.93,2.923120000000001
2637,20033,Cc1cc(COc2ccc(S(=O)(=O)NCC(C(=O)NO)N3CCCCC3)cc2)c2ccccc2n1,2.76,,24.0,498.19,3,7,9,131.5837,120.86,2.7604200000000008
2638,20038,Cc1cc(F)cc(NC(C)c2cc(C(=O)N(C)C)cc3c(=O)cc(N4CCOCC4)oc23)c1,3.95,,6.0,453.21,1,6,5,126.70820000000003,75.02000000000001,3.9520200000000023
2639,20039,Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2c(F)cc(O)cc2oc1=O,5.44,,14.0,448.11,2,4,5,120.15560000000004,87.74000000000001,5.440820000000006
2640,20040,Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2ccc(CO)cc2oc1=O,5.09,,14.0,444.14,2,4,6,124.45560000000005,87.74000000000001,5.088420000000006
2641,20041,Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2ccc(N)cc2oc1=O,5.18,,10.0,429.14,2,4,5,122.94520000000004,93.53,5.178320000000006
2642,20042,Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2oc1=O,5.3,,11.0,430.12,2,4,5,120.19760000000004,87.74000000000001,5.301720000000006
