1A2,2B6,2A6,3A4,2CB,2C9,2C19,2D6,2E1,1A1,1A3,1A4,1A6,1A9,2B4,2B7,2B10,2B15,2B17,1A1,1B1,1E1,2A1
0.8690849542617798,0.8627020120620728,0.8087137937545776,0.869655966758728,0.8687708377838135,0.8711957931518555,0.8787596225738525,0.8897233605384827,0.8063526153564453,0.8870096802711487,0.7136715054512024,0.7071382999420166,0.4816693961620331,0.7804872989654541,0.5295586585998535,0.8056933283805847,0.6066502928733826,0.4912357032299042,0.24395419657230377,0.2849059998989105,0.19605396687984467,0.21261417865753174,0.3950488269329071
0.9035545587539673,0.8845195174217224,0.840600848197937,0.9222997426986694,0.8817183971405029,0.8817554712295532,0.8742736577987671,0.9011744260787964,0.8690399527549744,0.8283431529998779,0.44824936985969543,0.5181511044502258,0.4977624714374542,0.6363486051559448,0.3834048807621002,0.5773100852966309,0.4659053385257721,0.3502180278301239,0.253420889377594,0.5396895408630371,0.18879182636737823,0.3627813756465912,0.5103663206100464
0.7577435374259949,0.7224148511886597,0.5971893072128296,0.7763968110084534,0.7207615375518799,0.7151461839675903,0.6854467988014221,0.7359352111816406,0.6381312608718872,0.5140175819396973,0.16296912729740143,0.35065698623657227,0.646465539932251,0.43900319933891296,0.29908934235572815,0.2838800847530365,0.3595239818096161,0.32871559262275696,0.4670490324497223,0.8584345579147339,0.6417444944381714,0.89600670337677,0.5304511189460754
0.625066339969635,0.6324288845062256,0.5593044757843018,0.7084161043167114,0.6114883422851562,0.6092581748962402,0.5894142985343933,0.6510069370269775,0.5695806741714478,0.25887733697891235,-0.11021321266889572,0.06608894467353821,0.21406178176403046,0.17632213234901428,-0.050158433616161346,0.024595385417342186,-0.02256455458700657,-0.06310653686523438,0.03128080070018768,0.3687605559825897,0.17712976038455963,0.42750290036201477,0.15353120863437653
0.5686295032501221,0.5314427614212036,0.42168429493904114,0.5851247310638428,0.5265796184539795,0.5130538940429688,0.4729941487312317,0.5307469367980957,0.4715717136859894,0.24344177544116974,-0.1582670360803604,0.04443155974149704,0.38155660033226013,0.11602415889501572,-0.03404232859611511,-0.05864541232585907,0.0033135879784822464,0.0026441682130098343,0.2265341728925705,0.7142508625984192,0.42730966210365295,0.7530988454818726,0.2799575626850128
0.7614559531211853,0.7429592609405518,0.734752357006073,0.7531607151031494,0.7201733589172363,0.7086139917373657,0.6884365081787109,0.7479110360145569,0.7534968852996826,0.46666452288627625,0.24840538203716278,0.41796058416366577,0.7008337378501892,0.42527151107788086,0.37229856848716736,0.36769774556159973,0.4113415777683258,0.3830736577510834,0.48371490836143494,0.6932977437973022,0.4414491653442383,0.701514720916748,0.480484277009964
0.8507010340690613,0.8262598514556885,0.6797261834144592,0.8822634816169739,0.8280088901519775,0.8253563642501831,0.8049677610397339,0.8111764192581177,0.7123298645019531,0.6583150029182434,0.2510196268558502,0.3774383068084717,0.5675522089004517,0.5959222316741943,0.2748819887638092,0.3269578516483307,0.35695019364356995,0.30679523944854736,0.3962388336658478,0.9127412438392639,0.5113791823387146,0.7528805136680603,0.7066895961761475
0.6563927531242371,0.6504173278808594,0.662812352180481,0.6673578023910522,0.6121242046356201,0.6036309003829956,0.6045191287994385,0.6461924910545349,0.6653873920440674,0.3680202066898346,0.15718378126621246,0.2801547348499298,0.49250075221061707,0.2985852062702179,0.21008388698101044,0.32536399364471436,0.2838137149810791,0.2321384698152542,0.2705857455730438,0.42675063014030457,0.08492522686719894,0.3489539623260498,0.404744416475296
0.8422435522079468,0.8215891718864441,0.7218911647796631,0.8908302187919617,0.839400589466095,0.8343372344970703,0.8078799247741699,0.8263059258460999,0.7523136138916016,0.757226288318634,0.37552231550216675,0.5747083425521851,0.8374040722846985,0.6846686601638794,0.5334815979003906,0.5382305979728699,0.5983023643493652,0.5502845048904419,0.6626713275909424,1.0381090641021729,0.7633365392684937,1.0271116495132446,0.7277818918228149
0.8044164180755615,0.761772096157074,0.6451559662818909,0.8370722532272339,0.7839628458023071,0.7776286602020264,0.7486186623573303,0.7670543789863586,0.6880313754081726,0.6323647499084473,0.2773076593875885,0.4726061522960663,0.7443557977676392,0.5825132131576538,0.42969393730163574,0.40983155369758606,0.4902847111225128,0.4552958607673645,0.571418046951294,0.9257158637046814,0.6858037710189819,0.9461255073547363,0.6071037650108337
0.8089283108711243,0.7774444818496704,0.6774762868881226,0.8125908374786377,0.7539730072021484,0.7471067309379578,0.7329301238059998,0.7636584639549255,0.7110540866851807,0.532749593257904,0.2499624639749527,0.41218093037605286,0.5714660286903381,0.5452218055725098,0.28819891810417175,0.30024877190589905,0.3506007194519043,0.3093698024749756,0.3747972548007965,0.6507824659347534,0.2801634967327118,0.5173894166946411,0.5189223289489746
0.8372297286987305,0.8132494688034058,0.7395005226135254,0.8684830069541931,0.8129668235778809,0.8093447089195251,0.7831311821937561,0.8253288269042969,0.7648149728775024,0.6987048983573914,0.3802085220813751,0.5389612913131714,0.8259469270706177,0.6523525714874268,0.47847941517829895,0.5106852054595947,0.5400211811065674,0.49636974930763245,0.5986617803573608,0.9330828189849854,0.6723289489746094,0.94972163438797,0.6552149057388306
0.8879991769790649,0.8642294406890869,0.7690563201904297,0.8765382170677185,0.8595713376998901,0.8497645854949951,0.8237618803977966,0.8661224842071533,0.8387070894241333,0.5845092535018921,0.2939316928386688,0.48697999119758606,0.7960817813873291,0.543798565864563,0.4221823513507843,0.4082881510257721,0.4765755832195282,0.44311973452568054,0.5921499729156494,0.7714243531227112,0.6300400495529175,0.8832207322120667,0.41381949186325073
0.8455674052238464,0.8772622346878052,0.8769194483757019,0.8988819718360901,0.853226900100708,0.84853196144104,0.8371983766555786,0.8902943134307861,0.8736310601234436,0.7183697819709778,0.4900238811969757,0.629121720790863,0.7459477186203003,0.6452075242996216,0.5378273129463196,0.6230482459068298,0.5882785320281982,0.5136037468910217,0.49066248536109924,0.6884078979492188,0.426412433385849,0.6432186365127563,0.5310174822807312
0.7995813488960266,0.7848201990127563,0.7247901558876038,0.8161585330963135,0.7864639759063721,0.7840786576271057,0.7669134140014648,0.7865098714828491,0.7481415271759033,0.5197924375534058,0.2678978741168976,0.38159647583961487,0.47454074025154114,0.519120991230011,0.3100053668022156,0.34586378931999207,0.3703416883945465,0.3046088218688965,0.2822889983654022,0.49144670367240906,0.28620675206184387,0.4492197334766388,0.41456523537635803
0.6862160563468933,0.6854110956192017,0.6487247943878174,0.7359787821769714,0.6609815359115601,0.6587892770767212,0.6342516541481018,0.719287633895874,0.6843746900558472,0.35525593161582947,0.07435263693332672,0.2519932985305786,0.4596162438392639,0.31613197922706604,0.12176861613988876,0.18154014647006989,0.16726723313331604,0.12311556190252304,0.26721033453941345,0.5295189023017883,0.3057006299495697,0.5718536972999573,0.26866355538368225
0.8405278921127319,0.8235960006713867,0.7498233914375305,0.8892556428909302,0.842130184173584,0.8505847454071045,0.8462300300598145,0.8240482807159424,0.7661267518997192,0.9176496267318726,0.7353600859642029,0.8100517988204956,0.732264518737793,0.8806354403495789,0.6589756011962891,0.8515543341636658,0.7244371175765991,0.6641982197761536,0.44349950551986694,0.4509258568286896,0.29533877968788147,0.4026389420032501,0.4261576235294342
0.6225322484970093,0.5868187546730042,0.45654186606407166,0.6672083139419556,0.588454008102417,0.5813117027282715,0.5506395697593689,0.5902214050292969,0.4864216148853302,0.33078649640083313,-0.06652405858039856,0.06336425989866257,0.3103780448436737,0.19875797629356384,-0.02733626216650009,-0.024877628311514854,0.02342032827436924,0.017965061590075493,0.2058582603931427,0.7290264964103699,0.45168668031692505,0.690986156463623,0.46425727009773254
0.9699175357818604,0.9114440679550171,0.8381040692329407,0.9753098487854004,0.9179835319519043,0.9083869457244873,0.9022883176803589,0.9321707487106323,0.8543816804885864,1.0425612926483154,0.5778259038925171,0.7636397480964661,1.0425631999969482,0.719721794128418,0.831912636756897,0.8802909851074219,0.9201869964599609,0.8966680765151978,0.9655638337135315,1.2181475162506104,1.0554423332214355,1.1440215110778809,1.0104036331176758
0.8026503324508667,0.8138799667358398,0.8036291599273682,0.8541276454925537,0.822636604309082,0.8221746683120728,0.815192461013794,0.8568613529205322,0.7855356931686401,0.7330062389373779,0.6130774617195129,0.6664502620697021,0.3845415413379669,0.644220232963562,0.49282166361808777,0.6497288942337036,0.5325994491577148,0.4230509102344513,0.17867262661457062,0.09015395492315292,0.04503721743822098,0.09082203358411789,0.1848597675561905
0.7754117250442505,0.7557368278503418,0.6640453338623047,0.8311448097229004,0.7680239081382751,0.7748560309410095,0.7636332511901855,0.7611087560653687,0.680402934551239,0.6691137552261353,0.26756078004837036,0.3108516037464142,0.15776339173316956,0.5678987503051758,0.08821616321802139,0.32720211148262024,0.16510792076587677,0.054009221494197845,-0.11551828682422638,0.24435825645923615,-0.07677564769983292,0.07232875376939774,0.2802578806877136
0.49832454323768616,0.4621504545211792,0.3741230070590973,0.5045175552368164,0.4454846680164337,0.4241833984851837,0.39459943771362305,0.4627043306827545,0.42283788323402405,0.05455973744392395,-0.3095006048679352,-0.15229475498199463,0.25660058856010437,-0.08167071640491486,-0.1832742840051651,-0.21430304646492004,-0.1472475528717041,-0.13118605315685272,0.15714822709560394,0.6533545255661011,0.32684898376464844,0.6497076749801636,0.2534256875514984
0.9402828216552734,0.9024169445037842,0.8744623064994812,0.9010917544364929,0.9199455976486206,0.9152945280075073,0.9153342247009277,0.8964739441871643,0.8731195330619812,1.0236375331878662,1.0260246992111206,1.0529065132141113,0.9995933771133423,1.093015432357788,0.9807809591293335,1.038378119468689,1.0491280555725098,0.9746860265731812,0.6690930128097534,0.6170521974563599,0.19163905084133148,0.2992514967918396,0.8598409295082092
0.9014378786087036,0.8940436244010925,0.8463031649589539,0.8815242052078247,0.9026802182197571,0.904509425163269,0.8989315629005432,0.8881616592407227,0.8297590017318726,1.0497722625732422,1.0965688228607178,1.1087822914123535,0.9678332209587097,1.1244502067565918,1.0049294233322144,1.1275479793548584,1.075459361076355,1.0019694566726685,0.6459300518035889,0.5504492521286011,0.23221613466739655,0.3403889238834381,0.6977103352546692
0.8019319772720337,0.7701411843299866,0.6553801894187927,0.8664969205856323,0.7928016185760498,0.8004879355430603,0.7855392098426819,0.8146477937698364,0.6979858875274658,0.797396719455719,0.4399106502532959,0.5278763771057129,0.3709701597690582,0.6085320711135864,0.3488006889820099,0.5631826519966125,0.42232316732406616,0.3015079200267792,0.09602823108434677,0.2892991602420807,0.23970471322536469,0.33338120579719543,0.1582813858985901
0.956755518913269,0.928162693977356,0.869055449962616,0.9834136962890625,0.9393844604492188,0.9406757354736328,0.9287307262420654,0.9480865597724915,0.8780652284622192,0.8483749628067017,0.586412787437439,0.639326810836792,0.43230140209198,0.7758184671401978,0.4232606291770935,0.6606391072273254,0.4852851927280426,0.34813907742500305,0.09749589115381241,0.3188377916812897,0.06909000873565674,0.23312924802303314,0.3305467665195465
0.8694481253623962,0.8883973360061646,0.8589428067207336,0.9288355708122253,0.8933988809585571,0.8956395387649536,0.8866702318191528,0.9129844903945923,0.8716325759887695,0.704871654510498,0.3519250750541687,0.4611344635486603,0.2971748411655426,0.5907058119773865,0.19978320598602295,0.4227144718170166,0.2522704303264618,0.14324951171875,0.001135561615228653,0.33559444546699524,0.03570207208395004,0.27007144689559937,0.24522139132022858
1.0373730659484863,0.9711384773254395,0.9867615699768066,0.9831875562667847,0.9578475952148438,0.9487172365188599,0.9590014815330505,0.9764509201049805,0.9549568891525269,0.9970482587814331,0.8779264092445374,0.8381524085998535,0.8761616945266724,0.8866706490516663,0.812538743019104,0.9799603223800659,0.8756193518638611,0.8099762201309204,0.5828357934951782,0.6200500726699829,0.22256648540496826,0.2681966722011566,0.8996327519416809
0.5641969442367554,0.6121494770050049,0.5308443903923035,0.7282108068466187,0.6036138534545898,0.5912798643112183,0.5622879862785339,0.642524242401123,0.5449103116989136,0.2526921331882477,-0.207970529794693,-0.03442252427339554,0.11209102720022202,0.06133125722408295,-0.12537051737308502,-0.05869462341070175,-0.07193123549222946,-0.1256720870733261,0.03681964427232742,0.3784746825695038,0.31468701362609863,0.4792495667934418,0.2602522671222687
