SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)(c1ccccc1)c1ccc(O)cc1,3.3363923966587996,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.27425631701339115
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,3.3363920400869986,1.9378037810571842,500-600,100-150,>=10,>=10,1-3,3-4,0.4191918341074702
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.3363923966587996,2.7234519298767377,300-400,<50,<3,1-3,<1,3-4,0.1837135674564419
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,3.336391683515197,1.9378037810571842,300-400,50-75,<3,3-5,1-3,2-3,0.4191917272339951
C(C(F)(F)F)F,3.3363920400869986,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.931450682877685
C(CCl)OP(=O)(OCCCl)OCCCl,3.3363920400869986,1.8229951818212897,200-300,<50,7-10,3-5,<1,1-2,0.4536028389005386
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,3.3363920400869986,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.6019812923301566
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,3.336391683515197,2.7890647440831073,300-400,50-75,5-7,3-5,1-3,>=4,0.16404755446475905
Cc1cn2c(-c3cn[nH]c3)cnc2c(=Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)[nH]1,3.336391683515197,3.4347204839571255,400-500,100-150,5-7,7-10,3-5,>=4,0.029471597474607897
Nc1nc2nc[nH]c2c(=S)[nH]1,3.3363920400869986,1.9465596523680775,<200,75-100,<3,3-5,3-5,<0,0.41656748077808614
COP(=O)(OC)OC(C)=CC(=O)N(C)C,3.336391683515197,1.758046537693511,200-300,50-75,5-7,5-7,<1,0-1,0.47306946291010643
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.3363920400869986,3.080141802002717,300-400,50-75,5-7,5-7,<1,>=4,0.07680459677785417
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.3363920400869986,3.71843680004374,200-300,<50,3-5,3-5,1-3,3-4,0.11450835698314031
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,3.3363913269433962,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.6871953913416714
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,3.336391683515197,3.2600629802291206,200-300,<50,3-5,1-3,<1,3-4,0.02287761885526688
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.336391683515197,5.084785784393688,300-400,<50,>=10,<1,<1,3-4,0.5240373820943909
CCC(C)c1ccc(O)cc1,3.3363920400869986,3.900315317126523,<200,<50,<3,1-3,1-3,3-4,0.16902189137643395
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,3.3363920400869986,4.724457218962176,<200,<50,<3,3-5,1-3,2-3,0.41603780414761454
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,3.3363920400869986,3.3668578030321905,300-400,75-100,7-10,7-10,1-3,1-2,0.00913135010538233
CN(C)C(=O)Nc1ccc(Cl)cc1,3.3363927532306006,2.180610638099671,<200,<50,<3,1-3,1-3,1-2,0.34641676815336214
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,3.3363923966587996,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.30908409392588615
CC1(C)CON(Cc2ccccc2Cl)C1=O,3.3363920400869986,2.166717648208842,200-300,<50,<3,1-3,<1,2-3,0.3505806304852528
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,3.3363920400869986,4.402494604306242,200-300,50-75,3-5,3-5,1-3,0-1,0.3195375667973593
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,3.336391683515197,2.7685205208186097,300-400,50-75,3-5,3-5,1-3,>=4,0.170205171315148
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.3363920400869986,3.4630211273793248,200-300,<50,<3,1-3,1-3,2-3,0.03795390030676181
C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,3.3363920400869986,5.871153098958999,200-300,50-75,3-5,3-5,1-3,2-3,0.7597312006821988
FC(F)(Cl)Cl,3.3363920400869986,0.4960254312430792,<200,<50,<3,<1,<1,2-3,0.8513288171923058
CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,3.3363913269433962,3.5795362960314794,300-400,50-75,3-5,5-7,1-3,3-4,0.07287662032622923
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl,3.3363920400869986,0.016652946765891796,300-400,50-75,3-5,3-5,3-5,3-4,0.9950087241922708
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,3.3363920400869986,1.9432851782606186,200-300,75-100,3-5,3-5,1-3,1-2,0.417548922455421
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.3363920400869986,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.15705839816202993
CC(=O)N1CCN(C2CCC(N=c3nc[nH]n4ccc(C5CCOCC5)c34)CC2)CC1,3.3363920400869986,1.3994968237976466,400-500,75-100,3-5,5-7,1-3,2-3,0.5805358746208453
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,3.3363923966587996,2.9531536328672403,200-300,50-75,3-5,3-5,1-3,3-4,0.1148662297553569
C1COCCN1C=O,3.3363913269433962,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.7889983182044076
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.3363927532306006,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.08270889975910235
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,3.3363920400869986,2.600247446345537,300-400,75-100,3-5,3-5,1-3,1-2,0.22064092160536547
CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,3.3363920400869986,2.6766060413572883,200-300,<50,<3,1-3,<1,3-4,0.19775434345330103
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],3.3363923966587996,4.490147048307164,<200,75-100,<3,3-5,<1,2-3,0.345809086707193
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,3.3363913269433962,2.7638794249233287,300-400,75-100,<3,5-7,3-5,1-2,0.1715961168032602
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,3.336391683515197,1.0436381581317689,200-300,75-100,3-5,3-5,1-3,2-3,0.6871954982151465
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,3.3363923966587996,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.3259132477956059
CC1=CC(=C(C=C1)C(C)(C)C)O,3.336391683515197,4.528232984567794,<200,<50,<3,1-3,1-3,3-4,0.3572246068330689
CCOC1=CC=C(C=C1)N,3.336391683515197,3.5866069434349686,<200,<50,<3,1-3,1-3,1-2,0.07499576308484537
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,3.3363923966587996,4.243413982861241,200-300,<50,<3,1-3,1-3,>=4,0.27185702428177105
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,3.3363920400869986,3.002493380670819,300-400,75-100,3-5,5-7,1-3,1-2,0.10007776809436954
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,3.3363927532306006,3.100510435676909,300-400,50-75,<3,3-5,<1,2-3,0.07069982226037318
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,3.336391683515197,2.232420674799882,200-300,50-75,<3,3-5,1-3,2-3,0.3308876854621026
COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(O)=NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,3.3363909703715953,4.168330503120788,400-500,75-100,5-7,5-7,1-3,3-4,0.24935305751927628
CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,3.336391683515197,1.5093646169833679,400-500,100-150,5-7,7-10,1-3,>=4,0.547605645935243
COC(=O)C1=CC=C(C=C1)O,3.3363920400869986,5.614995886547655,<200,<50,<3,3-5,1-3,1-2,0.6829544860220489
c1ccc2cc3c(ccc4ccccc43)cc2c1,3.3363923966587996,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.157058291288555
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,3.336391683515197,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.19975450362811287
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,3.336391683515197,4.847737547758402,200-300,75-100,3-5,5-7,3-5,1-2,0.4529881047638217
CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl,3.3363920400869986,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.2351427304159188
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,3.3363923966587996,3.6677707242370072,300-400,75-100,<3,3-5,1-3,2-3,0.09932236169159324
CCCCCCCCN(C)C,3.3363920400869986,4.5043184018182485,<200,<50,7-10,1-3,<1,2-3,0.3500567021892542
CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,3.3363923966587996,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,0.6643306922432025
CC(C)CN1C(C)Cc2cc(O)ccc2C1(C)c1ccc(C=CC(=O)O)cc1,3.3363920400869986,3.845827645824779,300-400,50-75,5-7,3-5,1-3,>=4,0.15269057533559474
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.336391683515197,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.0723522043204391
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,3.3363927532306006,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.27425621013991625
CC1=C(N=CN1)CSCCNC(=NC)NC#N,3.3363920400869986,2.6994482165547997,200-300,75-100,5-7,3-5,3-5,0-1,0.19090797301208826
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,3.336391683515197,4.985693299246046,200-300,50-75,3-5,3-5,1-3,0-1,0.4943368892387436
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.3363923966587996,3.6006000007279,500-600,75-100,>=10,7-10,1-3,>=4,0.07918961811655356
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,3.336391683515197,3.3668578030321905,400-500,75-100,5-7,7-10,1-3,2-3,0.009131456978857396
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,3.3363920400869986,4.374050408992255,300-400,50-75,3-5,3-5,3-5,3-4,0.31101213100423114
C[C@@H](Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.336391683515197,3.4509902175913854,400-500,75-100,5-7,5-7,1-3,>=4,0.03434804301785624
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,3.3363909703715953,2.8439957281910964,200-300,50-75,<3,5-7,<1,1-2,0.14758315275620743
C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,3.336391683515197,1.6914016046041185,200-300,75-100,3-5,3-5,1-3,0-1,0.4930446139635635
C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,3.336391683515197,4.32813021826007,400-500,<50,<3,3-5,1-3,>=4,0.2972488097555923
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.336391683515197,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.21160493758932078
CCC(C)=O,3.336391683515197,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.4598496664427447
C(CCC(=O)NN)CC(=O)NN,3.3363920400869986,0.928677592965336,<200,100-150,5-7,3-5,3-5,<0,0.721652157866762
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,3.3363913269433962,5.210424947008923,400-500,50-75,7-10,5-7,<1,3-4,0.5616946841233159
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,3.3363923966587996,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.6934371810089961
COc1ccc2c(c1)CC(C)N(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,3.3363920400869986,4.966201228338529,300-400,<50,5-7,3-5,1-3,>=4,0.48849452185612985
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,3.336391683515197,1.951993394257078,200-300,<50,<3,1-3,1-3,2-3,0.4149387457405961
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.3363920400869986,4.120746704603301,300-400,50-75,5-7,5-7,<1,2-3,0.23509068397114938
COC1=C(C=CC(=C1)CC=C)O,3.336391683515197,5.578179492765007,<200,<50,3-5,1-3,1-3,2-3,0.671919800106918
COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,3.336391683515197,2.7014991363254537,300-400,<50,7-10,3-5,1-3,3-4,0.19029315425703047
O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,3.336391683515197,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.1982793297725648
CN(C)C(=O)NC1=CC=CC=C1,3.3363920400869986,2.122623988140148,<200,<50,<3,1-3,1-3,0-1,0.36379660174582173
O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,3.3363920400869986,3.909029730045853,200-300,75-100,<3,5-7,3-5,2-3,0.1716338185903503
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,3.3363920400869986,3.754819804729276,200-300,50-75,5-7,3-5,<1,2-3,0.1254132522344777
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,3.3363920400869986,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.5876028520783142
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,3.3363913269433962,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.19827922289908986
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,3.336391683515197,3.0199046532857357,300-400,50-75,5-7,5-7,<1,2-3,0.09485906793264892
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,3.3363920400869986,4.065997881231354,200-300,50-75,<3,5-7,<1,1-2,0.21868109413201217
Nc1cc(Cl)cc(Cl)c1,3.3363920400869986,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.6166923585931803
COC(=O)C=C(C)OP(=O)(OC)OC,3.3363920400869986,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.23218569298445496
C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,3.336391683515197,3.8409224786811804,300-400,50-75,<3,5-7,1-3,1-2,0.15122048109859065
COc1nn(CSP(=S)(OC)OC)c(=O)s1,3.336391683515197,2.396424482625675,300-400,50-75,5-7,7-10,<1,2-3,0.2817316478940526
C1=CC=C(C=C1)OCCO,3.3363920400869986,3.8398291663062114,<200,<50,3-5,1-3,1-3,1-2,0.1508926811984105
CN1CCN(c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2)CC1,3.3363920400869986,3.1738240641526567,400-500,50-75,3-5,5-7,1-3,3-4,0.048725682887062714
CCOC1=CC=CC=C1C(=O)N,3.336391683515197,1.4603785829915767,<200,50-75,3-5,1-3,1-3,1-2,0.5622879838585675
COC(=O)c1ccccc1C(=O)OC,3.3363923966587996,4.054149419800121,<200,50-75,<3,3-5,<1,1-2,0.21512970742571802
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,3.336391683515197,3.8260609395371987,200-300,50-75,3-5,5-7,<1,2-3,0.14676610661689207
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.336391683515197,3.3580417635815003,400-500,50-75,3-5,5-7,<1,3-4,0.0064890697551420705
CC1=CC2=C(C=C1)N=CC=C2,3.3363920400869986,5.834624169952441,<200,<50,<3,1-3,<1,2-3,0.7487825682670642
CCN(CC)C(=O)C1=CC=CC(=C1)C,3.3363920400869986,2.3665647486203745,<200,<50,3-5,1-3,<1,2-3,0.2906814628626936
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,3.3363920400869986,2.5134599304809226,400-500,50-75,<3,3-5,<1,3-4,0.24665330782270414
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.3363913269433962,2.655377710446548,500-600,75-100,7-10,7-10,1-3,>=4,0.2041167907054406
Cc1c(O)ccc2c1CCN(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,3.3363923966587996,3.1738240641526567,300-400,50-75,5-7,3-5,1-3,>=4,0.048725789760537645
B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,3.3363920400869986,3.0196562688825606,300-400,100-150,7-10,5-7,3-5,1-2,0.0949336218157127
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,3.3363920400869986,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3,0.19937479832721158
CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.3363920400869986,5.377718266768763,200-300,<50,5-7,1-3,<1,3-4,0.6118364568339829
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,3.3363920400869986,4.896058916611654,200-300,<50,5-7,1-3,1-3,>=4,0.4674711190701496
CC1=CC(=C(C=C1)C)C,3.3363920400869986,3.207324403353169,<200,<50,<3,<1,<1,3-4,0.03868479448261792
Nc1nc(N)nc(-c2ccccc2)n1,3.3363920400869986,1.3868626995849844,<200,75-100,<3,5-7,1-3,1-2,0.5843226372129475
CC(C)C1=C(C(=CC=C1)C(C)C)O,3.336391683515197,5.610350895842208,<200,<50,<3,1-3,1-3,3-4,0.6815623731620483
CC1Cc2cc(O)ccc2C(c2c(F)cc(C=CC(=O)O)cc2F)N1CC(C)(C)F,3.336391683515197,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4,0.5872208663717963
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,3.3363913269433962,3.6540342763286606,300-400,75-100,5-7,5-7,1-3,3-4,0.09520552577531455
O=NN(c1ccccc1)c1ccccc1,3.3363920400869986,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.07235231119391415
CCCCOCCO,3.3363920400869986,2.479722041235527,<200,<50,5-7,1-3,1-3,0-1,0.2567653959089452
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,3.336391683515197,2.364414485253622,300-400,<50,3-5,3-5,1-3,3-4,0.29132584362788083
Fc1ccc(CN2CCN(C3=Nn4c(nnc4C(F)(F)F)CC3)CC2)cc1,3.3363920400869986,2.343142412490957,300-400,<50,<3,5-7,<1,2-3,0.2977017220260182
Cc1nn(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,3.3363909703715953,2.988368376495352,400-500,75-100,3-5,5-7,1-3,2-3,0.10431106402896781
O=C(Nc1ccccc1)c1ccccc1I,3.336391683515197,4.0154460053139305,300-400,<50,<3,1-3,1-3,2-3,0.20352954114663932
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,3.3363920400869986,3.57455692710984,400-500,75-100,7-10,5-7,1-3,3-4,0.07138396534256546
CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,3.336391683515197,2.0916908367992866,400-500,100-150,5-7,7-10,1-3,3-4,0.37306793295398377
C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,3.3363920400869986,1.3868626995849844,<200,75-100,<3,5-7,1-3,1-2,0.5843226372129475
C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,3.3363920400869986,4.206955728268953,400-500,75-100,5-7,3-5,3-5,>=4,0.2609296816273201
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,3.336391683515197,2.273329614345249,500-600,100-150,3-5,7-10,1-3,3-4,0.3186262544879074
COC[C@H](C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2C[C@H]1C,3.3363920400869986,4.749214251321958,400-500,50-75,7-10,3-5,1-3,>=4,0.42345810510820914
CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](C[C@H]2CCC(=O)C2)C(=O)NC3=NC=CN=C3)Cl,3.3363920400869986,2.828928766584521,400-500,100-150,5-7,5-7,1-3,1-2,0.15209941810125663
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,3.3363920400869986,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.6019812923301566
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,3.3363923966587996,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.4529878910168717
ClC(Cl)(Cl)Cl,3.3363920400869986,2.475878375626544,<200,<50,<3,<1,<1,2-3,0.25791743849612037
CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,3.336391683515197,3.6327328488112802,400-500,>=150,7-10,>=10,1-3,3-4,0.08882084902398847
C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2nnc(O)c3ccccc23)c1,3.336391683515197,1.3994968237976466,500-600,75-100,3-5,7-10,1-3,3-4,0.5805357677473703
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,3.3363920400869986,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.7980306499769863
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,3.3363913269433962,4.44220292070873,500-600,100-150,7-10,>=10,1-3,3-4,0.3314393547743298
CCNc1ccccc1,3.3363920400869986,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.2089808553098005
COc1nc(NC(C)C)nc(NC(C)C)n1,3.3363920400869986,3.0813102946129733,200-300,50-75,5-7,5-7,1-3,2-3,0.0764543703568386
CC(C)(C)OC,3.3363920400869986,2.549878826883233,<200,<50,<3,1-3,<1,0-1,0.23573765492737334
CCC1=C(C(=O)C=CO1)O,3.3363920400869986,5.33314527235854,<200,50-75,<3,3-5,1-3,0-1,0.5984768170988083
CCCCCC1=CC=C(C=C1)N,3.336391683515197,3.856642633463877,<200,<50,3-5,1-3,1-3,3-4,0.1559322041330619
CCOP(=S)(OCC)OC1=NN(C=N1)C2=CC=CC=C2,3.336391683515197,4.354627945207949,300-400,50-75,7-10,7-10,<1,3-4,0.30519084036198785
C1COCCO1,3.3363920400869986,2.2891842514700076,<200,<50,<3,1-3,<1,<0,0.31387433060999725
CN=C1C=NN(c2cccc(C(F)(F)F)c2)C(=O)C1Cl,3.3363920400869986,3.3747263277487556,300-400,<50,<3,3-5,<1,2-3,0.011489743496976332
CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,3.3363920400869986,5.707865461243779,<200,<50,<3,1-3,<1,3-4,0.7107898171842412
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,3.3363923966587996,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3,0.016678024699442944
CCCOC(=O)c1cc(O)c(O)c(O)c1,3.336391683515197,4.847737547758402,200-300,75-100,3-5,5-7,3-5,1-2,0.4529881047638217
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,3.336391683515197,4.3146133186036115,200-300,75-100,<3,3-5,1-3,2-3,0.2931974573136891
