SMILES,1A2,2B6,2A6,3A4,2CB,2C9,2C19,2D6,2E1,1A1,1A3,1A4,1A6,1A9,2B4,2B7,2B10,2B15,2B17,1A1,1B1,1E1,2A1
[2H]C([2H])([2H])C(c1cc(-c2cccnc2O)cc(/C=C/c2ccc(NS(C)(=O)=O)cc2)c1OC)(C([2H])([2H])[2H])C([2H])([2H])[2H],0.6653717756271362,0.6618320941925049,0.40301570296287537,0.8147921562194824,0.718674898147583,0.7186473608016968,0.6938542127609253,0.6655048727989197,0.34642037749290466,0.5454210042953491,0.1266135722398758,0.20244289934635162,0.07481992989778519,0.37418851256370544,0.21086950600147247,0.2747087776660919,0.23322729766368866,0.234426811337471,0.06731089949607849,0.3118521571159363,0.20235903561115265,0.20605553686618805,0.5757989287376404
[O-]Cl=O.[Na+],0.8836986422538757,0.8263803720474243,0.6558394432067871,0.8974535465240479,0.8760464191436768,0.8652713298797607,0.8364402055740356,0.7975462675094604,0.698488712310791,0.8335244655609131,0.4718421697616577,0.6354976892471313,0.8971556425094604,0.7719706892967224,0.6071527004241943,0.5723742246627808,0.6382509469985962,0.6601183414459229,0.7602453231811523,1.3531363010406494,0.9660897850990295,1.2290058135986328,1.0371296405792236
B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,0.7543528079986572,0.7549179196357727,0.5818948745727539,0.879802942276001,0.7770247459411621,0.7742576599121094,0.7600212097167969,0.7657024264335632,0.5647521018981934,0.75069260597229,0.3213973045349121,0.3694368898868561,0.2328004390001297,0.515923798084259,0.23939569294452667,0.4816841185092926,0.3046073913574219,0.24603192508220673,0.12044491618871689,0.3206631541252136,0.19564351439476013,0.2648216485977173,0.48204854130744934
C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4,0.8325622081756592,0.8490666151046753,0.7610236406326294,0.8884773254394531,0.8540962934494019,0.8528863191604614,0.8487708568572998,0.8599878549575806,0.7338328957557678,0.556345522403717,0.3289124071598053,0.20871204137802124,-0.016334256157279015,0.3868615925312042,0.020525285974144936,0.22476227581501007,0.013648023828864098,-0.04924256354570389,-0.09739218652248383,0.1671609729528427,-0.027181899175047874,0.0032293740659952164,0.393062949180603
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,0.8934464454650879,0.8304471373558044,0.7262095808982849,0.8768198490142822,0.8489565849304199,0.8448017239570618,0.8423372507095337,0.8232041597366333,0.731081485748291,0.851366400718689,0.615005612373352,0.6561945676803589,0.5137511491775513,0.7892705202102661,0.514049768447876,0.6447403430938721,0.5657856464385986,0.504239022731781,0.28744393587112427,0.43758198618888855,0.04039037227630615,0.11033675819635391,0.6048847436904907
C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,0.7744481563568115,0.7493376135826111,0.5800051093101501,0.8525974750518799,0.7995249032974243,0.7838967442512512,0.7565045356750488,0.7184424996376038,0.576561689376831,0.40539929270744324,0.22550396621227264,0.34001997113227844,0.3891802132129669,0.4596783220767975,0.37440216541290283,0.2183612585067749,0.3824383020401001,0.3952120840549469,0.2815728187561035,0.4902961552143097,0.09504706412553787,0.24517570436000824,0.5377427339553833
C(=C(Cl)Cl)(Cl)Cl,1.0016863346099854,1.0117830038070679,0.9527532458305359,1.009854793548584,1.0233986377716064,1.0185315608978271,1.01602303981781,0.9854943752288818,0.9255949854850769,0.8449240922927856,0.7513735294342041,0.8711138963699341,0.816766083240509,0.9000307321548462,0.8088791370391846,0.8053779602050781,0.8550235033035278,0.7947565913200378,0.4931032955646515,0.5791134238243103,0.1882561892271042,0.36176061630249023,0.7238307595252991
C(=C(Cl)Cl)Cl,0.9334970116615295,0.9475753307342529,0.8909174203872681,0.9395670890808105,0.9613454341888428,0.9523012638092041,0.9442980885505676,0.9258761405944824,0.8779855966567993,0.7375925183296204,0.6525100469589233,0.7888050079345703,0.7506952285766602,0.801537275314331,0.7289732694625854,0.7249711751937866,0.7601516246795654,0.714134693145752,0.4830019772052765,0.5511263012886047,0.20327582955360413,0.3749901354312897,0.649440586566925
C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.7554706335067749,0.7079591751098633,0.6183698177337646,0.7618913650512695,0.7444486618041992,0.7467156648635864,0.7365565896034241,0.6982909440994263,0.6218920946121216,0.6657623052597046,0.6049478054046631,0.7329146862030029,0.8058755993843079,0.7769558429718018,0.698128879070282,0.7445363998413086,0.7739103436470032,0.7405205368995667,0.5204895734786987,0.5334664583206177,0.17794977128505707,0.31301695108413696,0.5438333749771118
C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.7267506122589111,0.669079065322876,0.5688821077346802,0.7394537925720215,0.7075111269950867,0.7099770307540894,0.6955205798149109,0.6600408554077148,0.5826348066329956,0.6413974761962891,0.5629907846450806,0.6874072551727295,0.7595240473747253,0.751818060874939,0.6566861867904663,0.7030953764915466,0.7380615472793579,0.7008038759231567,0.48810502886772156,0.5111901760101318,0.1865605264902115,0.31269675493240356,0.5190187692642212
