,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
233,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,4.78,9.42e-07,9.95,286.21,0,4,7,79.134,52.6
234,CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0.25,0.62,3.0,233.04,1,4,1,49.6736,91.75
235,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,2.97,0.0516,0.0,298.19,1,2,0,85.8758,37.3
236,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,3.2,0.02755,26.87,247.05,2,2,2,68.3304,54.02
237,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,4.1,0.02237,16.4,375.03,0,4,6,91.852,47.36
238,ClC(Cl)Cl,1.97,0.5672,46.47,117.91,0,0,0,21.347,0.0
239,CC(C)O,0.05,0.9214,1.102,60.06,1,1,0,17.3548,20.23
240,CO,-0.77,0.9449,0.8866,32.03,1,1,0,8.1428,20.23
241,CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.31,1.37e-08,4.38,494.19,2,2,5,125.6124,48.78
242,CN1CCN(C(=O)c2cc3cc(Cl)sc3[nH]2)CC1,1.62,,5.351,283.05,1,3,1,74.5862,39.34
243,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.55,0.629,1.74,281.16,2,4,3,72.5565,83.47
244,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.7,0.01882,14.17,323.11,1,2,4,81.6032,38.33
245,Nc1nc(N)nc(NC2CC2)n1,0.8,0.9352,0.0,166.1,3,6,2,45.2965,102.74
246,O=C1C(=O)C(c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,1.54,5.73e-08,0.0,302.04,4,7,1,72.2497,124.29
247,O=CNc1cc(C(O)CNCCc2ccc(NCC(O)c3ccccc3)cc2)ccc1O,1.26,,3.0,435.22,6,6,12,125.6605,113.85
248,CCOc1cc2ccccc2oc1=O,1.82,0.22,26.0,190.06,0,3,2,53.653,39.44
249,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34,0.04,1.324,270.1,2,3,5,69.8072,75.27
250,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,5.24,0.001,2.0,366.27,0,3,10,114.186,15.71
251,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,3.18,,858.0,355.01,0,5,9,81.448,57.65
252,C1CN(CCOCCN2CCOCC2)CCO1,0.02,1.0,2.573,244.18,0,5,6,65.337,34.17
253,CCO,-0.31,0.9338,19.98,46.04,1,1,0,12.7598,20.23
254,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,3.71,0.017,0.0066,311.01,3,3,4,79.1913,69.56
255,CN(CCCC(=O)c1cccnc1)N=O,1.08,0.9647,4.538,207.1,0,4,6,56.2265,62.63
256,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,3.6,,29.0,464.21,3,8,7,130.2681,102.07
257,CCOC(C)(C)C,1.48,0.7626,3.027,102.1,0,1,1,31.379,9.23
258,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,3.46,7.42e-08,868.0,242.07,0,3,4,62.792,35.53
259,COC(=O)C1C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],3.26,0.003,0.0,388.16,0,7,6,102.9494,108.1
260,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,3.11,0.167,0.0,317.06,1,4,2,68.1951,92.55
261,Clc1ccc(Cl)c(Cl)c1Cl,4.58,,32.4,213.89,0,0,0,46.482,0.0
262,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,3.48,0.00653,846.0,263.09,1,3,2,79.7609,52.32
263,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.16,0.0104,63.1,311.24,0,0,11,89.7314,0.0
264,Oc1ccc2c(c1)-c1ccccc1C2,3.19,0.02488,20.56,182.07,1,1,0,56.3488,20.23
265,CNC(=O)Oc1cccc2ccccc12,2.36,0.6922,27.27,201.08,1,2,1,59.0317,38.33
266,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,5.32,0.0175,195.0,428.29,0,4,6,120.356,60.44
267,CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,5,,14.19,438.18,1,3,3,117.9242,62.4
268,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.45,0.0,0.0,421.05,0,5,6,92.8868,89.52
269,COP(=O)(OC)OC=C(Cl)Cl,1.43,1.18e-07,86.4,219.95,0,4,4,42.4985,44.76
270,Nc1cc(Cl)cc(Cl)c1,2.9,0.0522,86.1,160.98,1,1,0,40.8744,26.02
271,Brc1cc(Br)cc(Br)c1,4.51,,0.0,311.78,0,0,0,49.542,0.0
272,CC1=C(Br)C(=O)C(Br)=CC1=C(c1ccccc1S(=O)(=O)[O-])c1cc(Br)c(O)c(Br)c1C.[Na+],1.581,0.00511,0.0,715.71,1,5,3,132.315,94.5
273,CCCCCCOC(=O)c1ccccc1O,3.19,0.0,191.4,222.13,1,3,6,62.5313,46.53
274,CC(CS)C(=O)N1CCCC1C(=O)O,0.34,0.73,57.11,217.08,2,3,3,55.3878,57.61
275,CS(=O)(=O)c1ccc(C(CC2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,1.96,0.48,6.26,421.09,1,6,6,104.9295,106.09
276,CCOc1ccc(NC(C)=O)cc1,1.58,0.6,9.346,179.09,1,2,3,51.9147,38.33
277,Oc1ccc(Cc2ccc(O)cc2)cc1,2.91,,25.5,200.08,2,2,2,59.0196,40.46
278,CC(C)Nc1nc(N)nc(Cl)n1,1.51,0.486,0.0,187.06,2,5,2,48.0081,76.72
279,CC(C)c1cccc(O)c1,3.01,0.14,19.9,136.09,1,1,1,42.1958,20.23
280,CN1CCN2c3ncccc3Cc3ccccc3C2C1,1.53,0.15,6.3,265.16,0,3,0,81.069,19.37
281,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,5.17,,16.4,247.85,0,0,0,51.492,0.0
282,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,3.38,1.0,9.537,211.06,0,2,1,61.3384,43.14
283,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],2.1,0.131,34.64,182.03,0,4,2,44.4878,86.28
284,CN1CC=NC1=S,-0.34,1.0,0.0,114.03,0,1,0,33.72,15.6
285,CNC(=O)CSP(=S)(OC)OC,0.78,0.9649,3.682,229.0,1,5,5,54.8277,47.56
286,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.24,0.04,3.271,286.05,2,3,1,78.1695,61.69
287,C=CC(=O)Nc1ccc(F)cc1,1.46,,3.0,165.06,1,1,2,45.2267,29.1
288,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.72,0.0508,17.0,341.07,0,5,5,83.895,49.17
289,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,3.59,0.03671,3.788,330.03,1,3,3,87.0368,46.01
290,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.43,0.004,5.16,398.07,3,7,6,100.7296,141.31
291,CC(C)(c1ccccc1)c1ccc(O)cc1,3.69,0.0231,27.2,212.12,1,1,2,66.6768,20.23
292,NC(=O)N=NCc1ccc([N+](=O)[O-])o1,0.23,0.856,0.0,198.04,1,5,3,43.5058,124.09
293,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,2.43,0.009,1.869,337.02,1,6,2,80.253,96.44
294,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.05,0.1378,5.594,329.1,0,2,2,87.557,22.0
295,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,4.85,0.15,34.66,370.18,0,2,5,108.815,23.55
296,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,2.36,,0.5757,486.34,2,8,15,129.4714,101.6
297,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.7,,839.0,354.05,0,9,4,89.327,83.8
298,Cc1cc(O)ccc1Cl,3.09,0.0723,0.0,142.02,1,1,0,37.8538,20.23
299,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,1.68,0.0037,0.0,300.07,2,5,3,81.2009,97.97
300,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,-0.03,0.0436,0.0,441.14,6,9,9,111.8946,213.28
301,CCCCCCCCCCCCN1CCCCCC1=O,6.11,0.00275,9.8,281.27,0,1,11,86.892,20.31
302,CC1=NC(=O)N(C(C)(C)C)C(=O)C1Cl,1.89,0.1029,2.272,216.07,0,2,0,54.745,49.74
303,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,0.274,0.0,296.96,3,5,1,61.6364,118.36
304,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.44,,0.0,229.89,1,1,0,48.1468,20.23
305,O=C(CCl)Nc1ccccc1,1.63,0.401,38.9,169.03,1,1,2,45.7917,29.1
306,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,3.41,,3.0,476.05,1,4,5,113.2932,60.33
307,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.02,0.61,0.7788,180.06,1,5,0,46.5757,72.68
308,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3.03,,3.8,383.2,2,3,5,106.6444,71.09
309,CC(C)(C)c1cccc(O)c1,3.3,0.116,40.2,150.1,1,1,0,46.8068,20.23
310,S=c1[nH]c2ccccc2[nH]1,1.66,0.4,0.0,150.03,2,1,0,43.4834,31.58
311,Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1,3.53,,32.36,249.13,1,3,2,78.1494,43.84
312,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.44,0.15,8.0,299.08,1,3,1,85.7541,50.46
313,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,3.36,0.0329,12.7,302.22,1,2,0,87.3338,37.3
314,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1,1.0,4.1,231.14,0,4,2,70.074,30.17
315,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.69,0.1177,2.768,248.08,2,4,2,70.6808,77.82
316,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,3.28,0.00517,2.0,313.13,2,4,6,88.5016,77.84
317,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,5.8,0.0,3.226,256.13,0,0,0,88.434,0.0
318,CCNC(=O)NC(=O)C(C#N)=NOC,0.59,0.437,32.8,198.08,2,5,3,47.2724,103.58
319,CCc1cccc(CC)c1N,2.74,0.08962,16.13,149.12,1,1,2,49.6104,26.02
320,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.23,0.05,8.567,326.13,1,4,0,96.4437,30.87
321,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4.1,3.71e-08,427.0,344.24,0,3,2,96.881,43.37
322,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.87,0.02311,33.7,314.22,0,2,1,90.881,34.14
323,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.9,0.082,19.08,425.16,2,5,5,119.4554,78.82
324,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,4.52,,49.8,422.23,1,6,16,108.4836,106.97
325,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0.19,0.175,0.0,278.08,2,5,3,73.1689,97.97
326,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,3.67,0.014,0.0,296.18,2,2,0,86.5066,40.46
327,Cc1cccc(C)c1O,2.36,0.2086,20.52,122.07,1,1,0,37.5808,20.23
328,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,2.12,,42.89,230.02,1,3,0,49.1508,50.44
329,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,1.37,0.64,1.64,275.16,1,4,1,78.3157,44.81
330,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.07,0.39,0.0,226.13,2,3,4,58.4774,75.27
331,CCC1(c2ccccc2)C(=O)N=C(O)NC1=O,1.05,0.247,0.0,232.08,2,2,2,61.6245,78.76
332,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,2.14,,150.0,241.07,0,4,2,68.07,52.33
333,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,-0.21,0.235,3.23,287.14,3,3,2,93.7375,75.89
334,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,5.73,7.84e-07,0.0,380.12,0,3,6,110.751,27.69
335,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.14,0.34,0.723,322.01,3,5,6,72.5667,112.7
336,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.13,2.9e-07,31.7,362.01,0,6,6,90.396,57.9
337,c1ccc2cc3c(ccc4ccccc43)cc2c1,5.6,0.01121,18.27,228.09,0,0,0,78.96,0.0
338,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,3.83,0.04,6.65,291.03,0,6,7,71.2614,70.83
339,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,5.07,2.03e-08,10.41,383.99,0,8,12,95.123,36.92
340,CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O,1.98,0.53,0.0,236.12,1,2,1,62.4988,69.97
341,ClC(Cl)(Cl)Cl,2.83,0.6105,4.281,151.88,0,0,0,26.143,0.0
342,COC(=O)C1C(C)=NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.82,0.084,402.0,479.21,0,8,9,130.8874,111.34
343,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.2,,43.3,332.95,0,5,6,70.7535,57.65
344,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,4.31,0.0,24.1,320.89,0,5,4,68.198,40.58
345,CS(=O)(=O)OCCCCOS(C)(=O)=O,-0.52,1.0,1.39,246.02,0,6,7,50.8256,86.74
346,CCCCNC(=O)OCC#CI,2.09,0.719,486.0,280.99,1,2,4,56.0547,38.33
347,COP(=S)(OC)Oc1ccc(SC)c(C)c1,4.09,0.0,87.2,278.02,0,5,5,71.891,27.69
348,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,2.52,0.02237,0.0,254.93,1,3,3,52.3978,59.42
349,c1cc(-c2ccncc2)ccn1,1.28,0.319,0.0,156.07,0,2,1,47.468,25.78
350,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,4.83,0.0,26.74,380.21,0,5,9,107.62,42.01
351,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.11,0.0,3.026,333.09,0,5,6,77.4538,89.52
352,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1.74,,17.38,312.18,0,2,1,87.755,40.62
353,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.9,0.1258,0.0,295.11,1,5,4,76.6008,60.17
354,Clc1ccccc1CN1CCc2sccc2C1,4.2,0.02,56.23,263.05,0,2,2,73.589,3.24
355,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,3.07,,12.59,265.09,2,4,4,73.1364,67.01
356,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,5.26,0.01384,8.322,372.24,0,2,4,122.9554,9.49
357,NNC(=O)c1ccncc1,-0.7,1.0,1.11,137.06,2,3,1,35.8906,68.01
358,CC(=O)CCc1ccc(O)cc1,1.65,,29.1,164.08,1,2,3,47.1088,37.3
359,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,-0.05,0.75,0.0,440.16,6,10,9,113.4813,219.33
360,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.59,0.00394,617.0,333.89,0,4,6,68.553,27.69
361,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.5,0.176,15.8,261.17,2,3,4,78.3075,45.4
362,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.03,0.012,0.0,330.01,3,5,5,75.8192,122.63
363,Clc1cccc(Cl)c1,3.53,,200.0,145.97,0,0,0,36.462,0.0
364,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,8.03,,0.0,370.09,0,5,0,92.835,46.15
365,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.27,0.0103,9.35,357.08,1,4,4,95.7473,68.53
366,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.13,0.002637,0.0,198.03,1,5,2,46.1526,106.51
367,CN1CSC(=S)N(C)C1,0.63,0.8914,12.42,162.03,0,3,0,45.449,6.48
368,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.09,0.05,13.8,476.22,1,3,7,137.9978,43.78
369,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,3.13,0.0308,0.0,270.16,1,2,0,77.7308,37.3
370,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,3.09,0.08,50.12,913.56,3,13,6,245.1374,195.43
371,Cc1cc(C)nc(Nc2ccccc2)n1,2.84,0.01673,43.89,199.11,1,3,2,61.2307,37.81
372,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.29,0.1784,5.062,375.14,1,3,6,100.9873,40.54
373,O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69,0.06949,24.2,168.02,0,4,2,39.7508,86.28
374,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.7,0.166,0.0,292.07,2,4,3,63.0259,92.47
375,O=C(NC1CN2CCC1CC2)c1ccc2c(c1)OCCO2,1.84,1.0,3.688,288.15,1,4,2,77.8502,50.8
376,Cc1cc(C)c(O)c(C)c1,2.73,0.109,163.0,136.09,1,1,0,42.3178,20.23
377,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.51,0.696,31.7,255.92,1,4,3,47.9213,55.76
378,Cc1cccc(O)c1C,2.48,,40.7,122.07,1,1,0,37.5808,20.23
379,Nc1ccc2c(c1)Cc1cc(N)ccc1-2,1.52,,61.66,196.1,2,2,0,63.5088,52.04
380,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,1.16,1.93e-08,28.1,278.04,6,7,2,66.3053,138.45
381,CC1=C(C(=O)Nc2ccccc2)SCCO1,2.14,0.175,24.41,235.07,1,3,2,66.1817,38.33
382,CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,2.97,0.007005,161.3,277.11,0,3,4,81.152,50.09
383,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,3.55,0.0313,70.7,290.22,1,2,0,82.7408,37.3
384,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.02,9.57e-05,138.0,270.05,3,5,1,72.9144,90.9
385,O=C(Nc1ccccc1)Nc1cnns1,1.77,0.02837,4.92,220.04,2,4,2,58.9924,66.91
386,CCCC1=NC(=S)NC(=O)C1,-0.39,0.4736,1.323,170.05,1,2,2,47.7007,41.46
387,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,5.02,,0.4701,481.12,0,7,7,133.384,56.59
388,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.93,2.42e-08,0.0,776.69,3,4,5,124.806,92.78
389,CNC(=NC#N)NCCSCc1nc[nH]c1C,0.4,0.78,5.452,252.12,3,4,5,69.5971,88.89
390,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.71,0.0,6.449,340.03,0,4,5,85.084,44.76
391,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,1.67,0.02723,0.0,184.01,1,5,2,41.4156,106.51
392,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,4.6,0.0,109.1,369.08,2,5,6,100.0716,101.34
393,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,1.85,0.613,6.361,252.16,0,6,2,70.187,60.13
394,CCCCCCCCCCCCCOP(=O)(O)O,2.93,,18.8,280.18,2,2,13,74.4571,66.76
395,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.16,0.01,5.94,244.09,1,1,3,67.8868,37.3
396,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74,,477.0,324.03,1,3,4,82.5358,46.53
397,CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,2.15,,11.55,261.1,1,4,4,73.0043,70.75
398,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.03,0.62,29.0,250.13,2,3,2,65.5734,75.27
399,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,6.086,0.0456,13.9,442.23,0,5,6,131.8195,42.01
400,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,2.07,0.005454,7.51,323.05,2,5,5,84.6005,75.11
401,CC(=O)Oc1ccccc1C(=O)O,1.19,0.532,8.57,180.04,1,3,2,44.7103,63.6
402,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.23,0.45,156.4,471.31,2,3,8,144.3826,43.7
403,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,3.75,0.0,12.0,325.99,2,4,3,79.1764,92.47
404,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,2.57,0.005994,12.25,608.27,1,10,8,160.6872,117.78
405,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1,0.5936,18.34,285.0,0,3,2,69.031,46.61
406,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,6.13,0.3826,3.713,252.09,0,0,0,87.652,0.0
407,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,6.91,3.6e-08,12.5,351.91,0,0,2,85.037,0.0
408,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.62,0.25,5.841,360.19,3,5,2,95.0484,94.83
409,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1.94,0.137,12.1,346.21,2,4,2,93.6826,74.6
410,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,3.3,5.86e-08,62.9,228.08,3,3,2,66.8064,60.69
411,Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,5.02,0.00409,3.4,390.16,1,5,8,110.0658,77.49
412,O=C(Nc1nc2ccccc2s1)c1ccccc1,3.45,,77.62,254.05,1,3,2,74.0152,41.99
413,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1CC(O)CO1)c(=O)n(C)c(=O)n2CC(C)C,0.47,,1.0,461.17,2,9,5,120.027,122.45
414,Cc1ccc(N)c(N)c1,0.66,,8.27,122.08,2,2,0,40.0038,52.04
415,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.94,0.00815,563.0,360.11,0,4,6,97.2615,52.6
416,CCCCCCCC1C(=O)c2ccc(OC)cc2N=C1C,4.42,,27.79,287.19,0,3,7,86.9595,38.66
417,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,3.34,0.0304,11.1,269.12,1,4,4,78.3463,65.26
418,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,3.14,0.0203,230.0,284.07,2,5,2,77.8016,79.9
419,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,3.24,0.0553,15.4,254.06,2,4,1,71.2496,70.67
420,CN1C(=O)CCC1c1cccnc1,0.07,9.76e-07,0.0,176.09,0,2,1,48.982,33.2
421,Oc1cc2ccccc2c2ccccc12,3.91,0.005435,20.98,194.07,1,1,0,63.1188,20.23
422,CN(Cc1ccccc1)C(=O)C(NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1,4.71,9.7e-05,3.377,674.25,2,4,9,187.3174,83.44
423,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,3.52,0.00263,204.0,254.06,2,4,1,71.2496,70.67
424,CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1,4.09,0.0127,13.6,600.26,0,5,7,163.5775,56.33
425,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,3.53,0.0583,9.74,268.15,1,2,0,77.7068,37.3
426,CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,2.47,0.319,5.55,432.17,2,5,5,113.8365,103.78
427,COC(=O)c1c(C)cc(O)c(C)c1O,2.05,0.0335,268.0,196.07,2,4,1,50.5851,66.76
428,C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,3.84,8.72e-08,172.0,218.17,0,1,1,67.133,17.07
429,O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,5.01,0.0142,7.69,436.1,1,5,9,103.1873,71.89
430,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,2.31,0.46,10.12,277.1,1,2,1,76.7092,39.34
431,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,2.6,4.14e-08,297.0,368.13,2,6,8,102.0166,93.06
432,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,0.1,0.32,0.0,277.04,1,8,3,65.6691,115.42
433,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,2.96,0.02426,18.69,270.05,3,5,1,72.9144,90.9
434,CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,3.12,0.0414,0.0,454.12,2,7,8,112.172,116.21
435,CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,5.25,0.0741,29.4,411.31,2,3,0,120.0255,41.49
