SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
Cc1nc(C2CCN(C(=O)[C@@H]3CNC[C@H]3c3ccc(F)cc3F)CC2)n(-c2ccc(Cl)cc2)n1,4.22,0.12,,,485.18,1,5,4,125.1197,63.05
Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,2.44,0.01,,,366.25,0,6,4,107.862,48.39
Cc1nc(CN2CCC[C@H]2c2ncccc2C)cc(N2CCN(C)CC2)n1,2.58,0.05,,,366.25,0,6,4,107.838,48.39
Cc1nc(COc2ccc(C[C@H](N=C(O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,,0.02,,,703.22,2,12,14,176.0214,158.47
Cc1nc(N)c2ncn([C@@H]3O[C@H](CN(C)C/C=C\CN)[C@@H](O)[C@H]3O)c2n1,-1.22,0.588,,,363.2,4,10,6,96.0874,148.57
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(N=C(O)/C=C/c3ccc(Cl)cc3)cc12,,0.005,,,462.18,2,5,5,133.6056,81.84
Cc1nc(N2CCCC2)ncc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,4.63,0.19,,,401.26,0,5,5,122.926,45.15
Cc1nc(Nc2ccc(C(=O)O)cc2)ncc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,5.5,0.11,,,604.26,2,7,8,163.727,111.13
Cc1nc(Nc2nc3cc(N4CCN(C)CC4)ncc3[nH]2)cc(C2CC2)c1F,3.17,0.051,11.3,,381.21,2,6,4,107.7884,72.97
Cc1nc(Nc2ncc(C(=O)N=c3c(C)c[nH]cc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2.71,0.02,,,488.15,3,9,6,128.3377,122.63
Cc1nc(Nc2ncc(C(O)=Nc3c(C)nn(C)c3C)s2)cc(N2CCN(CCO)CC2)n1,1.7,0.05,,,471.22,3,11,7,129.4123,127.82
Cc1nc(Nc2ncc(C(O)=Nc3c(C)noc3C)s2)cc(N2CCN(CCO)CC2)n1,1.96,0.06,,,458.18,3,11,7,122.7073,136.03
Cc1nc(Nc2ncc(C(O)=Nc3c(Cl)ccnc3C)s2)cc(NN2CCN(CCO)CC2)n1,2.53,0.07,,,503.16,4,11,8,133.697,134.92
Cc1nc(Nc2ncc(C(O)=Nc3ncccc3C)s2)cc(N2CCN(CCO)CC2)n1,2.06,0.09,,,454.19,3,10,7,125.7043,122.89
Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,6.16,0.043,,,604.25,1,6,8,162.7233,95.44
Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(F)c2)CC1,5.64,0.052,,,588.27,1,6,8,157.6713,95.44
Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,5.5,0.067,,,570.28,1,6,8,157.7133,95.44
Cc1nc(Oc2ccc(C(N)=O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,4.9,0.106,,,569.3,1,6,8,159.2719,101.23
Cc1nc(Sc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,5.86,0.057,,,586.26,1,6,8,161.7623,86.21
Cc1nc2c([C@H](C)c3ccc(C(C)(C)C)cc3)nn(CCF)c2c(=O)[nH]1,3.85,0.009,,,356.2,1,4,4,101.5197,63.57
Cc1nc2c([C@H](C)c3ccc(C(F)(F)F)c(F)c3)nn(CCO)c2c(=O)[nH]1,2.73,0.03,,,384.12,2,5,4,88.8905,83.8
Cc1nc2c(=O)n(C3CC3)c3c(Cl)c(N4CC[C@@H]([C@H](C)N)C4)c(F)cc3c2o1,3.75,0.244,,,404.14,1,6,3,107.7204,77.29
Cc1nc2c(-c3ccccc3)c(-c3ccccc3)[nH]n2c(=O)c1-c1ccc2ncccc2c1,5.88,0.0003,,,428.16,1,4,3,132.1587,63.05
Cc1nc2c(N3CCCCC3)c(-c3ccccc3)[nH]n2c(=O)c1-c1ccc(O)cc1,4.36,0.00095,,,400.19,2,5,3,119.1505,73.63
Cc1nc2c[nH]c3nccc-3c2n1[C@@H]1CCC[C@@H](O)C1,2.7,0.6,,,270.15,2,4,1,76.7495,66.73
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3c(Cl)cccc3NS(C)(=O)=O)[nH]n2c(=O)c1C,3.03,0.053,,,477.12,2,6,4,122.8337,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3cc(Br)ccc3NS(C)(=O)=O)[nH]n2c(=O)c1C,3.14,0.044,,,521.07,2,6,4,125.5237,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3cc(C(F)(F)F)ccc3NS(C)(=O)=O)[nH]n2c(=O)c1C,3.4,0.029,,,511.15,2,6,4,122.8257,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3cc(-c4ccccc4)ccc3NS(C)(=O)=O)[nH]n2c(=O)c1C,4.05,0.006,,,519.19,2,6,5,143.2597,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)[nH]n2c(=O)c1C,3.03,0.072,,,477.12,2,6,4,122.8337,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3cc(F)ccc3NS(C)(=O)=O)[nH]n2c(=O)c1C,2.52,0.095,,,461.15,2,6,4,117.7817,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3cccc(F)c3NS(C)(=O)=O)[nH]n2c(=O)c1C,2.52,0.059,,,461.15,2,6,4,117.7817,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3ccccc3NS(C)(=O)=O)[nH]n2c(=O)c1C,2.38,0.065,,,443.16,2,6,4,117.8237,116.64
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3ccccc3NS(C)(=O)=O)nn2c(C)c1C,3.39,0.021,,,441.18,1,6,4,119.735,96.67
Cc1nc2ccc(C(O)=NC3CN(c4cc(Cl)ncc4Cl)C3)cn2c1C,3.27,0.03,,,389.08,1,5,3,104.0898,66.02
Cc1nc2cnc(C(O)=NC3CN(c4cc(Cl)ncc4Cl)C3)cn2c1C,2.67,0.04,,,390.08,1,6,3,101.8848,78.91
Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,5.18,0.44,,,382.22,0,4,4,118.985,41.91
Cc1ncc(C(=N)O)nc1-c1ccc(C2CCC(CC(=O)O)CC2)cc1,3.3,0.057,,,353.17,3,4,5,98.6143,107.16
Cc1ncc(C(O)c2c3cc(Cl)cc(C)c3nc3n[nH]c(C)c23)cn1,3.56,,2,,353.1,2,5,2,96.7095,87.58
Cc1ncc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)[nH]1,4.92,0.032,,,398.17,2,4,6,116.4619,79.9
Cc1ncc(Cl)c(N2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)CC2)n1,2.76,0.05,,,411.16,0,7,3,110.4665,80.04
Cc1ncc(N=C(O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1,5.12,0.02,,,542.21,1,7,6,139.9758,89.3
Cc1ncc[nH]c1=Nc1ccnc2cc(-c3cnc(N4CCCN(C)CC4)nc3)ccc12,3.68,0.42,,,426.23,1,7,3,125.6437,86.19
Cc1nccn1-c1ccc(N=C(O)c2cc(C(F)(F)F)nn2-c2ccc3o[nH]c(=N)c3c2)c(F)c1,4.5,0.02,,,485.12,3,7,4,115.6282,121.01
Cc1nccn1CC(=O)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,2.89,0.25,,,461.16,0,9,7,118.5625,108.03
Cc1nccnc1-c1ccc(CC(O)=N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,4.21,0.032,,,430.16,1,5,7,110.1748,80.49
Cc1ncn(-c2ccc(C(O)=N[C@@H]3CCN(c4ncc(Cl)c5c(=N)[nH]oc45)C3)c(Cl)c2)n1,3.01,0.002,,,472.09,3,8,4,120.1142,132.21
Cc1ncn(-c2ccc(C(O)=N[C@H]3[C@H]4CC[C@H]3N(c3ncc(Cl)c5cnoc35)C4)c(Cl)c2)n1,3.82,0.041,,,483.1,1,8,4,124.7318,105.46
Cc1ncn(-c2noc3c(F)c4c(cc23)CC2(C(O)=NC(=O)N=C2O)[C@H]2[C@H](C)O[C@H](C)CN42)n1,0.75,0.053,,,469.15,2,8,1,116.4246,151.46
Cc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(C)(=O)=O)cn3)c(=O)n([C@@H](C)C3CC3)c2n1,3.21,0.05,,,532.2,1,11,8,141.4395,145.51
Cc1ncnc2c1c1c(ccn1C)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.16,0.71,,,318.13,3,8,2,81.7514,105.56
Cc1ncnc2c1c1occc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.1,0.41,,,305.1,3,8,2,75.0464,113.77
Cc1ncnn1-c1noc2c(F)c3c(cc12)CC1(C(O)=NC(=O)N=C1O)[C@H]1[C@H](C)O[C@H](C)CN31,0.75,0.098,,,469.15,2,8,1,116.4246,151.46
Cc1nn(C)c(CNC(C)C)c1N=C(O)OCC(Oc1cccc2sc(C(=N)N)cc12)c1ccccc1,5.09,0.04,,,520.23,4,8,10,148.2486,130.77
Cc1nn(C)c2cc(N=c3[nH][nH]c4cccnc34)ccc12,2.9,0.058,,,278.13,2,4,1,81.1184,74.65
Cc1nn(C)c2ccc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(O)=NC4(C#N)CC4)[C@H](C)C3)cc12,2.9,0.25,,,462.27,1,6,4,131.9288,97.75
Cc1nn(C)cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,3.97,0.25,,,334.22,0,4,4,102.655,33.95
Cc1nn(C)cc1N=C(O)[C@@H]1CCCC[C@H]1C(=O)c1ccc(-c2cc[nH]n2)cc1F,3.89,0.14,,,409.19,2,5,5,111.429,96.16
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(O)=N[C@@H](C)C(C)(C)C,4.16,0.08,,,483.17,2,6,6,128.3073,120.37
Cc1nn(C2CCCC2)c(C)c1S(=O)(=O)N[C@@H](C)CNc1cccc2c1cnn2-c1ccc(F)nc1,4.27,5.00E-05,47,,511.22,2,8,8,136.3022,106.73
Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(O)=N[C@@H](C)C(C)(C)C,4.39,0.075,,,488.25,2,6,7,133.3623,105.81
Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(O)=NS(C)(=O)=O)cc12,3.11,2.00E-05,,,436.1,1,6,6,112.9546,106.67
Cc1nn(-c2nc(O)cc(C(F)(F)F)n2)c(C)c1N1CCOCC1,1.43,0.03,,,343.13,1,7,2,78.3268,76.3
Cc1nnc(C(=O)NC(C)(C)c2nc(C(O)=NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[Na+],0.91,0.83,,,466.14,2,9,6,107.721,158.56
Cc1nnc(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(O)=NC4(C#N)CC4)[C@H](C)C3)ccc12,3.26,0.49,,,474.27,1,6,4,135.4898,105.71
Cc1nnc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)[nH]c2=N[C@H](CO)c2ccccc2)o1,4.13,0.02,,,472.19,3,9,6,126.6147,138.52
Cc1nnc2ccc(C(O)=NC3CN(c4cc(Cl)ncc4Cl)C3)cc2c1C,3.57,0.06,,,401.08,1,5,3,108.4358,74.5
Cc1nnc2ccc(C(O)=NC3CN(c4ccc(F)c(F)c4)C3)cc2c1C,3.14,0.051,,,368.14,1,4,3,100.5368,61.61
Cc1nnc2ccc(C(O)=NC3CN(c4ncc(C#N)cc4Cl)C3)cc2c1C,2.79,0.03,,,392.12,1,6,3,108.1408,98.29
Cc1nnc2ccc(C(O)=NC3CN(c4ncc(Cl)cc4F)C3)cc2c1C,3.05,0.032,,,385.11,1,5,3,103.3838,74.5
Cc1nnc2ccc(C(O)=NC3CN(c4ncc(F)cc4Cl)C3)cc2c1C,3.05,0.048,,,385.11,1,5,3,103.3838,74.5
Cc1noc(C)c1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1,,0.11,,,511.23,1,8,11,125.4983,129.73
Cc1noc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)[nH]c2=N[C@H](CO)c2ccccc2)n1,4.13,0.009,,,472.19,3,9,6,126.6147,138.52
Cc1noc(N2C[C@@H]3CC[C@H](C2)C3N=c2nc3c(OCC(F)(F)C(F)(F)F)cccn3[nH]2)n1,3.32,0.055,,,473.16,1,8,5,102.8527,96.84
Cc1noc(N2C[C@@H]3CC[C@H](C2)C3N=c2nc3c(OCC(F)(F)F)ccc(C(F)(F)F)n3[nH]2)n1,3.71,0.017,,,491.15,1,8,4,102.9077,96.84
Cc1noc2c(Cl)c3c(cc12)CC1(C(O)=NC(=O)N=C1O)C1C(C)OC(C)CN31,1.68,0.03,,,418.1,2,5,0,106.5596,120.75
Cc1noc2c(F)cc(N=c3[nH][nH]c4cccnc34)cc12,3.29,0.029,,,283.09,2,4,1,74.3714,82.86
Cc1noc2c(F)cc(N=c3[nH][nH]c4ncccc34)cc12,3.29,0.028,,,283.09,2,4,1,74.3714,82.86
Cc1noc2c1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(C#N)cc1)CC2CC(=N)O,4.03,0.01,,,438.18,2,7,4,124.7545,114.96
Cc1noc2c1-c1ccc(-c3cnn(CC(=N)O)c3)cc1N(c1ccc(C#N)cc1)CC2C,4.13,0.01,,,438.18,2,7,4,124.8305,114.96
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(=N)[nH]c1)=N[C@H]2CC(=N)O,3.07,0.006,,,381.13,4,6,3,104.0269,122.11
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(C#N)cc1)=N[C@H]2CC(=N)O,3.97,0.041,,,390.12,2,6,3,108.5365,106.26
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(Cl)cc1)=N[C@H]2CC(=N)O,4.75,0.006,,,399.08,2,5,3,108.8315,82.47
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccccc1)=N[C@H]2CC(=N)O,4.1,0.018,,,365.12,2,5,3,103.8215,82.47
Cc1noc2ccc(N=c3[nH][nH]c4cc(F)cnc34)cc12,3.29,0.054,,,283.09,2,4,1,74.3714,82.86
Cc1noc2ccc(N=c3[nH][nH]c4cccnc34)cc12,3.15,0.062,,,265.1,2,4,1,74.4134,82.86
Cc1noc2ccc(N=c3[nH][nH]c4ncc(F)cc34)cc12,3.29,0.054,,,283.09,2,4,1,74.3714,82.86
Cc1noc2ccc(N=c3[nH][nH]c4ncccc34)cc12,3.15,0.066,,,265.1,2,4,1,74.4134,82.86
Cc1noc2ccc(N=c3[nH]nc4[nH]ccnc3-4)cc12,2.55,0.066,,,266.09,2,5,1,71.3244,95.75
Cc1nsc(N2C[C@@H]3CC[C@H](C2)C3N=c2nc3c(O[C@@H](C)C(F)(F)F)cccn3[nH]2)n1,3.55,0.028,,,453.16,1,8,4,108.1117,83.7
Cc1nsc(N2C[C@@H]3CC[C@H](C2)C3N=c2nc3c(OCC(F)(F)F)cccn3[nH]2)n1,3.16,0.028,,,439.14,1,8,4,103.5167,83.7
Cc1nsc(N2C[C@@H]3CC[C@H](C2)C3N=c2nc3c(OCCC(F)(F)F)cccn3[nH]2)n1,3.55,0.03,,,453.16,1,8,5,108.1337,83.7
Cc1nsc(N2CC[C@@H](N=c3nc4c(-c5ccc(F)c(F)c5F)cccn4[nH]3)C(F)(F)C2)n1,4.3,0.0003,,,481.11,1,7,3,110.6267,74.47
Cc1nsc(N2CC3CCC(C2)C3N=c2nc3c(-c4ccc(F)c(F)c4F)cccn3[nH]2)n1,4.3,0.004,,,471.15,1,7,3,117.2767,74.47
Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,0.89,0.4435,,,397.08,1,9,5,91.1728,119.42
Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](N=C(O)/C(=N/O)c5nc(=N)s[nH]5)[C@H]4SC3)C2=O)C1,-0.54,0.84,,,690.12,5,15,8,158.8055,268.52
CC1OC(OC(O1)C)C,0.67,,,,132.08,0,3,0,31.641,27.69
Cc1onc(C(=O)N2[C@H]3CC[C@@H]2CC(Nc2cc(=O)n(C)c4cc(F)c(F)cc24)C3)c1C,3.67,0.03,,,442.18,1,6,3,114.7062,80.37
Cc1onc(C(=O)N2[C@H]3CC[C@@H]2CC(Nc2cc(=O)n(C)c4nccnc24)C3)c1C,2.18,0.05,,,408.19,1,8,3,110.3802,106.15
Cc1sc2ccccc2c1[C@@H]1C=CN=CN1,3.4,0.3,,,228.07,1,3,1,70.0707,24.39
Cc1sc2ncnc(N3CCC(C(=O)N4CC[C@H](F)C4)CC3)c2c1C,3.09,0.05,,,362.16,0,5,2,97.919,49.33
CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,2.23,0.27,0,,262.13,1,3,3,70.7867,66.48
CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CC(F)(F)C(=O)N1CCCCCCC(=O)O,3.61,0.416,,,399.22,2,3,11,102.7806,77.84
CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,3.37,0.558,,,363.24,2,3,11,102.4506,77.84
CCC([N+](=O)[O-])Cl,1.21,,,,123.01,0,2,2,26.9264,43.14
CCC(=C(C1=CC=CC=C1)C2=CC=CC=C2)CN.Cl,3.7,,,,273.13,1,1,4,85.4994,26.02
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,3.26,,,,302.01,1,3,6,73.3543,63.6
CCC(=C1C(=O)CC(CC1=O)C(=O)[O-])[O-].[Ca+2],-1.95861,,,,250.02,0,5,2,50.816,97.33
CCC(=C1C(=O)CC(CC1=O)C2=C(C=C(C=C2C)C)C)NOCC,4.46,0.169,0,,329.2,1,4,5,94.7207,55.4
CCC(=C1C(=O)CC(CC1=O)C2CCOCC2)NOC/C=C/Cl,3.69,0.3834,3.349,,341.14,1,5,6,87.6787,64.63
CCC(=C1C(=O)CC(CC1=O)CC(C)SCC)NOC/C=C/Cl,4.33,,,,359.13,1,5,9,96.3467,55.4
CCC(=CC)C(=O)NC(=O)N,0.74,,,,156.09,2,2,2,41.7741,72.19
CCC(=NO)C,0.63,,,,87.07,1,2,1,25.1865,32.59
CCC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C.[Na+],3.58,,,,392.08,0,5,5,97.9548,91.34
CCC(=O)C,0.29,0.8744,50.86,,72.06,0,1,1,20.972,17.07
CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,3.75,,,,295.19,0,2,7,92.133,20.31
CCC(=O)C=C,0.9,,,,84.06,0,1,2,25.495,17.07
CCC(=O)C=CC,1.01,,,,98.07,0,1,2,30.112,17.07
CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,1.02,,,,247.16,1,3,3,71.8138,40.54
CCC(=O)C1=C(C=C(C=C1O)O)O,1.6,,,,182.06,3,4,2,46.0579,77.76
CCC(=O)C1=CC(=CC=C1)Cl,2.4,,,,168.03,0,1,2,46.0735,17.07
CCC(=O)C1=CC=C(C=C1)Cl,2.4,,,,168.03,0,1,2,46.0735,17.07
CCC(=O)C1=CC=C(C=C1)O,2.03,,,,150.07,1,2,2,42.7283,37.3
CCC(=O)C1=CC=CC=C1,2.19,,,,134.07,0,1,2,41.0635,17.07
CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C.Cl,4.88,,,,376.14,0,4,6,109.0535,23.55
CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO)C=C1.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,3.52,,,,657.24,5,10,12,172.0405,196.22
CCC(=O)C1CC(CC=C1C)C(C)C,4.13,,,,194.17,0,1,3,60.107,17.07
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,1.32,0.3,,4935.416667,376.2,0,6,7,101.273,76.15
CCC(=O)N(C1CCN(CC1)C(C)CC2=CC=CC=C2)C3=CC=CC=C3.Cl,4.54,,,,386.21,0,2,6,115.67,23.55
CCC(=O)N(C1CCN(CC1)C(C)CC2=CC=CS2)C3=CC=CC=C3.Cl,4.29,,,,392.17,0,3,6,113.547,23.55
CCC(=O)N(C1CCN(CC1)CC(C2=CC=CC=C2)O)C3=CC=CC=C3.Cl,3.52,,,,388.19,1,3,6,112.3308,43.78
CCC(=O)N(C1CCN(CC1)CC2=CC=CC=C2)C3=CC=CC=C3.Cl,3.68,,,,358.18,0,2,5,106.208,23.55
CCC(=O)N(C1CCN(CC1)CC2=CC=CS2)C3=CC=CC=C3.Cl,3.63,,,,364.14,0,3,5,104.085,23.55
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=C(C=C3)F,4.24,,,,354.21,0,2,6,103.785,23.55
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,4.05,0.16,,13.19580078,336.22,0,2,6,103.827,23.55
CCC(=O)N(C1CCN(CC1)CCC2=CC=CS2)C3=CC=CC=C3.Cl,3.59,,,,378.15,0,3,6,108.952,23.55
CCC(=O)N(C1CCN(CC1C)CCC2=CC=CS2)C3=CC=CC=C3.Cl,3.99,,,,392.17,0,3,6,113.499,23.55
CCC(=O)N(C1CCNCC1)C2=CC=CC=C2,2.77,,,,232.16,1,2,3,70.1107,32.34
CCC(=O)N[C@H]1CC[C@H](C1)C(=O)N(C)C2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,,,4.57,,391.19,1,4,5,112.4177,75.44
CCC(=O)N1CCC(N=C(O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1,3.25,0.008,,,377.14,2,3,4,86.6625,74.16
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,3.07,0.0713,11.3,,217.01,1,1,2,55.3827,29.1
CCC(=O)NC1=CC=C(C=C1)O,0.65,,,,165.08,2,2,2,47.0275,49.33
CCC(=O)NC1=CC=CC(=C1)N,0.49,,,,164.09,2,2,2,49.7751,55.12
CCC(=O)O.CCC(=O)O.C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4,1.67,,,,496.24,6,7,6,140.1924,164.51
CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3(C2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF,4.1,0.1,,2206.724017,500.18,1,6,4,120.8678,80.67
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl,3.6,,,,484.18,1,5,4,118.0218,80.67
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,3.5,,,,466.19,1,5,4,117.7428,80.67
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H](C3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC,3.46,,,,462.24,1,6,5,118.8988,89.9
CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)CO,3.73,0.135,,,402.24,1,5,4,107.9168,80.67
CCC(=O)O[C@@]1(CCN(C[C@H]1C)C)C2=CC=CC=C2,2.83,,,,261.17,0,3,3,75.781,29.54
CCC(=O)O[C@@H]1C[C@H]2[C@@H]3CCC4=C([C@H]3CC[C@@]2([C@H]1OC(=O)CC)C)C=CC(=C4)OC(=O)CC,4.61,,,,456.25,0,6,6,122.71,78.9
CCC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,4.34,,,,210.16,0,2,2,59.4,26.3
CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,2.85,0.85,,,813.45,3,16,12,205.3044,206.05
CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.Cl,0.980546,,,,375.2,0,3,8,109.615,29.54
CCC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C.[Br-],6.75,,,,676.38,0,5,7,170.1274,55.84
CCC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)OC(=O)C)N5CCCCC5)C)C)N6CCCCC6,6.62158,,,,556.42,0,6,5,156.642,59.08
CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,4.91,,,,328.2,1,3,2,92.8948,46.53
CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)OC(=O)CC)C,6.69,,,,384.23,0,4,4,107.156,52.6
CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,4.1,3.71E-08,427,,344.24,0,3,2,96.881,43.37
CCC(=O)O[C@H]1CCC2C3CCC4([C@H](CCC4C3CCC2=C1)OC(=O)CC)C,5.01,,,,388.26,0,4,4,107.428,52.6
CCC(=O)OC(C)(C)C1CCC(=CC1)C,4.26,,,,210.16,0,2,3,61.56,26.3
CCC(=O)OC(C)(CCC=C(C)C)C=C,4.37,,,,210.16,0,2,6,63.65,26.3
CCC(=O)OC(C)C1=CC=CC=C1,3.12,,,,178.1,0,2,3,51.24,26.3
CCC(=O)OC/C=C(\C)/CCC=C(C)C,4.38,,,,210.16,0,2,6,63.672,26.3
CCC(=O)OC1(CCN(CC1)C)C2=CC=CC=C2.Cl,2.64,,,,283.13,0,3,3,78.482,29.54
CCC(=O)OCC,1.21,,,,102.07,0,2,2,26.924,26.3
