SMILES_rdkit_final,logP,Fup,Clint.invitro.[ml/min/10^6cell],Clint.invitro.[ml/min/kg],Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC3=C(C(=O)C3=O)N,1.62,,,,,356.18,2,7,8,102.2561,97.55,1.2928
C1CCN(CC1)CC2=CNC3=C2C(=O)N=CN3,0.57,,,,,232.13,2,3,2,65.8424,64.78,1.2371
C1CCN(CC1)CC2CCCCC2=O,2.17,,,,,195.16,0,2,2,57.256,20.31,2.2316
C1CCN(CC1)CC2COC3=CC=CC=C3O2,3.05,,,,,233.14,0,3,2,66.644,21.7,2.3123
C1CCN(CC1)CCC2OC(=O)C(O2)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,3.05,,,,,387.16,0,4,5,106.785,38.77,4.1275
C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,3.69,,,,,309.21,1,2,6,95.4078,23.47,4.1886
C1CCN(CC1)CCCOCCCC2=CC=C(C=C2)Cl,4.12,0.065,,,112.7864062,295.17,0,2,8,85.5,12.47,4.1652
C1CCN(CC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,2.88,,,,,375.16,1,4,6,104.3808,49.77,3.3734
C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl,4.23,,,,,365.13,0,2,6,103.228,12.47,5.3537
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)O.Cl,2.47,,,,,285.11,1,3,5,76.4353,49.77,2.6713
C1CCN(CC1)CN2CCCCC2,1.72,,,,,182.18,0,2,2,55.715,6.48,1.9157
C1CCN(CC1)N=O,0.36,,,,,114.08,0,2,1,31.219,32.67,1.1537
C1CCN[C@@H](C1)[C@H](C2=CC=CC=C2)NC(=O)C3=C(C(=CC=C3)C(F)(F)F)Cl,3.55,,,,,396.12,2,2,4,98.7449,41.13,4.972
C1CCN[C@@H](C1)C2=CN=CC=C2,0.97,,,,,162.12,1,2,1,48.8317,24.92,1.8962
C1CCN2[C@H](C1)[C@]34C[C@H]2C=CC3=CC(=O)O4,1.66,,,,,217.11,0,3,0,58.796,29.54,1.405
C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,4.61,,,,,478.25,1,4,4,137.8177,38.82,4.7432
C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4.C(=C/C(=O)O)\C(=O)O,4.59,,,,,492.26,3,5,8,140.2888,106.94,5.0217
C1CCOC(=O)C1,-0.35,,,,,100.05,0,2,0,24.81,26.3,0.7135
C1CCOC(C1)N2C=NC3=C(N=CN=C32)NCC4=CC=CC=C4,2.94,,,,,309.16,1,6,4,87.9317,64.86,3.1375
C1CCOC2(C1)CCCCO2,2.14,,,,,156.12,0,2,0,42.337,18.46,2.0837
C1CCS(=O)(=O)C1,-0.77,,,,,120.02,0,2,0,27.8878,34.14,0.195
C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,1.04,,,,,290.04,1,4,2,68.182,97.54,0.264
C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,0.57,0.6559,2.807,7.1418501,,255.05,1,5,3,62.0891,83.66,0.6879
C1CN(C(=O)N[C@@H]1O)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,-1.4,0.64,,,6.007824914,268.09,4,5,2,52.5621,102.26,-1.5665
C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-],0.95,,,,,214.02,1,5,2,49.5131,88.37,0.5809
C1CN(C(=O)N1)CCN,-1.07,,,,,129.09,2,2,2,34.0261,58.36,-1.0297
C1CN(C(=O)N1)CCO,-0.1,,,,,130.07,2,2,2,32.0575,52.57,-0.9961
C1CN(C[C@@H](N1)C(=O)O)C/C=C/P(=O)(O)O,-0.28,,,,,250.07,4,4,4,57.0506,110.1,-0.9638
C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,3.4,0.03,,,20.0050889,449.11,3,6,6,110.4787,103.37,3.4629
C1CN(C[C@@H]1O)CC2=CC=CC=C2C3=CC=C(C=C3)N4CCC5=C(C4=O)N(N=C5C(F)(F)F)C6=CC7=C(C=C6)ON=C7N,5.21,,6.75,17.174025,,588.21,2,8,5,153.7047,113.65,5.051
c1cn(-c2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncn2)cn1,0.92,0.87,,,,325.17,1,8,2,88.0587,80.46,0.9248
C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3.Cl,5.97,,,,,417.15,0,1,4,115.378,3.24,6.6122
C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)C(=O)O,3.64,,,,,374.2,2,2,7,113.672,56.33,4.9781
C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)O,3.72,,,,,346.2,2,2,6,108.3775,39.26,4.9855
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,3.49,,,,,379.17,1,4,6,107.8532,58.1,3.6784
C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC4=C(C=C3)OCCO4,2.87,,,,,337.17,0,4,5,96.6195,38.77,3.5201
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,4.2,0.02,56.23,143.065989,,263.05,0,2,2,73.589,3.24,3.9598
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,0.565565,,,,,299.03,0,2,2,80.837,3.24,4.3816
C1CN(CC2=CC(=NN=C21)NN)C(=O)C3=CC=CC=C3,1.57,,,,,269.13,2,5,2,74.7286,84.14,0.9607
C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,6.22,,,,,523.17,1,2,7,129.9018,23.47,7.5327
C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F.Cl,4.24,,,,,445.14,1,3,6,108.2273,40.54,5.2128
C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,3.87,,,,,419.09,1,3,6,103.6773,40.54,4.5347
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4.29,0.1784,5.062,12.8792466,54.32412791,375.14,1,3,6,100.9873,40.54,4.4256
C1CN(CCC1(C2=CC=C(C=C2)F)O)[C@@H]3COC4=C([C@@H]3O)C=CC(=C4)O,1.9,,,,,359.15,3,5,2,93.4534,73.16,2.3093
C1CN(CCC1=CC2=CC(=CC=C2)OC3=NC=C(C=C3)C(F)(F)F)C(=O)NC4=NN=CC=C4,4.13,,2.7,6.86961,,455.16,1,5,4,115.5897,80.24,5.394
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,3.3,,,,,379.19,1,5,3,106.6887,54.04,2.2549
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,3.03,,,,,395.2,1,4,6,110.3002,52.65,3.2171
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,5.86,,,,,475.24,1,3,7,134.2127,35.58,5.3054
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCOC4=CC=C(C=C4)F,3.68,,,,,383.2,1,4,6,106.8477,44.81,3.0231
C1CN(CCC12NC(=O)CS2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl.Cl,4.32,,,,,481.08,1,5,4,129.8937,35.58,5.4097
C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCCC(=O)C3=CC=C(C=C3)F,4.32,,,,,371.17,0,3,7,99.859,37.38,4.5226
C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,3.28,0.055,52.96,134.746128,62.54058442,395.16,1,5,5,108.7232,75.17,2.4238
C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=S.Cl,2.66,,,,,447.12,1,5,5,120.5352,58.1,4.21489
C1CN(CCC1C(=O)O)C2=C(C=C(C=C2)F)NC(=O)NC(=O)C3=CC(=C(C=C3Cl)F)F,1.73,,,,,455.09,3,4,4,106.8257,98.74,4.0202
C1CN(CCC1C=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CCCCCCCCC4=CN=CC=C4,6.79,,,,,480.31,0,2,12,149.527,33.2,7.7253
C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4,3.55,,,,,362.2,1,3,4,104.9467,49.41,3.2732
C1CN(CCC1C2=C(C(=NN2)C3=C(C=C(C=C3)Cl)F)C4=NC=NC=C4)C(=O)CO,1,,3,7.6329,,415.12,2,5,4,105.6585,95,3.0245
C1CN(CCC1C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4)C(=O)CO,1.39,,2.362,6.0096366,,397.13,2,5,4,105.7005,95,2.8854
C1CN(CCC1C2=CC=CC(=C2)CN)C(=O)C3=CC=C(O3)C#CC4=CC=CC=C4F,4.13,,,,,402.17,1,3,3,113.2999,59.47,4.297
C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,4.55,,,,,440.18,1,3,5,121.6297,40.51,4.6276
C1CN(CCC1CC2=CC=C(C=C2)F)CC(C3=CC=C(C=C3)Cl)O,3.53,,,,,347.15,1,2,5,95.6798,23.47,4.4672
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,4.24,0.0385,5.31,13.510233,,402.14,1,4,6,107.3781,66.31,3.3225
C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,1.37,,,,,247.06,1,3,1,65.9174,42.15,2.0843
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,3.9,0.082,19.08,48.545244,,425.16,2,5,5,119.4554,78.82,3.3532
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,3.9,,,,,381.19,1,4,6,107.2342,58.1,3.7687
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,6.3,0.0016,96.82,246.339126,,461.23,1,3,7,131.1467,41.03,5.857
C1CN(CCC1N2C3=CC=CC=C3NC2=S)CCCC(=O)C4=CC=C(C=C4)F,3.41,,,,,397.16,1,4,6,111.7982,41.03,5.13799
C1CN(CCC1N2CC3=CC=CC=C3NC2=O)C(=O)N[C@H](CC4=CC(=C(C(=C4)Br)O)Br)C(=O)N[C@@H](CCCCN)C(=O)N5CCN(CC5)C6=CC=NC=C6,4.22,,,,,867.21,5,8,12,212.9953,176.47,4.4076
C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,6.04,0.002,,,,693.28,2,3,10,179.3819,61.44,8.3821
C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,3.52,,,,,365.16,1,5,4,105.0258,50.5,4.00778
C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],-7.7,1,,,0.166985912,559.09,1,11,8,88.4168,170.65,-6.4577
C1CN(CCN1)C(=O)C2=CC=CO2,0.22,,,,,180.09,1,3,1,47.4812,45.48,0.325
C1CN(CCN1)C(=S)S,0.48,,,,,162.03,2,2,0,46.0267,15.27,0.1063
C1CN(CCN1)C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,2.71,,,,,288.14,1,2,3,79.0857,15.27,2.9594
C1CN(CCN1)C2=C3C(=CC=C2)OCCO3.Cl,0.99,,,,,256.1,1,4,1,69.7627,33.73,1.2892
C1CN(CCN1)C2=CC(=CC=C2)Cl,2.11,,,,,196.08,1,2,1,56.5347,15.27,1.7496
C1CN(CCN1)C2=CC=CC=C2,1.1,,,,,162.12,1,2,1,51.5247,15.27,1.0962
C1CN(CCN1)C2=CC=CC=C2Cl,2.13,,,,,196.08,1,2,1,56.5347,15.27,1.7496
C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,2.04,,,,,329.14,3,5,3,91.2373,102.76,1.3562
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,3.6,,,,,313.1,1,4,0,88.6077,36.86,3.4292
C1CN(CCN1)CC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,,,4.46,11.347578,,401.22,2,3,5,112.5369,44.37,3.6914
C1CN(CCN1)CCN,-0.7,,,,,129.13,2,3,2,38.3641,41.29,-1.1497
C1CN(CCN1)CCO,-0.74,,,,,130.11,2,3,2,36.3955,35.5,-1.1161
C1CN(CCN1)N=O,0.18,,,,,115.07,1,3,1,30.2377,44.7,-0.427
C1CN(CCN1)S(=O)(=O)C2=C(C=CC(=C2O)NC(=O)NC3=C(C(=CC=C3)F)Cl)Cl,0.16,,3,7.6329,,462.03,4,5,4,108.7967,110.77,3.076
C1CN(CCN1C(=O)CCBr)C(=O)CCBr,0.42,,,,,353.96,0,2,4,69.982,40.62,1.2272
C1CN(CCN1C(C(Cl)(Cl)Cl)NC=O)C(C(Cl)(Cl)Cl)NC=O,2.2,,,,,431.92,2,4,6,89.7014,64.68,1.4886
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,5.78,,,,,404.21,0,2,6,118.132,6.48,5.3852
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,5.77,,,,,368.23,0,2,6,118.216,6.48,5.107
C1CN(CCN1C[C@H](COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5[C@H]6[C@H](C6(F)F)C7=CC=CC=C47.Cl.Cl.Cl,5.48,,,,,635.17,1,5,6,168.1578,48.83,6.4768
C1CN(CCN1CC(CO)O)C2=CC=CC=C2,1.47,,,,,236.15,2,4,4,68.1876,46.94,0.1618
C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,4.51,0.01,,,179.8425367,434.16,1,4,5,113.6708,26.71,4.6017
C1CN(CCN1CC2=CC=C(C=C2)C3=C(C=C(C=C3)C(C(F)(F)F)(C(F)(F)F)O)F)CC4=CC=NC=C4,,,8.71,22.160853,,527.18,1,4,6,122.6338,39.6,5.5177
C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4O3,2.47,,,,,320.15,0,3,3,93.8365,36.69,3.3908
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl,3.19,,,,,424.1,0,5,5,108.617,51.24,3.2137
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,1.66,,,,,298.14,0,6,3,82.087,50.72,1.5275
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,3.9,,,,,459.16,0,6,4,128.435,45.25,4.3624
C1CN(CCN1CCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,3.23,,,,,451.15,1,5,5,113.7378,47.02,3.8347
C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,3.76,0.0012,,,408.3806818,412.11,1,5,4,115.7627,48.47,3.809
C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,2.73,0.0607,7.06,17.962758,,465.16,1,7,6,129.3374,84.46,2.6003
C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,3.3,,,,,327.17,0,4,6,92.8545,36.44,3.0058
C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,5.14,,,,,475.21,1,4,6,136.7177,35.58,5.2394
C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,3.5,0.03,,,127.0836789,441.22,2,5,7,129.3366,102.29,4.02958
C1CN(CCN1CCCCl)C2=CC(=CC=C2)Cl.Cl,0.14,,,,,308.06,0,2,4,82.69,6.48,3.5127
C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4,2.03,,,,,401.15,0,7,6,104.5833,86.71,1.2235
C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,5.36,0.002,,,15812.5,433.18,1,5,7,129.7757,48.57,4.724
C1CN(CCN1CCCN)CCCN,-1.43,,,,,200.2,2,4,6,60.2228,58.52,-0.6984
C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,3.33,,,,,435.18,1,4,6,127.8968,29.95,4.1521
C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,4.4,,,,,426.24,1,4,7,129.9157,44.27,4.1269
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,4.36,0.04,7.399,18.8252757,158.4517045,437.17,1,5,6,113.5978,29.95,4.3081
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,4.2,0.07,,,,403.15,1,5,6,113.6058,29.95,3.9427
C1CN(CCN1CCCN2C3=CC=CC4=C3C(=CC=C4)S2(=O)=O)C5=CC=C(C=C5)F,4.17,,,,,425.16,0,4,5,118.1498,43.86,3.6999
C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl,5.27,0.01,,,6598.360656,534.21,0,6,6,155.429,38.74,5.4241
C1CN(CCN1CCO)C(=O)CN2C3=C(C=CC(=C3)Cl)SC2=O.Cl,1.04,,,,,391.05,1,6,4,98.4488,65.78,1.2747
C1CN(CCN1CCO)CCO,-0.64,,,,,174.14,2,4,4,47.0516,46.94,-1.4114
C1CN(CCN1CCO)CCS(=O)(=O)[O-].[Na+],-0.83,,,,,260.08,1,6,5,54.53,83.91,-4.8545
C1CN(CCN1CCOCC(=O)N)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,2.45,,,,,459.12,1,4,8,122.2594,58.8,3.3925
C1CN(CCN1N=O)N=O,-0.85,,,,,144.06,0,4,2,34.736,65.34,-0.0332
C1CN(NC1=O)C2=CC=CC=C2,0.89,,,,,162.08,1,2,1,46.5477,32.34,0.9279
C1CN(P(=O)(OC1)NCCCl)CCCl,0.86,1,,,,260.02,1,2,5,59.1912,41.57,1.884
C1CN[C@@H](C[C@@H]1CP(=O)(O)O)C(=O)O,0.29,,,,,223.06,4,3,3,49.0616,106.86,-0.3831
C1CN=C(N1)C2=CC3=CC=CC=C3C=C2.C(=O)(C(=O)O)O,2.64,,,,,286.1,3,4,1,78.6263,98.99,1.3452
C1CN=C(N1)C2COC3=CC=CC=C3O2,1.63,,,,,204.09,1,4,1,56.6577,42.85,0.8281
C1CN=C(N1)CC2=CC=CC=C2.Cl,2.65,,,,,196.08,1,2,2,57.6987,24.39,1.6526
C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl,2.88,,,,,301.13,1,3,5,91.4867,27.63,3.1167
C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl.Cl,1.96,,,,,280,3,4,1,72.0498,62.44,2.3685
C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,2.13,0.7,,,,253.02,2,6,1,66.3524,62.2,1.7158
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,2.22,,,,,291.01,2,5,1,71.1654,62.2,1.7634
C1CN1CCC(=O)OCC(CO)(COC(=O)CCN2CC2)COC(=O)CCN3CC3,-0.7,,,,,427.23,1,10,16,105.5668,108.16,-1.2882
C1CN1P(=S)(N2CC2)N3CC3,0.53,0.9,,,,189.05,0,1,3,49.004,9.03,0.1577
C1CN1P2(=NP(=NP(=N2)(N3CC3)N4CCOCC4)(N5CC5)N6CC6)N7CC7,1.54,,,,,431.16,0,10,6,108.301,64.6,1.7488
C1CN2C(=O)[C@@H](N=C(C3=CC(=CC1=C32)N)C4=CC=CC=C4)NC(=O)C5=CN=CC=C5,2.3,0.198,,,,397.15,2,5,3,114.4836,100.68,2.16
C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75.C1=CC=C(C=C1)CCl,1.43,,,,,460.19,0,3,1,129.408,32.78,4.5179
C1CN2CCC1/C(=C(/COC3=CC4=C(C=C3)C5=CC=CC=C5N4)\F)/C2.Cl,4.33,,,,,372.14,1,2,3,105.8457,28.26,5.0709
C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(C=C3)OCCO4,1.84,1,3.688,9.3833784,,288.15,1,4,2,77.8502,50.8,1.2818
C1CN2CCC1[C@H](C2)NC(=O)C3=NC=C4C(=C3)C=CO4,0.93,0.9917,,,,271.13,1,4,2,74.4272,58.37,1.6518
C1CN2CCC1C(C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,3.4,,,,,293.18,1,2,3,88.5368,23.47,3.2643
C1CN2CCC1C(C2)OC(=O)C3=CC=CC=C3,2.36,,,,,231.13,0,3,2,64.8095,29.54,1.9376
C1CN2CCC1N(CC2)C(=O)OC3=CC=C(C=C3)Br,3.28,,,,,324.05,0,3,1,76.334,32.78,2.7279
C1CNC(=O)N1,-1.1,,,,,86.05,2,1,0,21.4014,41.13,-0.7008
C1CNC(=S)N1,-0.66,,,,,102.03,2,1,0,28.6034,24.06,-0.5359
C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,3.37,0.06,,,,329.14,1,4,4,88.1777,39.72,3.3265
C1CNC2=CC=CC=C21,2.05657,,,,,119.07,1,1,0,38.6357,12.03,1.6546
c1cnc2c(=Nc3ccc4c(C5CC5)n[nH]c4c3)[nH][nH]c2c1,3.46,0.031,,,,290.13,3,3,2,83.7361,85.51,2.8771
c1cnc2c(=Nc3ccc4c(C5CC5)nsc4c3)[nH][nH]c2c1,4.19,0.009,,,,307.09,2,4,2,87.2624,69.72,3.6105
c1cnc2c(=Nc3ccc4c(C5CCC5)noc4c3)[nH][nH]c2c1,4.11,0.026,,,,305.13,2,4,2,86.2684,82.86,3.5321
c1cnc2c(=Nc3ccc4c(C5CCCC5)noc4c3)[nH][nH]c2c1,4.5,0.01,,,,319.14,2,4,2,90.8854,82.86,3.9222
C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,2.39,0.12,,,,305.08,4,4,1,81.3051,72.72,2.7344
C1CNCC2=C1C(=O)NO2,-0.36,,,,,140.06,2,3,0,34.7394,58.03,-0.3864
C1CNCC2=CC=CC=C21,1.93,,,,,133.09,1,1,0,41.8527,12.03,1.3323
C1CNCCC1(C2=CC=C(C=C2)Cl)O,2.23,,,,,211.08,2,2,1,57.4525,32.26,1.911
C1CNCCC1(C2=CC=CC=C2)O,0.84,,,,,177.12,2,2,1,52.4425,32.26,1.2576
C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O,2.86,,,,,267.16,2,2,3,81.4765,32.26,2.9221
C1CNCCC1CCC2=CNC3=CC=CC=C32.Cl,2.47,,,,,264.14,2,1,3,79.4614,27.82,3.5219
C1CNCCC1N2C3=C(C=C(C=C3)Cl)NC2=O,2.09,,,,,251.08,2,3,1,68.7094,49.82,1.9075
C1CNCCC1N2C3=CC=CC=C3NC2=O,1.14,,,,,217.12,2,3,1,63.6994,49.82,1.2541
C1CNCCC1SC2=NC(=CC=C2)Cl,3.18,,,,,228.05,1,3,2,60.9957,24.92,2.5791
C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,-0.43,0.42,,,0.245585196,502.45,6,8,4,152.6822,78.66,0.4158
c1cnn2ncc(-c3cc[nH]c(=NCCCN4CCOCC4)n3)c2c1,1.32,0.6,,,,339.18,1,7,5,92.8747,83.7,0.7424
c1cnn2ncc(-c3ccnc(N=c4cc[nH]cc4)n3)c2c1,2.32,0.59,,,,289.11,1,6,2,80.0287,84.12,1.7468
C1CO[C@@H]([C@H](O1)Cl)Cl,1.26,,,,,155.97,0,2,0,31.186,18.46,1.163
C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],-0.04,,,,,225.04,0,6,3,51.0104,98.18,0.9739
C1COC(=O)O1,-0.75,,,,,88.02,0,3,0,17.3,35.53,0.1532
C1COC(C(O1)O)O,-1.47,,,,,120.04,2,4,0,23.9176,58.92,-1.33
c1coc(CN=c2[nH]cnc3[nH]ccc23)c1,2.16,0.871,,,,214.09,2,3,2,58.4194,69.97,1.5849
c1coc(CN=c2[nH]cnc3cc[nH]c23)c1,2.16,0.871,,,,214.09,2,3,2,58.4194,69.97,1.5849
c1coc(CN=c2[nH]cnc3ccsc23)c1,2.9,0.871,,,,231.05,1,4,2,61.9457,54.18,2.3183
c1coc(CNc2nccc3nc[nH]c23)c1,2.16,0.871,,,,214.09,2,4,3,59.9234,66.74,2.163
c1coc(CNc2ncnc3c[nH]nc23)c1,1.56,0.871,,,,215.08,2,5,3,57.7184,79.63,1.558
C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,2.32,,,,,299.02,0,5,3,70.066,49.17,2.4847
C1COC(O1)CON=C(C2=CC=C(C=C2)Cl)C(F)(F)F,2.9,,,,,309.04,0,4,4,65.688,40.05,2.9959
C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,1.66,0.138,,,7.231901144,450.14,4,7,6,113.2722,108.61,1.6134
C1COC1=O,-0.72,,,,,72.02,0,2,0,15.576,26.3,-0.0667
C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,3.2,,,,,348.04,1,3,1,89.8387,41.57,3.4788
C1COC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F,0.78,,,,,236.06,2,3,0,54.8644,67.43,0.6429
C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,1.97,0.06,,,8.935231228,435.07,1,6,5,108.8912,88.18,2.5199
C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F,2.38,0.145,2.27,5.775561,,410.09,3,6,6,95.9507,113.96,1.9509
C1COCCC1C(=O)NC2=NC=CC(=C2)C3=CC(=NC=C3)NC4=CC=C(C=C4)F,,,14.79,37.630197,,392.16,2,5,5,109.3234,76.14,4.3914
