,SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit,logP_rdkit
14238,Nc1cc(C(F)(F)F)ccc1S,1.99,,,,193.02,2,2,0,43.10840000000001,26.02,2.5763000000000003
14239,Nc1ccccc1S(=O)(=O)c1ccccc1,2.11,,,,233.05,1,3,2,62.748200000000026,60.160000000000004,2.1016
14240,Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1,2.03,,,,332.1,2,4,9,83.92090000000003,89.25999999999999,1.5788200000000001
14241,O=Cc1cc2ccccc2o1,2.31,,,,146.04,0,2,1,41.601500000000016,30.21,2.2453000000000003
14242,CC(C)N(CCCl)C(C)C,2.67,,,,163.11,0,1,4,47.69800000000003,3.24,2.3440000000000003
14243,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.01,,,,376.2,2,4,1,98.53260000000003,74.6,2.923300000000001
14244,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,4.28,,,,304.17,0,4,6,81.72000000000004,52.6,2.7432000000000007
14245,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,5.81761,,,,276.21,0,2,9,85.15900000000005,26.3,4.517800000000004
14246,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],4.48,,,,340.99,0,5,4,80.97190000000005,78.67,4.480500000000003
14247,CC(C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,-1.31,,,,976.38,14,24,18,227.43319999999954,391.20000000000005,-5.225199999999981
14248,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1,0.05,,,,490.07,2,11,9,115.53849999999998,156.60999999999999,-0.044899999999998386
14249,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,1.09,,,,220.04,0,6,3,46.916000000000025,78.9,0.24439999999999973
14250,O=C(CCl)c1ccc(Cl)cc1Cl,2.88,,,,221.94,0,1,2,51.51250000000002,17.07,3.414900000000001
14251,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.82,0.06539,19.53,,313.04,0,7,7,73.58200000000002,58.4,3.1887000000000016
14252,CCCCCC=CCC1CC(=O)OC1=O,2.59,,,,210.13,0,3,6,57.10500000000003,43.370000000000005,2.6027000000000005
14253,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0.39,,,,272.08,2,6,5,66.6381,113.57,0.7990200000000001
14254,NCCCOCCOCCOCCCN,0.27,,,,220.18,2,5,12,59.79980000000004,79.73,-0.2661999999999983
14255,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,3.36,,,,296.08,2,3,3,70.66000000000001,62.22,3.850620000000002
14256,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,4.48,,,,314.19,1,3,1,88.37480000000005,46.53,3.8289000000000026
14257,COc1ccc(C2Sc3ccccc3NC(=O)C2O)cc1,2.97,,,,301.08,2,4,2,82.67050000000003,58.56,2.8415999999999997
14258,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,5.07,,,,497.89,0,0,6,49.611,0.0,6.348200000000002
14259,NC(C(=O)O)C1CC(Cl)=NO1,-0.7,,,,178.01,2,4,2,38.38920000000001,84.91000000000001,-0.26049999999999995
14260,Oc1ccc(C2(c3ccc(O)c(C4CCCCC4)c3)CCCCC2)cc1C1CCCCC1,7.82,,,,432.3,2,2,4,131.73060000000004,40.46,8.443400000000006
14261,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2,3.7,,,,405.14,1,6,4,109.10480000000005,49.769999999999996,4.2401000000000035
14262,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,3.45,,,,232.03,1,2,2,62.991300000000024,37.3,3.276600000000001
14263,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,4.36,0.01,,9.210449674,318.07,1,3,5,83.66930000000005,63.60000000000001,3.8130000000000033
14264,C1CS1,1.71,,,,60.0,0,1,0,17.325,0.0,0.7332000000000001
14265,N#CN,-0.82,,,,42.02,1,2,0,9.8004,49.81,-0.57382
14266,CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,3.97,0.7388,,,312.14,0,4,6,87.23000000000005,52.6,3.726600000000003
14267,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,5.32,,,,552.18,0,8,12,149.3309999999997,105.20000000000002,5.400800000000006
14268,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)C(O)c4ccccc4)C3SC2)s1,1.5,,,,478.04,3,9,7,116.4563,132.71999999999997,1.4108200000000002
14269,O=S(=O)([O-])c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)[O-].[Na+].[Na+],4.75464,,,,960.24,8,22,22,236.17639999999963,327.26,-3.400399999999994
14270,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,3.76,,,,361.11,2,3,7,96.27400000000006,75.63,3.554500000000001
14271,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,2.73,,,,310.14,1,5,10,81.14930000000005,82.06,2.930200000000001
14272,Cc1cccc2sc3nncn3c12,1.7,,,,189.04,0,4,0,53.10700000000001,30.19,2.25242
14273,COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,4.66,0.01,1.4,,380.09,1,4,4,106.21480000000001,64.35,4.776220000000003
14274,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,2.8,,,,404.14,4,4,7,111.538,115.73000000000002,3.0702000000000016
14275,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,2.47,,,,320.15,0,3,3,93.83650000000004,36.690000000000005,3.3908000000000023
14276,CC=CC=O,0.68,,,,70.04,0,1,1,20.877999999999993,17.07,0.7614000000000001
14277,CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,0.84,,,,206.03,0,4,1,49.520400000000016,80.52000000000001,0.8206
14278,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,2.41,,,,290.16,1,4,5,81.31920000000004,58.64,2.2877
14279,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,5.69,,,,627.81,2,4,8,120.97360000000003,58.92,5.804700000000005
14280,Cc1cc(C2CCCCC2)n(O)c(=O)c1,3.37,,,,207.13,1,3,1,58.44950000000003,42.230000000000004,2.4417199999999992
14281,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,4.56,0.05,,,491.2,2,6,7,136.32019999999991,105.97999999999999,4.138760000000002
14282,O=C(O)C1(C(=O)O)CCC1.[NH2-].[NH2-].[Pt+2],0.1,1.0,,,371.04,2,2,2,42.12440000000001,141.6,1.7575999999999996
14283,CC1=Nc2ccc3ccccc3c2C1(C)C,3.83,,,,209.12,0,1,0,69.74300000000004,12.36,4.2234000000000025
14284,CCC=CCCOC(=O)C(C)C,3.54,,,,170.13,0,2,5,49.845000000000034,26.3,2.541900000000001
14285,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.8,5.11e-08,3.48,,526.98,1,2,9,63.28049999999999,46.17,4.892600000000002
14286,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,2,0.06,0.7,754.7529322,318.07,3,4,5,82.65570000000004,95.5,2.0060000000000002
14287,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,9.42,,,,642.4,2,7,12,186.89859999999933,93.06,8.672800000000006
14288,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,2.7,,,,316.16,1,6,8,82.77950000000004,84.42,1.74462
14289,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,2.84,,,,330.09,2,4,6,89.46740000000003,74.60000000000001,3.387600000000002
14290,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,-0.15,,,,247.02,3,5,4,52.85940000000002,116.95,0.5174199999999998
14291,COc1c(Br)cc(Br)c(C)c1Br,4.48,,,,355.8,0,1,1,60.83100000000002,9.23,4.291120000000001
14292,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC,6.6,,,,356.29,0,4,17,102.49900000000008,52.6,5.962500000000007
14293,Cc1nnc(-c2ccccc2)c(=O)n1N,0.83,0.693,0.0,,202.09,1,5,1,56.615400000000015,73.8,0.3275199999999999
14294,COc1ccc(C(=O)c2ccc(O)cc2)c(OC)c1,2.76,,,,258.09,1,4,4,71.08530000000003,55.760000000000005,2.6404000000000005
14295,CCc1cccc2c(CCO)c[nH]c12,2.97,,,,189.12,2,1,3,58.46650000000003,36.019999999999996,2.2650999999999994
14296,Brc1ccc(Oc2ccc(Br)cc2Br)cc1,5.93977,,,,403.8,0,1,2,76.058,9.23,5.766400000000002
14297,COC(=O)CCSCCC(=O)OC,1.11,,,,206.06,0,5,6,50.59100000000003,52.60000000000001,0.8457999999999999
14298,COc1ccc(Nc2ccccc2)c(C)c1,3.15,,,,213.12,1,2,3,67.45570000000004,21.259999999999998,3.747220000000002
14299,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.12,,,,234.2,1,1,1,74.88480000000006,20.23,4.549600000000004
14300,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,8.15,,,,400.33,2,2,6,122.57860000000008,40.46,6.589800000000009
14301,CC(C)NC(=O)NC(C)C,1.03,,,,144.13,2,1,2,41.939400000000006,41.13,1.1023999999999998
14302,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68,,141.0,,371.94,0,4,7,81.76150000000004,35.53,5.7691000000000034
14303,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,-0.67,,,,440.01,2,12,7,98.1345,156.08999999999997,-0.9444999999999995
14304,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,4.17,,,,263.17,0,1,6,84.43900000000005,23.79,5.348080000000005
14305,CC(C)N(c1ccccc1)C(C)C,3.85,,,,177.15,0,1,3,59.19300000000005,3.24,3.309800000000002
14306,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0.33,0.55,,3.13010343,194.08,2,4,2,51.265400000000014,83.54,-0.17710000000000065
14307,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(C=Cc3ccc(C(=O)O)cc3)cc21,6.75,0.01,,213.3521032,414.23,1,3,5,125.38630000000006,55.120000000000005,6.149000000000006
14308,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,1.87,,,,222.14,0,4,3,60.637000000000036,58.86,2.2430000000000003
14309,Nc1ncnc2c1ncn2C1CCC(CO)O1,-0.25,,,,235.11,2,7,2,59.965200000000024,99.08000000000001,0.07839999999999986
14310,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,2.83,0.6,,,343.09,2,4,7,85.22760000000004,67.59,2.1115
14311,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,1.77,,,,257.05,1,4,3,63.647200000000026,64.63,2.0936
14312,COC(=O)c1ccc(NC(C)=O)cc1OC,1.38,,,,223.08,1,4,3,58.63720000000003,64.63,1.4402
14313,CCOC(=O)CC(=O)C(=O)OCC,0.33,,,,188.07,0,5,5,42.890000000000015,69.67,0.07180000000000009
14314,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,5.27,0.01,,6598.360656,534.21,0,6,6,155.4289999999997,38.74,5.4241000000000055
14315,Cc1ccc(S(=O)(=O)N=C=O)cc1,0.8,,,,197.01,0,3,2,46.48630000000002,63.57,1.01952
14316,OC1(c2ccccc2)CCNCC1,0.84,,,,177.12,2,2,1,52.44250000000003,32.26,1.2575999999999998
14317,CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,3.22,,,,313.06,0,3,2,79.47250000000004,29.54,3.775400000000003
14318,C=CC(=O)OCCOCCOC(=O)C=C,0.58,,,,214.08,0,5,8,53.13100000000003,61.830000000000005,0.4613999999999998
14319,NC(COP(=O)(O)O)C(=O)O,-2.35,,,,185.01,4,4,4,33.607299999999995,130.07999999999998,-1.4924000000000002
14320,NCCNCCNCCNCCNCCN,0.220101,,,,232.24,6,6,13,69.58760000000002,100.16,-2.7377999999999965
14321,O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,4.12,,,,458.19,4,5,11,110.94020000000005,107.22000000000001,3.560400000000003
14322,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,2.43,0.00942,1.05,,308.04,2,5,4,74.34790000000002,100.9,1.8785
14323,CCCC1CCC(=O)CC1,2.53,,,,140.12,0,1,2,41.87300000000001,17.07,2.5458000000000007
14324,CC(C)(C)NCCNC(C)(C)C,2.86,,,,172.19,2,2,3,55.51140000000004,24.06,1.7625999999999995
14325,Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c1=O,5.95019,,,,699.42,3,9,6,205.37039999999934,126.69000000000003,7.176420000000011
14326,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.04,,,,480.16,0,4,11,98.81800000000008,82.38,4.892600000000005
14327,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,9.17654,,,,712.58,0,3,18,224.48699999999897,35.53,14.571659999999968
14328,O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,2.78,0.23,23.62,,379.19,4,4,9,109.77070000000003,88.59,2.7235000000000005
14329,Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1,2.49,0.1,,,349.18,4,3,7,103.85160000000005,77.15,3.3272200000000014
14330,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],5.2,0.0,7.214,,281.14,1,5,6,77.21750000000003,98.31,3.720340000000003
14331,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,3.35,,,,305.2,2,3,9,88.95150000000004,58.56,3.789600000000003
14332,S=C=Nc1ccc(N=C=S)cc1,3.3,,,,191.98,0,4,2,55.814000000000014,24.72,3.1552000000000007
14333,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.42,,,,587.23,0,5,17,129.22860000000009,91.19,6.853200000000007
14334,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.38,,,,559.2,0,5,15,119.99460000000009,91.19,6.073000000000007
14335,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.3,,,,531.17,0,5,13,110.76060000000008,91.19,5.292800000000005
14336,NCCC(O)(P(=O)(O)O)P(=O)(O)O,-1.35,0.7,,0.651509705,235.0,6,4,4,42.70940000000002,161.30999999999997,-1.6633000000000002
14337,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,5.15,,,,538.14,0,10,23,140.2099999999999,55.38000000000001,6.541200000000007
14338,CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,2.58,0.325,,13.13785225,679.41,4,8,13,180.5892999999995,179.56,2.4459000000000035
14339,CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C,3.46,,,,366.11,1,5,6,98.24020000000004,72.63,3.2182200000000014
14340,O=C(O)C=C(CC(=O)O)C(=O)O,-0.22,,,,174.02,3,3,4,35.60739999999999,111.89999999999999,-0.44329999999999964
14341,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,0.846634,,,,423.13,0,12,12,102.69000000000005,144.9,-1.640699999999996
14342,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,1.15,,,,221.11,2,3,4,61.64900000000003,66.4,2.3334
14343,CC(=O)c1ccc(O)c(C(N)=O)c1,0.57,,,,179.06,2,3,2,46.62920000000001,80.38999999999999,0.6937000000000002
14344,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,4.02,,,,329.95,1,4,5,77.34430000000003,63.6,3.7493000000000016
14345,O=C(c1ccco1)N1CCNCC1,0.22,,,,180.09,1,3,1,47.48120000000002,45.480000000000004,0.325
14346,CC(C)OCC1CO1,0.59,,,,116.08,0,2,3,30.82799999999998,21.759999999999998,0.8102
14347,CCc1ncnc2cc(OC)c(OC)cc12,2.27,,,,218.11,0,4,3,62.02000000000004,44.24000000000001,2.2093999999999996
14348,O=[N+]([O-])c1ccc(O)c2ncccc12,1.99,,,,190.04,1,4,1,50.062200000000026,76.26,1.8485999999999996
14349,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,2.84,,,,342.07,0,5,2,94.14600000000002,43.07,4.2040200000000025
14350,CCCCCCOc1ccc(N)cc1,3.63,0.0252,79.3,,193.15,1,2,6,60.49140000000004,35.25,3.227900000000001
14351,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21,1.23,,,,481.13,2,8,5,122.08360000000002,128.03,1.6458999999999995
14352,O.O=P([O-])([O-])OCC(O)CO.[Ca+2],-2.56896,,,,227.97,2,6,4,36.0189,144.38,-4.020599999999999
14353,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,-0.86,0.84,,,253.12,4,7,5,64.83970000000002,130.05,-1.3073
14354,O=P1(N(CCCl)CCCl)NC(OO)CCO1,1.2,,,,292.01,2,4,6,61.82600000000003,71.03000000000002,1.6997
14355,CC(NN)c1ccccc1,0.86,,,,136.1,2,2,2,42.18010000000001,38.05,1.2109
14356,C=CCCCCCCC=O,3.26093,,,,140.12,0,1,7,43.96300000000002,17.07,2.711900000000001
14357,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,6.19852,,,,439.76,0,0,0,86.24000000000001,0.0,5.900100000000001
14358,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,1.75,,,,348.2,3,5,7,98.10770000000005,83.58000000000001,2.860900000000001
14359,NNc1cc2c(nn1)CCN(C(=O)c1ccccc1)C2,1.57,,,,269.13,2,5,2,74.72860000000001,84.13999999999999,0.9606999999999994
14360,CCNC(=O)C1CC(C)CCC1C(C)C,3.89,,,,211.19,1,1,3,63.51670000000005,29.1,2.8309000000000015
14361,CCC(O)C(C)(C)C,1.94,,,,116.12,1,1,1,35.75279999999999,20.23,1.8034
14362,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)O)c1,0.83,,,,274.01,1,6,3,58.93560000000002,106.97000000000001,0.5065
14363,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,3.59,,,,290.18,0,2,0,90.84000000000005,16.130000000000003,3.7077000000000027
14364,C=C1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,-0.51,,,,442.14,4,9,2,108.07830000000001,175.29999999999998,-1.6914999999999976
14365,COc1cc2c(cc1OC)C(c1ccccc1)CN(C)CC2,3.63,,,,297.17,0,3,3,89.03200000000005,21.700000000000003,3.3236000000000017
14366,NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,2.67,0.12,,5.73743803,1046.5,9,11,17,288.4667,281.19999999999993,3.3685000000000116
14367,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.98,0.333,0.0,3525.297619,253.11,3,7,1,73.8012,129.62,0.8334000000000001
14368,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,4.35,0.05,,,440.19,0,5,7,125.23900000000006,45.92,4.649940000000004
14369,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,2.88,0.02,12.07,,360.13,0,7,5,93.78540000000004,108.1,2.7792000000000012
14370,O=Cc1cccc(Oc2ccccc2)c1,3.38,,,,198.07,0,2,3,58.34550000000003,26.3,3.291400000000001
14371,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7,0.00458,19.7,,349.17,0,4,5,98.45600000000006,59.32000000000001,5.268980000000004
14372,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.95,,,,375.18,0,4,6,107.59600000000005,59.32000000000001,5.825180000000005
14373,Clc1ccccc1N1CCNCC1,2.13,,,,196.08,1,2,1,56.53470000000003,15.27,1.7495999999999994
14374,OC1(c2ccc(Cl)cc2)CCNCC1,2.23,,,,211.08,2,2,1,57.45250000000003,32.26,1.9109999999999998
14375,O=CC=Cc1ccco1,1.15,,,,122.04,0,2,2,33.806000000000004,30.21,1.4917
14376,CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1.78,0.25,,,519.34,4,5,8,139.01549999999995,150.70000000000002,1.7112000000000023
14377,CCOC(=O)c1ccc(O)c(O)c1,0.94,,,,182.06,2,4,2,45.728100000000026,66.76,1.2744999999999997
14378,CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.O.O.[Cr].[Cr].[Cr],0.06,,,,611.99,7,7,0,100.39620000000005,324.09999999999997,-1.020599999999999
14379,CCOC(=O)C(C)(C)C,2.26,,,,130.1,0,2,1,36.087999999999994,26.3,1.5956000000000001
14380,O.O=C([O-])CC([S-])C(=O)[O-].[Au+].[Na+].[Na+],1.14,,,,407.93,0,5,3,29.397799999999993,111.75999999999999,-10.027400000000002
14381,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,2.5,,,,269.97,0,4,2,49.762800000000006,86.28,3.1752000000000002
14382,O=C(Cl)c1ccccc1F,2.26,,,,157.99,0,1,1,36.583500000000015,17.07,2.2047
14383,Clc1ccnc(Cl)n1,1.06,,,,147.96,0,2,0,32.052,25.78,1.7833999999999997
14384,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.08,,,,206.03,1,3,1,42.5108,69.16,2.1958
14385,CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.01,,,,364.16,0,6,10,97.37380000000007,112.58000000000001,5.058400000000006
14386,CCCC(C)C(=O)OCC,2.54,,,,144.12,0,2,4,40.705000000000005,26.3,1.9857
14387,CN1C(=O)N(C)C(O)C1O,-0.99,,,,146.07,2,3,0,32.93559999999999,64.01,-1.3796000000000004
14388,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,-0.86,,,,388.11,8,8,6,80.7048,221.54,-4.802299999999996
14389,CCCOc1ccc2c(c1)CCC1C2CCC2(C)C(OC)CCC12,8.1,,,,328.24,0,2,4,97.64200000000008,18.46,5.346500000000006
14390,O=C(O)C(=O)Cc1c[nH]c2ccccc12,1.52,,,,203.06,2,2,3,54.64550000000002,70.16,1.3641
14391,CNC(=O)ON=C(CSC)C(C)(C)C,2.75,,,,218.11,1,4,3,60.812700000000035,50.69,2.1075
14392,COc1ccc(N)cc1N,0.6,,,,138.08,2,3,1,41.8188,61.269999999999996,0.8595999999999999
14393,CCCCCCCC=CC=O,3.54,,,,154.14,0,1,7,48.58000000000003,17.07,3.102000000000002
14394,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,3,,3.744,,482.0,4,5,7,95.26850000000002,90.82000000000001,2.4667000000000003
14395,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,3.14,,,,228.08,0,3,0,66.46700000000003,43.35,3.4644600000000025
14396,CCOc1c(N2CCOCC2)cnn(C)c1=O,0.07,,,,239.13,0,6,3,63.67900000000003,56.59,0.015599999999999836
14397,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,2.54,,,,1636.72,22,23,26,424.8896000000007,613.2299999999998,-4.913600000000021
14398,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,-2.2,0.8,,0.959629615,556.29,6,10,6,149.16279999999998,176.65999999999997,1.3223000000000011
14399,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.59,0.749,1.1,,232.08,1,4,2,63.37330000000001,72.19,1.4230200000000002
14400,ClC1OCCOC1Cl,1.26,,,,155.97,0,2,0,31.185999999999993,18.46,1.163
14401,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,1,0.95,,1.434891107,349.11,3,5,4,89.79090000000002,112.73,0.34860000000000113
14402,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,4.75,,0.9947,,562.33,1,8,10,161.50369999999964,92.29,5.034500000000005
14403,COC(=O)CCC(=O)O,0.17,,,,132.04,1,3,3,28.885799999999985,63.60000000000001,0.02419999999999972
14404,c1coc(-c2nc3ccccc3[nH]2)c1,2.67,,,,184.06,1,2,1,53.79570000000002,41.82,2.8228999999999997
14405,Cc1occc1C(=O)Nc1ccc(C(=O)N2CCC(F)(F)C(=CC(=O)N3CCC(N4CCCCC4)CC3)c3ccccc32)cc1,5.14,,,,616.29,1,5,5,168.52569999999952,86.1,6.386420000000007
14406,O=C(CCCCl)c1ccc(F)cc1,2.76,,,,200.04,0,1,4,50.68450000000002,17.07,3.027400000000001
14407,O=C(O)CNC(=O)c1ccc(CO)o1,0.16,,,,199.05,3,4,4,44.599800000000016,99.77000000000001,-0.4137000000000001
14408,CCCCCCCCCOC(=O)c1ccc(O)cc1,4.64,,,,264.17,1,3,9,76.38230000000004,46.53,4.299600000000004
