SMILES,1A2,2B6,2A6,3A4,2CB,2C9,2C19,2D6,2E1,1A1,1A3,1A4,1A6,1A9,2B4,2B7,2B10,2B15,2B17,1A1,1B1,1E1,2A1
[2H]C([2H])([2H])C(c1cc(-c2cccnc2O)cc(/C=C/c2ccc(NS(C)(=O)=O)cc2)c1OC)(C([2H])([2H])[2H])C([2H])([2H])[2H],0.31469637155532837,0.2882293164730072,0.22503548860549927,0.3372734785079956,0.3159853518009186,0.31744185090065,0.3198131322860718,0.33155715465545654,0.24220412969589233,0.2889067232608795,0.24751710891723633,0.2252773642539978,0.2200646698474884,0.2579004764556885,0.2403670847415924,0.2789507806301117,0.2393968403339386,0.2161840796470642,0.16367003321647644,0.23925095796585083,0.12489455938339233,0.14930063486099243,0.19415733218193054
[O-]Cl=O.[Na+],0.24877497553825378,0.2313564121723175,0.16750600934028625,0.3012278079986572,0.2665783762931824,0.25988033413887024,0.2504103481769562,0.2748096287250519,0.2528352439403534,0.11110226809978485,0.04621186852455139,0.14237454533576965,0.058074042201042175,0.10822935402393341,0.15582337975502014,0.09654277563095093,0.14918172359466553,0.19847357273101807,0.18587982654571533,0.2992999851703644,0.29867082834243774,0.3261387050151825,0.17819923162460327
B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,0.35619592666625977,0.3424339294433594,0.28478947281837463,0.36562594771385193,0.3608490526676178,0.35649800300598145,0.35246777534484863,0.36417028307914734,0.32650572061538696,0.2904570996761322,0.2499689757823944,0.279295414686203,0.22349074482917786,0.28772953152656555,0.28226226568222046,0.28368595242500305,0.2714810073375702,0.26705268025398254,0.20424187183380127,0.1764616072177887,0.09355509281158447,0.13888582587242126,0.04076144099235535
C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4,0.2813570201396942,0.2713574767112732,0.25012534856796265,0.2691079080104828,0.27479907870292664,0.27414369583129883,0.2755410671234131,0.27672016620635986,0.24729210138320923,0.184006005525589,0.15841564536094666,0.10767342150211334,0.10538548231124878,0.15824785828590393,0.08899076282978058,0.14187222719192505,0.0831175148487091,0.04805445671081543,0.019013628363609314,-0.07267597317695618,-0.17159411311149597,-0.15669232606887817,-0.10607446730136871
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,0.13091614842414856,0.10582289099693298,0.023858100175857544,0.20392051339149475,0.1341141164302826,0.1255926489830017,0.11171911656856537,0.12605571746826172,0.07649527490139008,-0.0197765976190567,-0.10777610540390015,-0.10949687659740448,-0.1191110610961914,-0.07601794600486755,-0.12762942910194397,-0.12760116159915924,-0.11436772346496582,-0.1093461811542511,-0.07216329872608185,-0.03859028220176697,-0.04618459194898605,-0.04480232298374176,-0.04736451059579849
C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,0.3004651367664337,0.3001975417137146,0.2653593420982361,0.3101673424243927,0.3087936043739319,0.30714479088783264,0.3036089539527893,0.3025387227535248,0.2947230637073517,0.21989333629608154,0.18039679527282715,0.21483895182609558,0.1071346253156662,0.2187432050704956,0.1949295699596405,0.20682060718536377,0.1664653718471527,0.13460008800029755,0.03579431772232056,0.10683205723762512,-0.004390344023704529,0.02751106023788452,-4.951655864715576e-05
C(=C(Cl)Cl)(Cl)Cl,0.24080520868301392,0.2450418472290039,0.20673143863677979,0.26330944895744324,0.2629539370536804,0.257699579000473,0.24765008687973022,0.2599943280220032,0.27744606137275696,0.11608411371707916,0.071612149477005,0.16445955634117126,0.06231421232223511,0.12079966068267822,0.18560200929641724,0.14649593830108643,0.15714767575263977,0.1785474717617035,0.11269326508045197,0.18271273374557495,0.1435290277004242,0.1802520453929901,0.058530405163764954
C(=C(Cl)Cl)Cl,0.18648803234100342,0.1869589388370514,0.13243341445922852,0.21935927867889404,0.20223578810691833,0.1982012689113617,0.18802779912948608,0.19342434406280518,0.19943645596504211,0.012357182800769806,-0.057864341884851456,0.05623576045036316,-0.0379621759057045,0.009988531470298767,0.07193535566329956,0.012813255190849304,0.05600886046886444,0.08700348436832428,0.054529160261154175,0.14314061403274536,0.11663924157619476,0.1498897671699524,0.04377250373363495
C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.25773993134498596,0.27771931886672974,0.22213947772979736,0.31063351035118103,0.30184388160705566,0.298993319272995,0.2985881268978119,0.31212544441223145,0.2617470324039459,0.11668340861797333,0.08430789411067963,0.12404677271842957,0.05905690789222717,0.11054280400276184,0.1571984887123108,0.164093017578125,0.13478437066078186,0.13720561563968658,0.04780742526054382,0.02247437834739685,-0.06010042876005173,0.008533015847206116,-0.1419772505760193
C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.2580820322036743,0.27092406153678894,0.2240428328514099,0.30675071477890015,0.29653844237327576,0.2946193516254425,0.294175922870636,0.31397104263305664,0.26685357093811035,0.1240486353635788,0.07724787294864655,0.11560741066932678,0.052772000432014465,0.10753150284290314,0.1475379765033722,0.14836734533309937,0.12871868908405304,0.13279865682125092,0.059950366616249084,0.05034644901752472,-0.03805287182331085,0.020406588912010193,-0.10842157155275345
C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.27208584547042847,0.292392373085022,0.25279948115348816,0.3168255686759949,0.3142506778240204,0.3127240240573883,0.3140896260738373,0.3265306055545807,0.29078787565231323,0.15053263306617737,0.0974419116973877,0.13227428495883942,0.06739772856235504,0.1292497217655182,0.15931102633476257,0.16951555013656616,0.13944408297538757,0.14208245277404785,0.056381359696388245,0.04242047667503357,-0.0389053076505661,0.016449347138404846,-0.12326068431138992
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.28532442450523376,0.3036627173423767,0.25145086646080017,0.3367934226989746,0.32615405321121216,0.32415786385536194,0.3226744830608368,0.3339974284172058,0.3018689751625061,0.183609277009964,0.1350165605545044,0.15272361040115356,0.08439178764820099,0.16999199986457825,0.1768949329853058,0.19565477967262268,0.151548832654953,0.15183979272842407,0.06294280290603638,0.020365461707115173,-0.054953888058662415,0.001726493239402771,-0.16450907289981842
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.29142704606056213,0.3120357096195221,0.25841188430786133,0.3451044261455536,0.33303704857826233,0.32806041836738586,0.32338014245033264,0.3335089385509491,0.3189462721347809,0.21152177453041077,0.1473187804222107,0.17594215273857117,0.09765581786632538,0.1900883913040161,0.1946224868297577,0.20192015171051025,0.1680203378200531,0.1748499870300293,0.0875929445028305,0.07078634202480316,0.0005827099084854126,0.05840587615966797,-0.12317220866680145
