SMILES,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,0.35756250753433394,0.32293452176894066,0.0,0.0,0.0,0.44913861010508543,0.0
CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,0.588518074577165,0.4143526454119528,0.4,0.5,0.30000000000000004,0.4207587828960233,0.4484603151655342
CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,0.6539529849917868,0.4430779339504056,0.4,0.2,0.1,0.5378124287380859,0.19497855525034938
CC1=CC(=C(C(=C1)C)O)C,0.9711936671818872,0.15146840361101588,0.2,0.1,0.0,0.21492364785834617,0.09748927762517469
CC1=CC(=C(C=C1)C(C)(C)C)O,0.729316621075921,0.19150668495029138,0.2,0.1,0.0,0.2617806577960344,0.09748927762517469
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,0.7885587088395177,0.3144069249228659,0.2,0.2,0.30000000000000004,0.36598747872617604,0.2242301575827671
CC1=CC(=C(C=C1)N)N,0.4981450615850968,0.13145640498228772,0.4,0.2,0.0,0.20317130437299927,0.2507830947906125
CC1=CC(=C(C=C1)OC)N,0.6322777714179928,0.15288252771111874,0.2,0.2,0.05,0.21403790511684034,0.16987133150209627
CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,0.6028209120893089,0.4830305107987657,0.2,0.30000000000000004,0.15000000000000002,0.5436129263589219,0.2825887909016433
CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)[C@@H](CO4)CC(=O)O)C)OCCCS(=O)(=O)C,0.42910776066321743,0.7058336190149697,0.2,0.6000000000000001,0.55,0.7234121004444458,0.4777119174979519
CC1=CC(=CC=C1)[N+](=O)[O-],0.6087292278612191,0.15283967546566107,0.0,0.2,0.05,0.19214827658536016,0.207893595489374
CC1=CC(=CC=C1)C2=CC=C(C=C2)CNC(=O)CCCC3=NC4=C(C=CC=N4)C=C3,0.81158488249496,0.5215832476288423,0.2,0.30000000000000004,0.35000000000000003,0.614218405673223,0.26446918220808635
CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)NC(=O)C=C,0.595777516493565,0.39149811450119976,0.4,0.4,0.2,0.4714467317667267,0.32244229193773793
CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,0.35217755215917446,0.5371386127299735,0.4,0.8,0.25,0.4942215951597003,0.6581851477037252
CC1=CC(=NC(=N1)NC2=CC=CC(=C2)C(F)(F)F)C,0.7306827392583146,0.33860415952462575,0.2,0.30000000000000004,0.1,0.3363826449273706,0.182208086357284
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,0.7609205192859861,0.24148668723574448,0.2,0.30000000000000004,0.1,0.31097848671055767,0.182208086357284
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,0.7369653606118503,0.27865386812935655,0.2,0.30000000000000004,0.15000000000000002,0.34773884200309907,0.182208086357284
CC1=CC=C(C=C1)[N+](=O)[O-],0.6305710966435366,0.15283967546566107,0.0,0.2,0.05,0.19214827658536016,0.207893595489374
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],0.6511014102190578,0.34711747228888123,0.4,0.5,0.15000000000000002,0.3607852637598662,0.48513324659052576
CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,0.9193083661486818,0.2371728945263398,0.0,0.1,0.1,0.31007852332870656,0.08226109585080237
CC1=CC=C(C=C1)C2=CC(=CC=C2)C3=NNN=N3,0.7894751614902873,0.2943377899668609,0.2,0.30000000000000004,0.1,0.354432700565626,0.2624451833646571
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)C(=O)O)C(F)(F)F,0.5382576652427934,0.4514341218146497,0.2,0.30000000000000004,0.15000000000000002,0.4352445366077374,0.2656257529757602
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)CC(=O)O)C(F)(F)F,0.4154126187191602,0.4714604045251971,0.2,0.30000000000000004,0.2,0.45749222054791117,0.2656257529757602
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F,0.6138856439665541,0.49998571591818064,0.0,0.4,0.15000000000000002,0.4664816967661756,0.2503975712013879
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4,0.5741014075277201,0.5128985258827562,0.2,0.4,0.2,0.5614420541918131,0.37578911859669417
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)C)C(F)(F)F,0.588518074577165,0.4771454690892468,0.0,0.30000000000000004,0.15000000000000002,0.46253343755031184,0.1681364753505855
CC1=CC=C(C=C1)N(C)C,0.639006726313764,0.15005427951091302,0.0,0.1,0.05,0.23111587841149353,0.015613705363596936
CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=C\3/C(=O)NC(=O)S3)C,0.6174702753211474,0.4028682436292994,0.2,0.4,0.1,0.452453542945572,0.24625319261722325
CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,0.7563836299648187,0.710261684378928,0.4,0.6000000000000001,0.35000000000000003,0.7940419579993389,0.3886559683870657
CC1=CC=C(C=C1)O,0.7447505353315689,0.11143012227174037,0.2,0.1,0.0,0.1668070954900763,0.09748927762517469
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,0.4723947194362937,0.6058593303622442,0.4,0.5,0.30000000000000004,0.6433402455803012,0.44860488651149344
CC1=CC=CC=C1CO[C@@H]2C[C@]3(CC[C@@]2(O3)C)C(C)C,0.6902975515699581,0.34873157353445317,0.0,0.2,0.2,0.409686490747188,0.08895956821358007
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,0.4701983218425836,0.27865386812935655,0.2,0.30000000000000004,0.1,0.36032258506863235,0.2445183364657125
CC1=CC=CC=C1O,0.6863590414240505,0.11143012227174037,0.2,0.1,0.0,0.1668070954900763,0.09748927762517469
CC1=CC2=C(C=C1)N=CC=C2,0.9397241386430021,0.1614386927208319,0.0,0.1,0.0,0.23606262973160064,0.0621174883138162
CC1=CC2=C(C=C1C)N(C(=N2)NCCCO)CC(=O)C3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C,0.18662020754975583,0.6217146611815791,0.6000000000000001,0.6000000000000001,0.35000000000000003,0.7071558770097447,0.42108814033058645
CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,0.29094080779141185,0.40293966403839554,0.2,0.5,0.05,0.4674512397097161,0.14876391499204858
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],0.3166405757372468,0.33860415952462575,0.4,0.6000000000000001,0.15000000000000002,0.32812350016683856,0.6413184906751482
CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,0.26123968363362027,0.5929750885613072,0.6000000000000001,0.6000000000000001,0.35000000000000003,0.5839319968978689,0.6271986892197966
CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,0.34717693128359095,0.30142269454919435,0.4,0.6000000000000001,0.1,0.31619796959728674,0.34422437472892875
CC1=NC(=CS1)CSC2=NC3=C(C(=N2)N[C@H](C)CO)SC(=O)N3,0.3608225568103546,0.48421608958976115,0.6000000000000001,0.9,0.30000000000000004,0.4805469258276794,0.5001686665702858
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F,0.5331035539670241,0.5557079190949604,0.4,0.7000000000000001,0.30000000000000004,0.46356341821531977,0.5935617560599489
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl,0.5862748664629835,0.5299537195749057,0.4,0.8,0.35000000000000003,0.47290333164209297,0.638041540166739
CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,0.336886856932504,0.6557679122386012,0.4,0.7000000000000001,0.25,0.6463484188933396,0.6000192761794613
CC1=NC2(C3=C(CC24CCC(CC4)OC)C=CC(=C3)OCC(C)C)N=C1N,0.4777581398253504,0.48450177122614546,0.2,0.5,0.2,0.5514886217101438,0.33347790467929256
CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl,0.5250335483211328,0.28131070734773167,0.2,0.2,0.0,0.2954073934124915,0.15960676593899087
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,0.48358082149210585,0.42136612958519026,0.2,0.6000000000000001,0.15000000000000002,0.3691551263630865,0.4300997542287119
CC1=NN(C(=C1C2=CC=CC=C2)N)C3CCCCC3,0.5776582204315984,0.3215632499142954,0.2,0.30000000000000004,0.1,0.4008920404536587,0.2112669268950894
CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,0.24309732765792147,0.6144726316992343,0.2,0.9,0.25,0.6451772475849036,0.5718760541660642
CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl,0.44186099530644196,0.5084133241915209,0.2,0.6000000000000001,0.2,0.41798778954874355,0.41438966796780874
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,0.11089065461856192,0.39714032681979194,0.0,0.4,0.05,0.4413020215148131,0.20755626234880248
CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2,0.5043632199123761,0.2671837504285224,0.2,0.4,0.1,0.3056305101807088,0.33709218832827337
Cc1c(O)ccc2c(Cc3ccc(/C=C/C(=O)O)cc3)c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc12,0.636033181265864,0.665723917266598,0.4,0.5,0.30000000000000004,0.6446145165312405,0.46730278058888725
Cc1c(O)ccc2c1CCN(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,0.5111753614720052,0.47873100217118036,0.4,0.30000000000000004,0.25,0.5480716049871786,0.2928533564647487
Cc1cc([C@@H](C)Nc2ccccc2C(O)=NO)c2nc(N3CCOCC3)cc(=O)n2c1,0.7013557730715114,0.5615643926408409,0.6000000000000001,0.8,0.25,0.6026656590327222,0.5382391210062165
Cc1cc([C@@H](C)Nc2ccccc2C(O)=NS(C)(=O)=O)c2nc(N3CCOCC3)cc(=O)n2c1,0.5907304684886668,0.6500971317563706,0.4,0.8,0.30000000000000004,0.6689810758828606,0.6052720350826466
Cc1cc(C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)cc3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ncc1C(=O)O,0.4247686218011348,0.9143954976574105,0.2,0.5,0.45,0.9022239557859978,0.5042648547057973
Cc1cc(Cl)cc2c(C(O)c3cccnc3)c3c(C)[nH]nc3nc12,0.4218095257158757,0.44000685635927317,0.4,0.4,0.1,0.4783086986133352,0.3599344609898318
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(O)=NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,0.5799119438806838,0.728702434007542,0.4,0.7000000000000001,0.45,0.7253496626914898,0.6391499204857597
Cc1cc(COc2ccc(S(=O)(=O)NC3(C(O)=NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,0.4492059802465834,0.7086904353788138,0.6000000000000001,0.7000000000000001,0.45,0.7018485308808824,0.6815093248518143
Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2c(F)cc(O)cc2oc1=O,0.5799119438806838,0.5971603245343389,0.4,0.4,0.25,0.6102462760967796,0.4228229964820972
Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(CO)cc2oc1=O,0.5799119438806838,0.5914895440521082,0.4,0.4,0.30000000000000004,0.6320851166270267,0.4228229964820972
Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(N)cc2oc1=O,0.5274693962077635,0.5700634213232773,0.4,0.4,0.25,0.6244140969207743,0.4507252662522288
Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2cc(F)c(O)cc2oc1=O,0.6893360982655397,0.5999885727345445,0.4,0.5,0.25,0.5963709941598877,0.46730278058888725
Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O,0.7105637508841528,0.5742915095417666,0.4,0.5,0.25,0.5965843037650669,0.46730278058888725
Cc1cc(Nc2ccc3ccccc3c2)ccc1C(=O)Nc1cn(C(C)C)c(=O)n(C2(C(O)=N[C@H]3CC(=O)OC3O)CC2)c1=O,0.524339800739043,0.8301765512512854,0.8,1.0,0.4,0.8607829782998108,0.7915281191267891
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccc(C(F)F)cc2oc1=O,0.5422653981001812,0.7171180436521539,0.2,0.5,0.35000000000000003,0.6474596603603205,0.4142932870705026
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,0.47261272074909777,0.6457119186378699,0.2,0.5,0.30000000000000004,0.6222840481490567,0.4142932870705026
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,0.4187950441233508,0.4785310250257113,0.4,0.4,0.15000000000000002,0.4691714293114823,0.44576165004096185
Cc1cc2c(cc1O)CCN(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,0.6104047190032652,0.47873100217118036,0.4,0.30000000000000004,0.25,0.5480716049871786,0.2928533564647487
Cc1cc2c(Cc3ccc(/C=C/C(=O)O)cc3)c(-c3ccc(OC(F)(F)F)cc3)c(=O)oc2cc1O,0.6104047190032652,0.665723917266598,0.4,0.5,0.30000000000000004,0.6446145165312405,0.46730278058888725
Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,0.5571101612678478,0.6944492058050508,0.2,0.4,0.45,0.7628759010426269,0.3688496939906511
Cc1ccc(C(=O)N2CC[C@H](O)C2)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)c1,0.5422653981001812,0.6715803908124784,0.4,0.6000000000000001,0.30000000000000004,0.6774972079296322,0.3974266300419257
Cc1ccc(C(=O)N2CC[C@H](O)C2)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(F)ccc2O3)c1,0.5274693962077635,0.6487687121471831,0.4,0.6000000000000001,0.30000000000000004,0.6518391097066536,0.3974266300419257
Cc1ccc(N=C(O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,0.4218095257158757,0.5530367957947663,0.2,0.6000000000000001,0.2,0.6309637175597991,0.35641655823815716
Cc1ccc(N=C(O)c2cccc(F)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,0.5422653981001812,0.6301565535367385,0.2,0.6000000000000001,0.2,0.695860625535496,0.35641655823815716
Cc1ccc(N=C(O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,0.636033181265864,0.7259456062164322,0.2,0.8,0.25,0.8130488595808264,0.4165100477085442
Cc1ccc(N=C(O)c2ccccc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,0.4492059802465834,0.6044594903439606,0.2,0.6000000000000001,0.2,0.6960739351406752,0.35641655823815716
Cc1ccc(N=C(O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,0.47261272074909777,0.6301565535367385,0.2,0.6000000000000001,0.2,0.695860625535496,0.35641655823815716
Cc1ccc(N=C(O)c2ccnc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,0.6104047190032652,0.7273597303165351,0.2,0.9,0.25,0.8018501053089205,0.4786275360223603
Cc1cn2c(-c3cn[nH]c3)cnc2c(=Nc2ccc(C(=O)N3CCNCC3)cc2F)[nH]1,0.29094080779141185,0.5572648840132556,0.6000000000000001,0.6000000000000001,0.15000000000000002,0.5701339127228514,0.5130837068093104
Cc1nc(C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)cc3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ccc1C(=O)O,0.6775716684883095,0.9143954976574105,0.2,0.5,0.45,0.9022239557859978,0.5042648547057973
Cc1ncc(C(O)c2c3cc(Cl)cc(C)c3nc3n[nH]c(C)c23)cn1,0.29094080779141185,0.46144726316992335,0.4,0.5,0.1,0.49116822052556447,0.422051949303648
Cc1nn(C2CCCC2)c(C)c1S(=O)(=O)N[C@@H](C)CNc1cccc2c1cnn2-c1ccc(F)nc1,0.7718522540589575,0.6873071648954404,0.4,0.8,0.4,0.6922516301678696,0.5143366584742904
CCC(=C1C(=O)CC(CC1=O)C2CCOCC2)NOC/C=C/Cl,0.36294548480776573,0.4443635013141355,0.2,0.5,0.30000000000000004,0.44530259237194697,0.3114548696448364
CCC(=O)C,0.7844631900790392,0.06000742772254598,0.0,0.1,0.05,0.10651259618612585,0.08226109585080237
CCC(=O)N[C@H]1CC[C@H](C1)C(=O)N(C)C2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,0.40842690353324723,0.5158553308193349,0.2,0.4,0.25,0.5709470286225938,0.3635487446388126
CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl,0.39545686684245296,0.43562164324077246,0.2,0.2,0.25,0.4219883604058774,0.22249530143125631
CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=CC(=CC(=C3)Cl)Cl,0.7634823500919576,0.5428808136213004,0.0,0.4,0.2,0.5355797882038772,0.2534817599151848
CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O,0.5478230831342715,0.31444977716832356,0.4,0.2,0.2,0.3880487707018242,0.19497855525034938
CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,0.6167597031532219,0.43155067992229457,0.2,0.5,0.35000000000000003,0.4669255838969532,0.35463351163799334
CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,0.7543507303079742,0.46006170723345896,0.0,0.2,0.2,0.5283755102289575,0.1599922895282155
CCC(CC)[C@@H](CO)NS(=O)(=O)C1=CC=C(S1)Cl,0.7272230526578768,0.40136841503828136,0.4,0.4,0.35000000000000003,0.37885969763871347,0.319984579056431
CCC(CC)NC1=C(C(=NC(=C1)C)OC2=C(C=C(C=C2C)C)C)C,0.4824166054712783,0.4230802194034967,0.2,0.30000000000000004,0.30000000000000004,0.5202250517910643,0.16457038215025782
CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],0.4772085928894122,0.35865901039881154,0.2,0.5,0.30000000000000004,0.3921722485219422,0.4737603007083996
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,0.16808736956223821,0.2886384413209918,0.4,0.30000000000000004,0.1,0.3311738275209005,0.34788684882656257
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0.3357698023212858,0.311435835904468,0.4,0.4,0.1,0.3589736557558804,0.37501807141824484
CCC1=C(C=C2CC(CC2=C1)NC[C@@H](C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,0.4232958694558486,0.5173123071648953,0.8,0.4,0.30000000000000004,0.5870585062537805,0.41130547925401184
CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)OC)C(=O)C(=O)N,0.7821208261345851,0.5200834190378242,0.2,0.6000000000000001,0.4,0.547981710224996,0.4848922943472604
CCC1=CC(=C(C=C1)O)C(C)(C)C,0.8959238542115542,0.2115329676608387,0.2,0.1,0.05,0.28535136916833126,0.09748927762517469
CCC1=CC(=CC(=C1N)CC)CC2=CC(=C(C(=C2)CC)N)CC,0.4968383597098511,0.40022568849274365,0.4,0.2,0.30000000000000004,0.518173724421258,0.2507830947906125
CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C,0.6539529849917868,0.460190263969832,0.2,0.2,0.15000000000000002,0.5339073393232703,0.23810900679485325
CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,0.8661348202779086,0.3414895440521083,0.0,0.2,0.30000000000000004,0.38221018208006324,0.14235458532118933
CCC1=NN(C2=C1CCN3C2=NN=C3C4=CC=CS4)C5CCCC5,0.4492059802465834,0.4415209690321106,0.0,0.6000000000000001,0.15000000000000002,0.4832122801323942,0.2338682473133825
CCc1cc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)ccc1C,0.6674993904675335,0.5358387612844245,0.4,0.30000000000000004,0.4,0.6165267203292688,0.30514192087128333
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,0.16808736956223821,0.2800822763112787,0.4,0.30000000000000004,0.2,0.29699502633103925,0.36272950701171025
CCCC1=CC=C(C=C1)N,0.6131590435319473,0.15005427951091302,0.2,0.1,0.1,0.22778113825052607,0.12539154739530625
CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,0.6104047190032652,0.44426351274140097,0.0,0.5,0.25,0.4260859363453665,0.23695243602717941
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,0.32943056153609834,0.5145554793737858,0.0,0.4,0.7000000000000001,0.5770481912107301,0.2534817599151848
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,0.6047506036042313,0.3686150154268083,0.0,0.4,0.30000000000000004,0.3976192616541957,0.2626379451592694
CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,0.6030149249704253,0.40426808364758304,0.2,0.4,0.30000000000000004,0.4058255868934453,0.24548214543877403
CCCCC1=CC=C(C=C1)N,0.6799943051153099,0.1700805622214604,0.2,0.1,0.15000000000000002,0.2512299584198634,0.12539154739530625
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,0.5757174433887201,0.5687635698777281,0.2,0.5,0.35000000000000003,0.6285457008210896,0.41988337911425955
CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,1.0,0.5688492743686435,0.0,0.4,0.30000000000000004,0.6112640676414915,0.2912630716591971
CCCCCC1=CC=C(C=C1)N,0.6211502003447723,0.19010684493200772,0.2,0.1,0.2,0.27467877858920076,0.12539154739530625
CCCCCCC(=CC1=CC=CC=C1)C=O,0.5838908397968849,0.2658267626556965,0.0,0.1,0.35000000000000003,0.35166627813845724,0.08226109585080237
CCCCCCC(C)OC(=O)COC1=NC(=C(C(=C1Cl)N)Cl)F,0.5261467412567126,0.480002285453091,0.2,0.5,0.45,0.44914572042525813,0.3587296997735049
CCCCCCCC1=C(NC2=C(C1=O)C=CC(=C2)OC)C,0.6881404415338535,0.36730087989944005,0.2,0.2,0.35000000000000003,0.4485631820511141,0.20283359838080095
CCCCCCCCCCCCCN1CC(OC(C1)C)C,0.5672281049910707,0.38174208661867215,0.0,0.2,0.6000000000000001,0.47187131945703564,0.06009348947038697
CCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.7580213025133589,0.3886698663009941,0.0,0.4,0.65,0.3662332926521444,0.32012915040239026
CCCCCCCCN1C(=O)C=CS1,0.5649111858540513,0.26149868586447256,0.0,0.30000000000000004,0.35000000000000003,0.31465706163987345,0.1060189870367693
CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC,0.6876252874833618,0.4344646326134155,0.0,0.4,0.6000000000000001,0.4839639425506445,0.2534817599151848
CCCCCCOC1=CC=C(C=C1)O,0.864020290978094,0.23437321448977258,0.2,0.2,0.30000000000000004,0.29326921856057664,0.14196906173196472
CCCCN(CCNCCC1=C2C(=C(C=C1)O)NC(=O)S2)C(=O)CCOCCC3=CC=CC=C3,0.6770827373622401,0.6501828362472859,0.6000000000000001,0.6000000000000001,0.75,0.6996260479469205,0.4561707869500265
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,0.2374747435088494,0.34288938407039193,0.4,0.30000000000000004,0.25,0.3545368159681539,0.36272950701171025
CCCCOC(=O)C1=CC=C(C=C1)O,0.7432963687373261,0.2343160781624957,0.2,0.30000000000000004,0.2,0.2706863338122642,0.2242301575827671
CCCCOC(=O)C1=CC=CC=C1C(=O)O,0.1699383498581726,0.2743115072563136,0.2,0.30000000000000004,0.25,0.2975760410651463,0.3064912534335695
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,0.7557839597695077,0.3543880699348645,0.0,0.4,0.4,0.3901686618732951,0.2534817599151848
CCCCOC1=NC(=C2C(=N1)N(CC(=O)N2)CC3=CC=CC(=C3)CN4CCCC4)N,0.5162555662947433,0.5430665066849503,0.4,0.7000000000000001,0.4,0.5966579463668549,0.4655679244373765
CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,0.8940251547738978,0.40155410810193115,0.0,0.2,0.45,0.45267853379103484,0.14235458532118933
CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C,0.3631175559715046,0.3816992343732144,0.0,0.30000000000000004,0.25,0.4437550819743734,0.104573273577177
CCCN(CCC)C(=O)SCCC,0.6719837084251771,0.24722888812707114,0.0,0.2,0.30000000000000004,0.30625164743579,0.0978748012143993
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],0.6376050459744975,0.4514341218146497,0.2,0.7000000000000001,0.4,0.42620782754832603,0.721314635439256
CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,0.6047506036042313,0.49277225459947427,0.0,0.4,0.30000000000000004,0.46649794892657026,0.22822996482097246
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,0.7807760635035706,0.2599988572734544,0.6000000000000001,0.5,0.15000000000000002,0.2641478865335107,0.41920871283311645
CCCOC(=O)C1=CC=C(C=C1)O,0.73793312026918,0.21430407953376754,0.2,0.30000000000000004,0.15000000000000002,0.24723751364292684,0.2242301575827671
CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,0.6328426676883945,0.45000571363272757,0.0,0.4,0.25,0.4179039893467089,0.18991855814177627
CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,0.46388411421455444,0.6556679236658667,0.4,0.4,0.35000000000000003,0.6299271344546308,0.44296660401908344
CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,0.9479019485182825,0.48835847331733506,0.0,0.4,0.35000000000000003,0.4152503162822777,0.17122066406438244
CCN(C)S(=O)(=O)C[C@@H](N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1)C(C)(C)C,0.44666676293415464,0.8086790081133585,0.2,0.4,0.45,0.7899697760604661,0.457761071755578
