SMILES,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,0.11047843832364777,0.3300479945149125,0.4,0.4,0.15000000000000002,0.3510415857232897,0.44166546190545036
FCC(F)(F)F,0.03683453957229459,0.10278825277111187,0.0,0.0,0.0,0.061097965483458604,0.0
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,0.6364275879620498,0.6972203176779795,0.4,0.7000000000000001,0.35000000000000003,0.7170549663300946,0.6346200183123705
Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,0.9966686316476128,0.32296308993257905,0.4,0.2,0.1,0.3952098788756959,0.19497855525034938
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,0.7833279162142646,0.7280739344074961,0.4,0.2,0.1,0.5035203703054746,0.19497855525034938
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.7197439909130746,0.5029282367729402,0.0,0.30000000000000004,0.05,0.5431675155881073,0.20447207363500552
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,0.5257556489288416,0.40303965261113006,0.2,0.2,0.05,0.4595948437989628,0.17975037347597705
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,0.6701410431956473,0.5542366586675808,0.0,0.2,0.2,0.41422185925730676,0.1267408799575924
CCC(C)=O,0.7844631900790392,0.06000742772254598,0.0,0.1,0.05,0.10651259618612585,0.08226109585080237
CC(Cl)CCl,0.803219149110735,0.11702948234487487,0.0,0.0,0.05,0.13222656121046092,0.0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.4549229028679652,0.3900268540738201,0.0,0.5,0.1,0.3823117580825295,0.3104910606717749
C=CC(=O)Nc1ccc(OC)cc1,0.5382576652427934,0.21001885498800135,0.2,0.2,0.15000000000000002,0.26318697755017983,0.18471398968724398
CCCCC1(CC)C(=O)NC(=O)NC1=O,0.2840657699045385,0.26007027768255053,0.4,0.30000000000000004,0.2,0.2739017221703338,0.36272950701171025
CC(C)(C)c1ccc(N)cc1,0.5379675460909162,0.1700805622214604,0.2,0.1,0.0,0.251676892830715,0.12539154739530625
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,0.7362463039398326,0.4301365558221917,0.0,0.4,0.2,0.44946365331297755,0.3068767770227941
O.c1ccc([Sn](c2ccccc2)c2ccccc2)cc1,0.4881553124389238,0.4842018055079418,0.0,0.0,0.15000000000000002,0.4448815598417243,0.15179991325719241
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.40855665900335986,0.48533024797166024,0.0,0.0,0.0,0.38648653178389303,0.0
CCCN(CCC)C(=O)SCC,0.8576844546105321,0.22721688949834304,0.0,0.2,0.25,0.28280282726645267,0.0978748012143993
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.34717693128359095,0.34283224774311505,0.2,0.30000000000000004,0.1,0.30796421883737124,0.2656739434244133
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,0.6194083371669437,0.4872300308536166,0.0,0.8,0.2,0.4930905463722385,0.5006023806081634
C[As](C)(=O)O,0.0655985442153779,0.15415381099302936,0.2,0.1,0.0,0.10354302175402458,0.17975037347597705
COc1nc(C)nc(Cl)c1NC1=NCCN1,0.34717693128359095,0.30142269454919435,0.4,0.6000000000000001,0.1,0.31619796959728674,0.34422437472892875
C=C(Cl)Cl,0.9266218930743971,0.09413209918866414,0.0,0.0,0.0,0.10587266737058837,0.0
O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,0.7416650786377608,0.4198948691578105,0.2,0.1,0.15000000000000002,0.4083548293548553,0.17975037347597705
CC,0.9578407437758611,0.0,0.0,0.0,0.0,0.05763422379935896,0.0
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0.311095358782657,0.5013998400182835,0.4,0.9,0.25,0.4481416416408791,0.7203026360175413
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0.7909307247411178,0.5215261113015655,0.2,0.5,0.25,0.5521834015670131,0.3622476025251795
CCCCCCCCN(C)C,0.7254649355729275,0.18159353216775223,0.0,0.1,0.35000000000000003,0.263742090403658,0.015613705363596936
CSc1nc(NC(C)C)nc(NC(C)C)n1,0.7283400397627873,0.30152268312192887,0.4,0.6000000000000001,0.25,0.3510740900440789,0.30229868440075175
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,0.5250335483211328,0.28131070734773167,0.2,0.2,0.0,0.2954073934124915,0.15960676593899087
O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,0.8212220433549215,0.6486544394926294,0.2,0.6000000000000001,0.45,0.6629012442552422,0.26870994168955714
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,0.4831528782645771,0.5229688035653067,0.6000000000000001,0.6000000000000001,0.30000000000000004,0.5984822513711491,0.5099513276468604
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,0.6588248903650186,0.38721288995543357,0.2,0.4,0.35000000000000003,0.4239665530539079,0.27367355790082404
COCC(O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,0.34717693128359095,0.6429693749285795,0.6000000000000001,0.9,0.4,0.6194703928807411,0.6538480073249482
CC(Cl)(Cl)Cl,0.043006726814884454,0.14552622557422007,0.0,0.0,0.0,0.13186596640170567,0.0
CCC(=O)Nc1ccc(Cl)c(Cl)c1,0.5464515374907588,0.2670551936921495,0.2,0.1,0.1,0.2812776635894217,0.14023420558045396
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,0.276221791848449,0.31984916009598896,0.4,0.4,0.15000000000000002,0.26286955254247274,0.4117391932918895
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,0.6234722263311786,0.39296937492857953,0.0,0.30000000000000004,0.1,0.4618559256138619,0.17305190111319935
CNC(=O)C=C(C)OP(=O)(OC)OC,0.2523383132689488,0.275697063192778,0.2,0.5,0.25,0.256648022391414,0.3559346537516264
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,0.34717693128359095,0.617043766426694,0.8,0.5,0.2,0.5525566933760765,0.5338055997301334
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,0.6328426676883945,0.45000571363272757,0.0,0.4,0.25,0.4179039893467089,0.18991855814177627
O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,0.6827951066384542,0.30996457547708833,0.4,0.2,0.1,0.3470364439460449,0.26032480362392174
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,0.6047506036042313,0.49277225459947427,0.0,0.4,0.30000000000000004,0.46649794892657026,0.22822996482097246
ClC(Cl)Cl,0.7700409593360373,0.1254999428636727,0.0,0.0,0.0,0.10841714623236832,0.0
CC(C)O,0.21517608099869945,0.042866529539481196,0.2,0.1,0.0,0.08814156038007709,0.09748927762517469
CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,0.4021399098476183,0.6629813735573076,0.4,0.2,0.25,0.6379602726096754,0.23507300852970942
CN1CCN(C(=O)c2cc3cc(Cl)sc3[nH]2)CC1,0.4319649482059001,0.3613872700262827,0.2,0.30000000000000004,0.05,0.37880840175746805,0.18958122500120478
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0.2724162262383602,0.35868757856245004,0.4,0.4,0.15000000000000002,0.3684999611471791,0.4022456749072334
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,0.5818031213609781,0.4186093017940806,0.2,0.2,0.2,0.4144463422227572,0.18471398968724398
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,0.29094080779141185,0.4802593989258369,0.0,0.30000000000000004,0.5,0.5799278708806488,0.0757071948339839
C1CN(CCOCCN2CCOCC2)CCO1,0.32551454851372214,0.30586504399497194,0.0,0.5,0.30000000000000004,0.33183356365691896,0.16466676304756397
CCO,0.6358751477571447,0.022840246828933833,0.2,0.1,0.0,0.06480447381345263,0.09748927762517469
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,0.0026810109469393075,0.4013255627928236,0.6000000000000001,0.30000000000000004,0.2,0.40219678420533794,0.3352127608308033
CN(CCCC(=O)c1cccnc1)N=O,0.40738507922940304,0.2528996686093018,0.0,0.4,0.30000000000000004,0.2855631551334734,0.301816779914221
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,0.6949110126166149,0.6201576962632841,0.6000000000000001,0.8,0.35000000000000003,0.661605642343785,0.49187990940195647
CCOC(C)(C)C,0.3484534910154531,0.10291680950748483,0.0,0.1,0.05,0.15936766906944702,0.044479784106790037
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.8189550803035035,0.4016540966746657,0.0,0.0,0.55,0.45572784538507205,0.0
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1.0,0.5688492743686435,0.0,0.4,0.30000000000000004,0.6112640676414915,0.2912630716591971
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,0.5820241599271075,0.5829762312878527,0.2,0.30000000000000004,0.15000000000000002,0.5989134415016184,0.30070839959520024
CCCCCCOC(=O)c1ccccc1O,0.9970048864085689,0.27436864358359037,0.2,0.30000000000000004,0.30000000000000004,0.3175839741509389,0.2242301575827671
CC(CS)C(=O)N1CCCC1C(=O)O,0.802995233021367,0.267155182264884,0.4,0.30000000000000004,0.15000000000000002,0.2813035654700506,0.27762517469037634
CS(=O)(=O)c1ccc(C(CC2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,0.45562648438699604,0.5585647354588046,0.2,0.6000000000000001,0.30000000000000004,0.5329159575391995,0.5112524697604934
CCOc1ccc(NC(C)=O)cc1,0.5170014821923039,0.2128899554336647,0.2,0.2,0.15000000000000002,0.2636643847617713,0.18471398968724398
Oc1ccc(Cc2ccc(O)cc2)cc1,0.6744912108347355,0.24287224317220887,0.4,0.2,0.1,0.29974875175789967,0.19497855525034938
CC(C)c1cccc(O)c1,0.6352414585049106,0.15146840361101588,0.2,0.1,0.05,0.21430403424330197,0.09748927762517469
CN1CCN2c3ncccc3Cc3ccccc3C2C1,0.4565919256868685,0.33583304765169697,0.0,0.30000000000000004,0.0,0.41173324719688326,0.09334489904101008
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,0.6047506036042313,0.31110730202262593,0.0,0.0,0.0,0.26151757594964675,0.0
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,0.5201295861757936,0.2585561650097131,0.0,0.2,0.05,0.3115254734838385,0.207893595489374
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],0.723182495714031,0.21708947548851557,0.0,0.4,0.1,0.22594464412593596,0.415787190978748
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0.6104047190032652,0.44426351274140097,0.0,0.5,0.25,0.4260859363453665,0.23695243602717941
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,0.38081175974499387,0.42849388641298125,0.2,0.30000000000000004,0.15000000000000002,0.44204251057279215,0.2217242542528071
CC(C)(c1ccccc1)c1ccc(O)cc1,0.684732922419835,0.26007027768255053,0.2,0.1,0.1,0.33863814006213405,0.09748927762517469
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,0.28187351388304843,0.4384784596046165,0.2,0.6000000000000001,0.1,0.40758894629625964,0.4647486868102742
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,0.4386383726936531,0.42716546680379386,0.0,0.2,0.1,0.44468450239693974,0.1060189870367693
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,0.7232744170443515,0.4858444749171522,0.0,0.2,0.25,0.5526496354183331,0.11348850657799624
CCCCCCCCCCCCN1CCCCCC1=O,0.524339800739043,0.35884470346246133,0.0,0.1,0.55,0.4413071003149364,0.0978748012143993
CC1=NC(=O)N(C(C)(C)C)C(=O)C1Cl,0.3082796925763868,0.2657124900011427,0.0,0.2,0.0,0.2780389127507848,0.23969929160040482
O=C(CCl)Nc1ccccc1,0.7416650786377608,0.1985201691235287,0.2,0.1,0.1,0.23256689160672414,0.14023420558045396
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,0.34717693128359095,0.6370700491372414,0.2,0.4,0.25,0.5753935181305546,0.29073297672401327
Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.17594527576772928,0.2142755113701291,0.2,0.5,0.0,0.23654867090340173,0.35024818081056336
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,0.3812733566841678,0.5044423494457775,0.4,0.30000000000000004,0.25,0.5416255918706694,0.3425858994747241
CC(C)(C)c1cccc(O)c1,0.7469074603325345,0.171480402239744,0.2,0.1,0.0,0.23772238161189946,0.09748927762517469
Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1,0.7123438193274287,0.31293566449548615,0.2,0.30000000000000004,0.1,0.39690518235685784,0.2112669268950894
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,0.4930454269601017,0.3842846531824934,0.2,0.30000000000000004,0.05,0.4355279336546182,0.24316900390342633
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,0.5646653494604119,0.3887698548737287,0.2,0.2,0.0,0.4435509142094162,0.17975037347597705
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0.3924031902820371,0.2872386013027082,0.0,0.4,0.1,0.3558918398410539,0.1453905835863332
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.3357698023212858,0.311435835904468,0.4,0.4,0.1,0.3589736557558804,0.37501807141824484
CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0.29094080779141185,0.4043537881384984,0.4,0.4,0.30000000000000004,0.4494819369934214,0.3751144523155511
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,0.35756250753433394,0.32293452176894066,0.0,0.0,0.0,0.44913861010508543,0.0
CCNC(=O)NC(=O)C(C#N)=NOC,0.7144930756014682,0.24001542680836477,0.4,0.5,0.15000000000000002,0.24008707094931409,0.49915666714857115
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,0.7810972649812297,0.5601931207861958,0.2,0.6000000000000001,0.8,0.5509665210574671,0.5154932292419643
Cc1cccc(C)c1O,0.6400885505659688,0.1314421209004685,0.2,0.1,0.0,0.19086537167421125,0.09748927762517469
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0.2646827494367868,0.35011712947091755,0.2,0.4,0.05,0.3977497868173649,0.21594140041443788
CCOc1ccc2nc3ccc(=O)cc-3oc2c1,0.9578407437758611,0.30142269454919435,0.0,0.4,0.1,0.34571392439393406,0.2521806178015517
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.16808736956223821,0.41703805279396633,0.6000000000000001,0.5,0.30000000000000004,0.36855176490843683,0.5431063563201773
c1ccc2cc3c(ccc4ccccc43)cc2c1,0.6217554290352216,0.28288195634784596,0.0,0.0,0.0,0.40102205773681554,0.0
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.46480144151386665,0.3727859673180207,0.0,0.6000000000000001,0.35000000000000003,0.36192240710747603,0.3413329478097441
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.5337010120883673,0.5055707919094959,0.0,0.8,0.6000000000000001,0.48311070412992796,0.17791913642716015
ClC(Cl)(Cl)Cl,0.39876414700396823,0.17402296880356527,0.0,0.0,0.0,0.13277507162377875,0.0
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.7587602297217683,0.4326648383041938,0.0,0.5,0.30000000000000004,0.35934288452484525,0.27781793648498865
CS(=O)(=O)OCCCCOS(C)(=O)=O,0.24354960797207975,0.30849331504970856,0.0,0.6000000000000001,0.35000000000000003,0.2581330635474708,0.4180039516167895
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.6820252769505829,0.5001714089818305,0.0,0.5,0.45,0.5465804692709738,0.20244807479157628
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.34840639101529913,0.4328648154496628,0.0,0.5,0.30000000000000004,0.39337236899108113,0.4314008963423449
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0.6138856439665541,0.4029968003656724,0.0,0.2,0.05,0.44569010482135574,0.1957496024287986
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0.49910893740084594,0.48878699577191176,0.0,0.2,0.2,0.6244659006820321,0.04573273577177003
NNC(=O)c1ccncc1,0.21603562306544644,0.15285395954748027,0.4,0.30000000000000004,0.05,0.18228118370578714,0.32774324128957644
CN1CSC(=S)N(C)C1,0.5611836490259987,0.18852131185007426,0.0,0.30000000000000004,0.0,0.23082638680446468,0.03122741072719387
O=[N+]([O-])c1ccccc1[N+](=O)[O-],0.6661948850059579,0.19707747685978744,0.0,0.4,0.1,0.201886367941801,0.415787190978748
O=C(NC1CN2CCC1CC2)c1ccc2c(c1)OCCO2,0.37691278608008466,0.3686721517540852,0.2,0.4,0.1,0.39538560535996253,0.24480747915763093
Cc1cc(C)c(O)c(C)c1,0.9711936671818872,0.15146840361101588,0.2,0.1,0.0,0.21492364785834617,0.09748927762517469
Cc1cccc(O)c1C,0.7488791811801984,0.1314421209004685,0.2,0.1,0.0,0.19086537167421125,0.09748927762517469
Nc1ccc2c(c1)Cc1cc(N)ccc1-2,0.815260233641492,0.23718717860815905,0.4,0.2,0.0,0.3225485012714776,0.2507830947906125
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0.9695091613240471,0.3529025254256656,0.0,0.30000000000000004,0.2,0.41215478760711827,0.2413859573032625
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,0.8371644012079894,0.37162895669066387,0.2,0.2,0.0,0.42022398524303833,0.17975037347597705
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.9444478889998574,0.3428179636612958,0.6000000000000001,0.5,0.05,0.3703176637113129,0.4380511782564696
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,0.9067216863702398,0.4842732259170379,0.4,0.5,0.30000000000000004,0.508243654420156,0.4883620066502819
CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,0.5498587477046194,0.3300337104330934,0.2,0.4,0.2,0.37077424784239876,0.3409474242205195
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,0.5787890241841481,0.5887612844246372,0.0,0.5,0.30000000000000004,0.6694848928550933,0.20244807479157628
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0.48335680257032126,0.41852359730316535,0.4,0.5,0.25,0.42966902983236405,0.361958459833261
CC(=O)Oc1ccccc1C(=O)O,0.5036281556009986,0.21424694320649065,0.2,0.30000000000000004,0.1,0.22707467715337315,0.3064912534335695
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0.5558157746584189,0.42272311735801615,0.4,0.4,0.15000000000000002,0.4021211100835006,0.4456170786950026
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,0.5590324429600316,0.8259341789509769,0.2,1.0,0.4,0.8160981711748636,0.5675871042359404
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,0.6223583919203848,0.3641726659810307,0.0,0.30000000000000004,0.1,0.35059465131243817,0.2246156811719917
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,0.37789641393277873,0.31716375271397557,0.0,0.0,0.0,0.4451669884086545,0.0
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.5621861243610942,0.45974745743343615,0.0,0.0,0.1,0.4318859260861903,0.0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0.44514962978829137,0.47157467717975077,0.6000000000000001,0.5,0.1,0.48273182564072875,0.4569900245771288
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,0.5571101612678478,0.45160553079648036,0.4,0.4,0.1,0.47579520043230744,0.3595007469519541
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,0.8184469479831237,0.2828676722660267,0.6000000000000001,0.30000000000000004,0.1,0.3392963525581154,0.2924678328755241
O=C(Nc1nc2ccccc2s1)c1ccccc1,0.8521247208466929,0.31996343275054273,0.2,0.30000000000000004,0.1,0.3759084068870561,0.20235169389427016
Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1CC(O)CO1)c(=O)n(C)c(=O)n2CC(C)C,0.20379480362454966,0.615815335390241,0.4,0.9,0.25,0.6095931424009216,0.5900920437569274
Cc1ccc(N)c(N)c1,0.4981450615850968,0.13145640498228772,0.4,0.2,0.0,0.20317130437299927,0.2507830947906125
CCCCCCCC1C(=O)c2ccc(OC)cc2N=C1C,0.6881404415338535,0.36730087989944005,0.0,0.30000000000000004,0.35000000000000003,0.4416499193232601,0.18630427449279552
CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,0.5436729017608276,0.3414895440521083,0.2,0.4,0.2,0.3979051981011382,0.31449086790998027
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0.5948622862149141,0.319977716832362,0.4,0.4,0.05,0.36186247726602094,0.3405619006312949
Oc1cc2ccccc2c2ccccc12,0.6435928050480342,0.23428750999885725,0.2,0.1,0.0,0.3205677692233855,0.09748927762517469
CN(Cc1ccccc1)C(=O)C(NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1,0.36414614019939306,0.9201805507941948,0.4,0.4,0.45,0.9513476342187206,0.40210110356127415
CN(C)C(=O)C1(N2CCCCC2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1,0.5753725124099126,0.8144926294137812,0.0,0.5,0.35000000000000003,0.8307774271712759,0.2714567972627825
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,0.5233889396316577,0.3401039881156439,0.2,0.2,0.0,0.3946573054222794,0.17975037347597705
CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,0.437450336612759,0.5743914981145011,0.4,0.5,0.25,0.5781528302375507,0.5001204761216327
C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,0.97982945313536,0.26871214718317904,0.0,0.1,0.05,0.34095508867838953,0.08226109585080237
CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,0.5293183736174006,0.35288824134384644,0.2,0.2,0.05,0.38959069441926203,0.18958122500120478
CCC(CC)C(CO)NS(=O)(=O)c1ccc(Cl)s1,0.7272230526578768,0.40136841503828136,0.4,0.4,0.35000000000000003,0.37885969763871347,0.319984579056431
Cc1ncc([N+](=O)[O-])n1CCO,0.34717693128359095,0.2014198377328305,0.2,0.5,0.15000000000000002,0.2067284959793679,0.39125825261433184
COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CC(O)CC3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,0.7261885375298167,0.8557736258713288,0.2,0.9,0.4,0.8088273609183283,0.606814129439545
O=CN1CCOCC1,0.11338258154742115,0.12142897954519483,0.0,0.2,0.05,0.14452233630900232,0.14235458532118933
CCCCOc1ccc(N)cc1,0.6915892727429608,0.19293509313221344,0.2,0.2,0.2,0.26032608944071745,0.16987133150209627
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,0.5863823973365957,0.37572848817278015,0.0,0.5,0.2,0.3839623681226063,0.27473374777119175
COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,0.2444503761335809,0.4999999999999999,0.2,0.4,0.2,0.539443739337694,0.31010553708255023
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.36848737864239056,0.7098188778425322,0.2,0.2,0.45,0.32138901120332525,0.22249530143125631
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],0.4772085928894122,0.35865901039881154,0.2,0.5,0.30000000000000004,0.3921722485219422,0.4737603007083996
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0.633646240840346,0.45583361901496966,0.0,0.4,0.25,0.500038344940931,0.2858657414100525
O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,0.3791078282905975,0.6455690778196777,0.8,0.5,0.35000000000000003,0.48384966954787,0.4376656546672449
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.21496047681688116,0.28858130499371504,0.2,0.4,0.1,0.3218603238547687,0.34788684882656257
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,0.2031808589961834,0.7603131070734772,0.2,0.8,0.5,0.820245011475549,0.44474965061924726
Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O,0.5416989344341813,0.5243972117472289,0.2,0.8,0.15000000000000002,0.587370344581352,0.5036383788733073
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.4863850831019312,0.5073705862187178,0.0,0.6000000000000001,0.30000000000000004,0.5422838043666508,0.3355982844200279
CN1CCN(c2ccccc2C=C2SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,0.6444945562089196,0.5957033481887783,0.0,0.4,0.15000000000000002,0.6368916930637304,0.12910221194159316
CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ncccc12,0.03501494830070459,0.49437207176322695,0.2,0.4,0.15000000000000002,0.5279143551777605,0.41622090501662573
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,0.525065011411722,0.2901525539938292,0.0,0.1,0.15000000000000002,0.3635557492271336,0.0978748012143993
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,0.0,0.4682179179522339,0.0,0.0,0.05,0.4161467245040425,0.0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.6102194117410382,0.29862301451262707,0.2,0.2,0.15000000000000002,0.34603490456172753,0.14023420558045396
COc1ccc(Cl)cc1C(=O)N1CCN(c2cccc(Cl)c2)CC1,0.7726996191037242,0.47711690092560843,0.0,0.30000000000000004,0.15000000000000002,0.4955512250319838,0.15796829068478627
