,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
45,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.68,0.12,11.0,457.19,1.0,7.0,5.0,120.9072,79.18
46,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCN(C)CC2)cn2c(=O)cc(N3CCOCC3)nc12,2.37,,6.0,512.23,1.0,8.0,5.0,136.2902,82.42
47,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCOCC2)cn2c(=O)cc(N3CCOCC3)nc12,2.45,,6.0,499.2,1.0,8.0,5.0,129.6122,88.41
48,C[C@@H](Oc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.75,,7.0,458.17,0.0,6.0,5.0,118.9345,72.22
49,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,3.85,0.78,33.0,515.17,1.0,10.0,7.0,141.2587,107.29
50,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,1.26,0.7,0.0,780.43,6.0,14.0,7.0,192.6108,203.06
51,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,2.43,0.01,0.0,803.48,3.0,12.0,7.0,212.5924,178.36
52,C[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,4.15,0.027,0.4,551.09,1.0,5.0,2.0,118.2973,89.54
53,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,3.84,8.72e-08,172.0,218.17,0.0,1.0,1.0,67.133,17.07
54,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,3.09,0.08,50.12,913.56,3.0,13.0,6.0,245.1374,195.43
55,C[C@@H]1Cc2cc(O)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,4.85,0.023,78.0,419.17,2.0,3.0,5.0,108.0366,60.77
56,C[C@@H]1Cc2cc(O)ccc2[C@@H](c2ccc(/C=C/C(=O)O)cc2)N1c1ccc(OC(F)(F)F)cc1,5.93,0.009,9.0,469.15,2.0,4.0,5.0,121.8316,70.0
57,C[C@@H]1CN(C[C@@H](C1(C2=CC=CC=C2)O)C)C(=O)[C@@H]3CN(C[C@H]3C4=C(C=C(C=C4)F)F)C(C)(C)C,,,25.12,470.27,1.0,3.0,3.0,129.1618,43.78
58,C[C@@H]1CN(C[C@@H](N1)C)C(=O)N[C@H](CC2=CC=C(C=C2)F)C(=O)N3CCC(CC3)(C4CCCCC4)C(=O)NC(C)(C)C,,,10.72,571.39,3.0,4.0,6.0,158.7741,93.78
59,C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN(C)c4cc(F)cc(F)c4)c3o2)CCO1,3.63,,5.0,471.2,0.0,6.0,5.0,126.5935,66.23
60,C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,3.4,,8.0,499.19,0.0,7.0,4.0,131.0315,75.46
61,C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,3.26,,15.0,481.2,0.0,7.0,4.0,131.0735,75.46
62,C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5ccc(F)cc54)c3o2)CCO1,3.03,,4.0,523.21,0.0,8.0,4.0,139.7785,84.69
63,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)C4=CC5=C(C=C4)C(=NN5C)C,2.9,0.28,7.41,462.27,1.0,6.0,4.0,130.0077,94.26
64,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)C4=CC5=C(C=C4)C(=NO5)C,3.15,0.2,30.2,449.24,1.0,6.0,4.0,123.3027,102.47
65,C[C@@H]1CNC2=C(C(=O)N1)SC3=C2C4=C(C=C3)N=C(C=C4)C5=CN=C(C=C5)C,,,6.92,374.12,2.0,5.0,1.0,110.5119,66.91
66,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.86,0.26,2.0,412.17,2.0,7.0,4.0,111.5608,107.85
67,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](C)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,1.24,,35.0,868.48,8.0,16.0,7.0,212.7774,235.68
68,C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)N2CCC2)C2CC2)C1=O,5.35,,17.0,578.14,1.0,4.0,9.0,146.6976,94.99
69,C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)N2CCCC2)C2CC2)C1=O,5.74,,14.0,592.16,1.0,4.0,9.0,151.3146,94.99
70,C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(C)(=O)=O)C2CC2)C1=O,5.35,,6.1,537.11,1.0,4.0,8.0,136.4316,91.75
71,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,1.62,0.25,5.841,360.19,3.0,5.0,2.0,95.0484,94.83
72,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,2.95,0.0999,37.4,270.16,1.0,2.0,0.0,78.0518,37.3
73,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,1.47,0.4818,0.0,358.18,2.0,5.0,2.0,94.0486,91.67
74,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,6.61,,54.95,349.24,1.0,2.0,1.0,105.3068,33.12
75,C[C@]12CC[C@@H](CC1=CCC3C2CC[C@]4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,,,34.67,388.25,1.0,3.0,1.0,117.0988,38.05
76,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,3.03,0.095,4.5,372.28,2.0,2.0,1.0,106.8424,58.2
77,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,9.97,0.00264,2.4,606.32,2.0,3.0,14.0,152.652,57.53
78,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,3.67,0.014,0.0,296.18,2.0,2.0,0.0,86.5066,40.46
79,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,2.97,0.0516,0.0,298.19,1.0,2.0,0.0,85.8758,37.3
80,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,3.13,0.0308,0.0,270.16,1.0,2.0,0.0,77.7308,37.3
81,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,3.53,0.0583,9.74,268.15,1.0,2.0,0.0,77.7068,37.3
82,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,3.55,0.0313,70.7,290.22,1.0,2.0,0.0,82.7408,37.3
83,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C,2.68,,6.61,340.2,0.0,3.0,0.0,94.673,43.37
84,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,1.94,0.137,12.1,346.21,2.0,4.0,2.0,93.6826,74.6
85,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,1.47,,17.38,360.19,2.0,5.0,2.0,94.1426,91.67
86,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,3.36,0.0329,12.7,302.22,1.0,2.0,0.0,87.3338,37.3
87,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,2.75,0.1744,25.92,286.19,0.0,2.0,0.0,81.717,34.14
88,C[C@H]([C@@H](C(=O)NO)NC(=O)C1=CC=C(C=C1)C#CC2=CC=C(C=C2)CN3CCOCC3)O,,,15.14,437.2,4.0,6.0,6.0,117.8242,111.13
89,C[C@H](C(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC=C5)Cl)OC)O,,,12.59,507.18,2.0,9.0,6.0,137.9785,108.12
90,C[C@H](C(=O)O)OC1=CC(=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=C(C=C3)OCO4)F,3.12,0.0414,0.0,454.12,2.0,7.0,8.0,112.172,116.21
91,C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F,3.9,0.0148,1010.0,349.05,0.0,5.0,6.0,85.603,57.65
92,C[C@H](C1=NC2=C(C=CC=N2)C(=O)N1C3=CC=C(C=C3)Cl)N(CC4CCS(=O)(=O)CC4)C(=O)CC5=CC(=C(C=C5)C(F)(F)F)F,,,5.13,650.14,0.0,7.0,7.0,156.7568,102.23
93,C[C@H](CC1=CC(=CC=C1)CC(=O)NC23CC4CC(C2)CC(C4)C3)NC[C@@H](C5=CC(=C(C=C5)O)CO)O,,,21.9,492.3,5.0,5.0,10.0,139.3498,101.82
94,C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,4.43,0.026,100.0,383.19,2.0,3.0,6.0,108.0726,60.77
95,C[C@H](CF)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2C[C@H]1C,4.71,0.009,170.0,419.17,2.0,3.0,6.0,107.9886,60.77
96,C[C@H](CF)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,5.1,0.002,39.0,433.19,2.0,3.0,6.0,112.6056,60.77
97,C[C@H](CF)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.82,0.01,14.0,397.21,2.0,3.0,6.0,112.6896,60.77
98,C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,4.23,0.046,26.0,404.21,3.0,3.0,6.0,119.3753,76.56
99,C[C@H](CO)NC1=NC(=NC2=C1C=NN2)SCC3=C(C(=CC=C3)F)F,,,17.78,351.1,3.0,6.0,6.0,87.7732,86.72
100,C[C@H](CO)NC1=NC(=NC2=C1N=CC(=O)N2)SCC3=C(C(=CC=C3)F)F,2.08,0.012,23.22,379.09,3.0,7.0,6.0,94.0432,103.79
101,C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,3.03,0.026,7.59,383.07,3.0,8.0,6.0,95.7119,96.95
102,C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=CC=CC=C3F,,,5.75,365.08,3.0,8.0,6.0,95.7539,96.95
103,C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=C(C(=CC=C3)Cl)F,3.26,0.0008,19.91,400.02,3.0,7.0,6.0,99.1772,90.9
104,C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3,2.46,0.0027,19.45,348.07,3.0,7.0,6.0,94.2092,90.9
105,C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CC=C3F,2.6,0.0016,30.12,366.06,3.0,7.0,6.0,94.1672,90.9
106,C[C@H](CO)NC1=NC(=NC2=C1SC(=O)N2)SCC3=CC=CO3,2.06,0.018,27.3,338.05,3.0,8.0,6.0,86.4752,104.04
107,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(Cl)c2F)n1,2.72,,2.4,461.08,3.0,7.0,9.0,111.906,107.45
108,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1,2.2,0.01,3.1,445.11,3.0,7.0,9.0,106.854,107.45
109,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCC2)nc(SCc2cccc(F)c2F)n1,2.59,0.006,12.0,459.12,3.0,7.0,9.0,111.471,107.45
110,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,2.98,0.014,30.0,473.14,3.0,7.0,9.0,116.088,107.45
111,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,2.34,0.015,8.0,491.09,3.0,8.0,9.0,118.108,116.68
112,C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(F)c2F)n1,1.83,0.03,4.6,475.12,3.0,8.0,9.0,113.056,116.68
113,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(O)sc12,2.74,0.00295,15.0,384.05,3.0,8.0,6.0,92.9643,91.16
114,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,0.34,0.73,57.11,217.08,2.0,3.0,3.0,55.3878,57.61
115,C[C@H](Nc1c(C(=N)O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,3.35,0.13,2.8,478.27,3.0,8.0,10.0,137.5202,116.48
116,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C(=O)/C2=C\NN5CCN(CC5)C)O)/C,3.08,0.04344,0.0,822.41,6.0,15.0,4.0,216.6606,216.66
117,C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C(C2=O)C(=C(C6=C5C(=O)[C@](O6)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)/C,4.5,0.29,0.0,846.44,5.0,14.0,4.0,226.7648,205.55
118,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,2.9,0.0,110.4,352.1,1.0,3.0,2.0,93.8857,49.41
119,C[C@H]1C(=O)N=S(=O)(N1)C2=CC=CC(=C2)C3=CC=C(C=C3)C,,,19.5,300.09,1.0,2.0,2.0,83.0561,58.53
120,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,0.55,0.629,1.74,281.16,2.0,4.0,3.0,72.5565,83.47
121,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC[C@@H]6C[C@@H](CC[C@@]6([C@H]5CC4=C(C3)C)C)NS(=O)(=O)C)C)NC1,5.47,,3.327,504.34,2.0,4.0,2.0,140.4272,67.43
122,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,5.25,0.0741,29.4,411.31,2.0,3.0,0.0,120.0255,41.49
123,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1.72,0.23,5.452,374.21,3.0,5.0,2.0,99.5954,94.83
124,C[C@H]1CCCC(=O)CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1,3.75,,209.0,318.15,2.0,5.0,0.0,86.3921,83.83
125,C[C@H]1CN(CCN1C(=O)CC2=CC=C(C=C2)Cl)CC3=C(C=CC(=C3)Cl)CC(=O)O,,,13.5,434.12,1.0,3.0,6.0,114.3998,60.85
126,C[C@H]1CN(CCN1C(=O)CC2=CC=C(C=C2)Cl)CC3=C(C=CC(=C3)Cl)O[C@@H](C)C(=O)O,,,4.7,464.13,1.0,4.0,7.0,120.7858,70.08
127,C[C@H]1CN(CCN1S(=O)(=O)CC2=CC=CC=C2)CC3=C(C=CC(=C3)Cl)CC(=O)O,,,8.7,436.12,1.0,4.0,7.0,113.3026,77.92
128,C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2nnc(O)c3ccccc23)c1,3.81,0.089,1.2,500.16,1.0,7.0,4.0,119.5663,97.03
129,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,1.36,0.002,6.294,405.11,2.0,6.0,3.0,95.2665,100.87
130,C[C@H]1COCCN1c1cc(C(C)(C)S(C)(=O)=O)nc(-c2ccc(NC(O)=NC3CC3)cc2)n1,2.93,,50.0,473.21,2.0,7.0,6.0,129.6733,117.01
131,C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2ccc(NC(O)=NC3CC3)cc2)n1,2.69,,37.8,471.19,2.0,7.0,6.0,127.5593,117.01
132,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc4ncnc(O)c4c3)nc2n1,2.38,,176.4,473.22,1.0,10.0,3.0,132.7838,109.62
133,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)C(=O)N(C)C)N5CCOC[C@@H]5C,2.85,,4.27,506.26,0.0,9.0,5.0,142.5925,93.15
134,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)C(C)O)N5CCOC[C@@H]5C,3.2,,38.02,479.25,1.0,9.0,5.0,135.2088,93.07
135,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NCCO)N5CCOC[C@@H]5C,,,10.0,492.25,2.0,9.0,6.0,137.442,112.94
136,C[N+](C)(C)CC1CO1.[Cl-],0.24,0.518,0.0,151.08,0.0,1.0,2.0,32.6394,12.53
137,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,3.7,0.02893,6.959,315.1,0.0,3.0,4.0,83.708,30.71
138,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C,8.03,,0.0,370.09,0.0,5.0,0.0,92.835,46.15
139,C=CC(=O)NC1=CC=C(C=C1)F,1.46,,3.0,165.06,1.0,1.0,2.0,45.2267,29.1
140,C=CC(=O)NC1=CC=CC=C1,1.44,,30.9,147.07,1.0,1.0,2.0,45.2687,29.1
141,C=CC(O)=Nc1cc(N=c2nc(-c3cn(C)c4ccccc34)c(C#N)c[nH]2)c(OC)cc1N(C)CCN(C)C,4.38,0.089,10.0,524.26,2.0,8.0,9.0,155.1775,118.06
142,C=CC(O)=Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.82,0.075,5.6,513.29,2.0,8.0,10.0,156.7035,91.04
143,C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.16,0.023,10.0,533.23,2.0,8.0,10.0,156.9765,91.04
144,C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.32,0.032,14.0,520.21,2.0,9.0,10.0,149.2495,103.41
145,C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,4.07,0.025,5.2,518.19,2.0,9.0,8.0,147.1135,103.41
146,C=CC(O)=Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,4.51,1.2645,3.4,499.27,2.0,8.0,10.0,151.9665,91.04
147,C=CC1=CC=CC=C1,2.95,0.1801,42.99,104.06,0.0,0.0,1.0,36.533,0.0
148,C=CCC1=CC2=C(C=C1)OCO2,2.06,0.01789,14.12,162.07,0.0,2.0,2.0,46.466,18.46
149,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,3.23,0.9621,8.216,246.09,0.0,4.0,6.0,67.401,52.6
150,C=CCOC1=C(C=CC(=C1)C2=CC=CC3=C2OC(=CC3=O)N4CCOCC4)NC(=O)CN5CCOCC5,,,83.18,505.22,1.0,8.0,8.0,142.5327,93.48
151,C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C,2.22,,9.27,249.11,0.0,6.0,9.0,66.903,66.36
152,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],4.64,0.0,819.0,292.84,0.0,2.0,1.0,58.1464,43.14
153,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,1.9,0.23,0.0,239.93,2.0,3.0,1.0,50.6387,76.21
154,C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,3.53,4.42e-08,362.0,248.85,0.0,1.0,0.0,49.287,12.89
155,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,5.04,4.52e-07,0.0,269.81,0.0,0.0,0.0,51.901,0.0
156,C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,2.81,0.0121,139.0,298.12,2.0,4.0,4.0,81.5606,66.76
157,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,0.02,0.9848,0.0,285.06,3.0,8.0,2.0,66.365,119.31
158,C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,0.42,0.0234,2.09,457.14,5.0,5.0,6.0,119.3093,125.89
159,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,1.99,0.15,135.0,458.08,8.0,11.0,3.0,108.9209,197.37
160,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,7.54,8.62e-09,0.0,403.85,2.0,2.0,2.0,89.0796,40.46
161,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,5.17,,16.4,247.85,0.0,0.0,0.0,51.492,0.0
162,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,4.44,,0.0,229.89,1.0,1.0,0.0,48.1468,20.23
163,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,6.56,0.0,2.72e-06,357.84,0.0,0.0,1.0,81.938,0.0
164,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,4.62,0.000993,8.842,213.89,0.0,0.0,0.0,46.482,0.0
165,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,3.31,0.0127,0.0,253.93,1.0,2.0,3.0,54.6028,46.53
166,C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl,2.52,0.02237,0.0,254.93,1.0,3.0,3.0,52.3978,59.42
167,C1=C(C=C(C(=C1Br)O)Br)C#N,2.63,0.5001,7.866,274.86,1.0,2.0,0.0,48.2218,44.02
168,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,0.91,,0.0,204.97,2.0,2.0,1.0,47.8337,63.32
169,C1=C(C=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl,7.28,0.0,9.24e-06,357.84,0.0,0.0,1.0,81.938,0.0
170,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],2.8,0.0,4.434,205.96,1.0,3.0,1.0,47.5288,69.16
171,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,4,0.0461,1.367,435.94,1.0,5.0,2.0,80.1768,84.7
172,C1=C(C=C(C(=C1Cl)O)Cl)Cl,3.69,0.01512,18.76,195.92,1.0,1.0,0.0,43.1368,20.23
173,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,4.93,2.42e-08,0.0,776.69,3.0,4.0,5.0,124.806,92.78
174,C1=C(C=C(C=C1Br)Br)Br,4.51,,0.0,311.78,0.0,0.0,0.0,49.542,0.0
175,C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl,6.72,0.0,3.33e-05,289.92,0.0,0.0,1.0,71.918,0.0
176,C1=C(C=C(C=C1Cl)Cl)N,2.9,0.0522,86.1,160.98,1.0,1.0,0.0,40.8744,26.02
177,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,4.01,0.004357,24.76,463.95,1.0,6.0,4.0,87.2945,111.2
178,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,-0.64,0.84,0.0,337.04,4.0,6.0,7.0,83.0924,175.83
179,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,0.23,0.856,0.0,198.04,2.0,5.0,3.0,45.6755,123.76
180,C1=CC(=C(C(=C1)Cl)C#N)Cl,2.74,0.06222,7.036,170.96,0.0,1.0,0.0,41.177,23.79
181,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,2.57,0.45,1.4,255.01,2.0,5.0,1.0,64.1078,90.71
182,C1=CC(=C(C(=C1)Cl)Cl)Cl,4.08,0.01567,6.984,179.93,0.0,0.0,0.0,41.472,0.0
