,SMILES,logP,Fup,Clint,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
183,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,5.27,0.0,2.873,492.01,2.0,4.0,6.0,91.9059,76.66
184,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,3.88,0.0308,0.0,310.03,2.0,2.0,2.0,74.2949,58.2
185,C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,1.16,1.93e-08,28.1,278.04,6.0,7.0,2.0,66.3053,138.45
186,C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,7.12,0.0,0.00027,357.84,0.0,0.0,1.0,81.938,0.0
187,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,4.58,,32.4,213.89,0.0,0.0,0.0,46.482,0.0
188,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,1.67,0.02723,0.0,184.01,1.0,5.0,2.0,41.4156,106.51
189,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,3.12,1.21e-07,387.0,190.95,0.0,2.0,1.0,43.1164,43.14
190,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,3.75,0.0,12.0,325.99,2.0,4.0,3.0,79.1764,92.47
191,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,4.44,0.0016,3.037,250.04,2.0,2.0,2.0,60.4181,57.53
192,C1=CC(=C(C=C1C2=C(SC(=N2)N)C3=CC=NC=C3)Cl)Cl,2.29,,19.05,320.99,1.0,4.0,2.0,85.2134,51.8
193,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl,6.62,0.0,6.83e-05,289.92,0.0,0.0,1.0,71.918,0.0
194,C1=CC(=C(C=C1Cl)C2=C(NN=C2)N)OC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=CSC=N4)F,5.15,0.0007575,5.62,498.97,3.0,7.0,6.0,117.8526,122.99
195,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,4.26,0.0045,13.2,268.01,2.0,2.0,2.0,69.0396,40.46
196,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,3.56,0.02484,0.0,371.02,0.0,4.0,7.0,76.128,39.94
197,C1=CC(=C(C=C1Cl)N)N,1.28,0.373,31.6,142.03,2.0,2.0,0.0,40.2768,52.04
198,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,4.76,0.00428,27.8,287.95,1.0,2.0,2.0,69.6528,29.46
199,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,0.5,0.7109,1.832,306.1,1.0,7.0,5.0,70.2988,81.65
